,train,test
0,0.2948268581081081,0.2946120689655173
1,0.2959987331081081,0.2946120689655173
2,0.6093961148648648,0.6108297413793103
3,0.6093961148648648,0.6108297413793103
4,0.6093961148648648,0.6108297413793103
5,0.5500950168918919,0.5679956896551724
6,0.6457981418918919,0.6424030172413794
7,0.6705869932432432,0.6339439655172414
8,0.6848289695945946,0.6651939655172414
9,0.6960515202702703,0.6752155172413794
10,0.7408678209459459,0.7017780172413793
11,0.755320945945946,0.7210129310344827
12,0.7643053209459459,0.7130387931034483
13,0.7805320945945946,0.7123922413793103
14,0.782664695945946,0.7208512931034483
15,0.7946684966216215,0.7174030172413793
16,0.8081608952702704,0.7316271551724138
17,0.824461570945946,0.7314655172413793
18,0.842039695945946,0.7299030172413794
19,0.857274070945946,0.7016163793103448
20,0.8675358952702703,0.6992456896551724
21,0.8758129222972973,0.7297413793103449
22,0.8986486486486486,0.7106681034482759
23,0.8947423986486486,0.694396551724138
24,0.909301097972973,0.7372306034482758
25,0.9060705236486486,0.6980064655172413
26,0.9072423986486486,0.7137931034482758
27,0.9161211993243243,0.7375538793103449
28,0.9309649493243244,0.7261314655172414
29,0.9256017736486486,0.7072198275862069
30,0.944921875,0.7167564655172414
31,0.9477618243243244,0.7345905172413794
32,0.951953125,0.7408405172413793
33,0.954296875,0.7275323275862069
34,0.9578125,0.724407327586207
35,0.9609375,0.7363146551724138
36,0.96796875,0.7198814655172414
37,0.97109375,0.7488146551724137
38,0.977734375,0.7330280172413793
39,0.978515625,0.7484913793103448
40,0.978125,0.7323814655172414
41,0.978515625,0.7197198275862069
42,0.9796875,0.7292564655172413
43,0.98125,0.7484913793103448
44,0.98359375,0.7483297413793103
45,0.983984375,0.7420797413793103
46,0.982421875,0.7051724137931035
47,0.983984375,0.7084590517241379
48,0.984765625,0.7133081896551724
49,0.984765625,0.7164331896551724
