,train,test
0,0.3243371212121212,0.31462191358024694
1,0.6794507575757576,0.6888503086419753
2,0.7684659090909091,0.7650462962962963
3,0.7793560606060606,0.7808641975308642
4,0.7774621212121212,0.7791280864197531
5,0.7916666666666666,0.7999614197530864
6,0.7722537878787878,0.7739197530864197
7,0.8110795454545454,0.7964891975308642
8,0.8214962121212122,0.8140432098765432
9,0.8262310606060606,0.8051697530864197
10,0.8352272727272727,0.841820987654321
11,0.8461174242424242,0.8487654320987654
12,0.8503787878787878,0.8227237654320988
13,0.8579545454545454,0.8123070987654322
14,0.8873106060606061,0.8227237654320988
15,0.8925189393939394,0.8348765432098766
16,0.8915719696969697,0.8383487654320988
17,0.8986742424242424,0.8366126543209877
18,0.9133522727272727,0.8296682098765432
19,0.9251893939393939,0.8279320987654322
20,0.915719696969697,0.8001543209876544
21,0.9332386363636364,0.8296682098765432
22,0.9308712121212122,0.8209876543209877
23,0.9337121212121212,0.8348765432098766
24,0.9450757575757576,0.8348765432098766
25,0.953125,0.8366126543209877
26,0.9573863636363636,0.8348765432098766
27,0.9412878787878788,0.8157793209876544
28,0.9554924242424242,0.808641975308642
29,0.9644886363636364,0.82445987654321
30,0.9678030303030303,0.8279320987654322
31,0.9734848484848485,0.8314043209876544
32,0.9744318181818182,0.8348765432098766
33,0.9763257575757576,0.8348765432098766
34,0.9805871212121212,0.8192515432098766
35,0.984375,0.826195987654321
36,0.9872159090909091,0.8227237654320988
37,0.9867424242424242,0.8157793209876544
38,0.9815340909090909,0.8331404320987654
39,0.9886363636363636,0.8279320987654322
40,0.9895833333333334,0.8279320987654322
41,0.9914772727272727,0.8209876543209877
42,0.990530303030303,0.82445987654321
43,0.9919507575757576,0.8279320987654322
44,0.9924242424242424,0.826195987654321
45,0.9914772727272727,0.8296682098765432
46,0.9928977272727273,0.8279320987654322
47,0.993844696969697,0.8296682098765432
48,0.9947916666666666,0.8296682098765432
49,0.9943181818181818,0.826195987654321
