,train,test
0,0.5681584362139918,0.5658143939393939
1,0.6300636574074074,0.6254103535353536
2,0.658275462962963,0.6523042929292929
3,0.6964699074074074,0.7003156565656565
4,0.7304848251028806,0.718844696969697
5,0.7866351594650206,0.773800505050505
6,0.8044302983539094,0.7665719696969697
7,0.8249903549382717,0.7807449494949494
8,0.8292181069958847,0.7792929292929293
9,0.850758744855967,0.7911616161616162
10,0.8510320216049383,0.791729797979798
11,0.8445216049382717,0.7743686868686869
12,0.8630722736625515,0.7874053030303031
13,0.8637795781893004,0.8004103535353536
14,0.8886799125514403,0.7934659090909091
15,0.8826035236625515,0.797790404040404
16,0.8762056327160495,0.7824810606060606
17,0.8876511059670782,0.79375
18,0.8921521347736626,0.8076388888888889
19,0.9110886059670782,0.8096590909090909
20,0.927469135802469,0.8166035353535354
21,0.932838220164609,0.8079229797979798
22,0.9361496913580246,0.8024305555555555
23,0.9397826646090535,0.8151515151515151
24,0.9428208590534979,0.8044507575757576
25,0.9542663323045267,0.8021464646464647
26,0.9603427211934156,0.8076388888888889
27,0.9633809156378601,0.8024305555555555
28,0.9638149434156378,0.8041666666666667
29,0.9720614711934156,0.8006944444444444
30,0.9764017489711934,0.7969381313131314
31,0.9685892489711934,0.7949179292929293
32,0.9764017489711934,0.7827651515151515
33,0.9811760545267489,0.79375
34,0.9790059156378601,0.7862373737373738
35,0.9811760545267489,0.7928977272727272
36,0.9807420267489712,0.7879734848484848
37,0.9859503600823045,0.791445707070707
38,0.9855163323045267,0.7931818181818182
39,0.9868184156378601,0.8035984848484848
40,0.9868184156378601,0.7983901515151515
41,0.9885545267489712,0.791729797979798
42,0.9889885545267489,0.7720643939393939
43,0.9898566100823045,0.8038825757575758
44,0.9907246656378601,0.7986742424242425
45,0.9907246656378601,0.791445707070707
46,0.9898566100823045,0.7842171717171716
47,0.9902906378600823,0.8021464646464647
48,0.9907246656378601,0.8038825757575758
49,0.9902906378600823,0.8056186868686869
