,train,test
0,0.6424619932432433,0.6470905172413793
1,0.6733213682432433,0.6522090517241379
2,0.6125211148648648,0.6170797413793103
3,0.690012668918919,0.6706896551724137
4,0.7140202702702703,0.702532327586207
5,0.728758445945946,0.7169181034482759
6,0.745555320945946,0.7344288793103448
7,0.7051414695945946,0.6820581896551724
8,0.7819890202702703,0.7547413793103448
9,0.7817039695945945,0.7512931034482759
10,0.7900865709459459,0.7356681034482759
11,0.7827702702702702,0.7356681034482759
12,0.812352195945946,0.7783405172413793
13,0.8148015202702703,0.7656788793103448
14,0.8154771959459459,0.7419181034482759
15,0.827586570945946,0.7542564655172413
16,0.834227195945946,0.7686422413793104
17,0.8245671452702703,0.7429956896551724
18,0.849070945945946,0.7913254310344827
19,0.847899070945946,0.7641163793103448
20,0.8443834459459459,0.7675646551724138
21,0.862742820945946,0.7684806034482758
22,0.8532622466216215,0.7502155172413794
23,0.8788323479729729,0.7766163793103449
24,0.881566722972973,0.7706896551724138
25,0.8885979729729729,0.7672413793103449
26,0.899926097972973,0.8049030172413794
27,0.8966955236486486,0.7799030172413793
28,0.8653716216216216,0.7533405172413794
29,0.905394847972973,0.7660021551724138
30,0.9100823479729729,0.7606681034482758
31,0.905394847972973,0.7656788793103448
32,0.9257073479729729,0.7813038793103448
33,0.903441722972973,0.7658405172413794
34,0.930004222972973,0.7720905172413793
35,0.921410472972973,0.7753771551724138
36,0.931957347972973,0.7706896551724138
37,0.930785472972973,0.7722521551724137
38,0.930394847972973,0.7691271551724138
39,0.9373205236486486,0.7769396551724138
40,0.933129222972973,0.7660021551724138
41,0.9374260979729729,0.7706896551724138
42,0.935082347972973,0.7675646551724138
43,0.9393792229729729,0.7769396551724138
44,0.934691722972973,0.7720905172413793
45,0.938597972972973,0.7752155172413794
46,0.9466955236486486,0.7771012931034483
47,0.9466955236486486,0.7753771551724138
48,0.9474767736486486,0.7738146551724138
49,0.9482580236486486,0.7722521551724137
