,train,test
0,0.5592590761160308,0.55494348102998
1,0.6159588363448485,0.5967914179978789
2,0.5841213443465996,0.5672082452363276
3,0.6462121370130455,0.6258222044413632
4,0.6840202288609671,0.6485653042093624
5,0.6905567140697589,0.6772392392436204
6,0.748357579346471,0.740215415582852
7,0.752940877622749,0.7392696972440982
8,0.7688512724801292,0.7630479164780722
9,0.7795516714664723,0.7403369293499588
10,0.7961529312813735,0.7762468913579592
11,0.8125933703971292,0.7614943455033139
12,0.812369464919426,0.748859124482373
13,0.8232924356935205,0.7625971835288514
14,0.8390222083668577,0.7715823015934624
15,0.8449075428556769,0.7685338846791144
16,0.8472862156993741,0.7670760806834169
17,0.8379399822861083,0.7639486368421806
18,0.8573132720704717,0.7756860866182012
19,0.8560806084741284,0.7664653757329875
20,0.8682130238648373,0.7759879004880855
21,0.8675194501653296,0.773070928748038
22,0.8706896589350206,0.7879055068315056
23,0.8683065477622455,0.7803769313269823
24,0.869571902407977,0.7814692817816915
25,0.869571902407977,0.7814692817816915
26,0.869571902407977,0.7814692817816915
27,0.869571902407977,0.7814692817816915
28,0.869571902407977,0.7814692817816915
29,0.869571902407977,0.7814692817816915
30,0.869571902407977,0.7814692817816915
31,0.869571902407977,0.7814692817816915
32,0.869571902407977,0.7814692817816915
33,0.869571902407977,0.7814692817816915
34,0.869571902407977,0.7814692817816915
35,0.869571902407977,0.7814692817816915
36,0.869571902407977,0.7814692817816915
37,0.869571902407977,0.7814692817816915
38,0.869571902407977,0.7814692817816915
39,0.869571902407977,0.7814692817816915
40,0.869571902407977,0.7814692817816915
41,0.869571902407977,0.7814692817816915
42,0.869571902407977,0.7814692817816915
43,0.869571902407977,0.7814692817816915
44,0.869571902407977,0.7814692817816915
45,0.869571902407977,0.7814692817816915
46,0.869571902407977,0.7814692817816915
47,0.869571902407977,0.7814692817816915
48,0.869571902407977,0.7814692817816915
49,0.869571902407977,0.7814692817816915
