,h,l,n,fairness_sent,cor,cor_abs
1107,300,100,50,fairness_sent,-0.4371,0.4371
1108,300,100,75,fairness_sent,0.4308,0.4308
1109,300,100,100,fairness_sent,-0.2865,0.2865
1110,300,125,25,fairness_sent,0.2861,0.2861
1111,300,125,50,fairness_sent,-0.4198,0.4198
1112,300,125,75,fairness_sent,-0.4403,0.4403
1113,300,125,100,fairness_sent,-0.4339,0.4339
1114,300,125,125,fairness_sent,-0.2864,0.2864
1115,300,150,25,fairness_sent,0.2283,0.2283
1116,300,150,50,fairness_sent,0.4058,0.4058
1117,300,150,75,fairness_sent,-0.4337,0.4337
1118,300,150,100,fairness_sent,-0.452,0.452
1119,300,150,125,fairness_sent,-0.4413,0.4413
1120,300,150,150,fairness_sent,-0.308,0.308
1121,300,175,25,fairness_sent,0.2652,0.2652
1122,300,175,50,fairness_sent,-0.4211,0.4211
1123,300,175,75,fairness_sent,-0.4504,0.4504
1124,300,175,100,fairness_sent,-0.4644,0.4644
1125,300,175,125,fairness_sent,-0.4551,0.4551
1126,300,175,150,fairness_sent,-0.4504,0.4504
1127,300,175,175,fairness_sent,-0.366,0.366
1128,300,200,25,fairness_sent,0.3149,0.3149
1129,300,200,50,fairness_sent,-0.422,0.422
1130,300,200,75,fairness_sent,-0.4551,0.4551
1131,300,200,100,fairness_sent,-0.4533,0.4533
1132,300,200,125,fairness_sent,0.4733,0.4733
1133,300,200,150,fairness_sent,-0.4744,0.4744
1134,300,200,175,fairness_sent,-0.4733,0.4733
1135,300,200,200,fairness_sent,-0.4183,0.4183
1136,300,225,25,fairness_sent,0.3232,0.3232
1137,300,225,50,fairness_sent,0.3743,0.3743
1138,300,225,75,fairness_sent,-0.4202,0.4202
1139,300,225,100,fairness_sent,-0.4331,0.4331
1140,300,225,125,fairness_sent,0.4592,0.4592
1141,300,225,150,fairness_sent,0.4745,0.4745
1142,300,225,175,fairness_sent,-0.472,0.472
1143,300,225,200,fairness_sent,-0.4777,0.4777
1144,300,225,225,fairness_sent,-0.4158,0.4158
1145,300,250,25,fairness_sent,0.3329,0.3329
1146,300,250,50,fairness_sent,0.3857,0.3857
1147,300,250,75,fairness_sent,-0.4131,0.4131
1148,300,250,100,fairness_sent,-0.419,0.419
1149,300,250,125,fairness_sent,-0.4442,0.4442
1150,300,250,150,fairness_sent,0.4752,0.4752
1151,300,250,175,fairness_sent,0.4741,0.4741
1152,300,250,200,fairness_sent,-0.4796,0.4796
1153,300,250,225,fairness_sent,0.4884,0.4884
1154,300,250,250,fairness_sent,-0.453,0.453
1155,300,275,25,fairness_sent,0.1511,0.1511
1156,300,275,50,fairness_sent,0.4212,0.4212
1157,300,275,75,fairness_sent,0.4166,0.4166
1158,300,275,100,fairness_sent,-0.4185,0.4185
1159,300,275,125,fairness_sent,-0.4299,0.4299
1160,300,275,150,fairness_sent,0.4635,0.4635
1161,300,275,175,fairness_sent,0.4645,0.4645
1162,300,275,200,fairness_sent,0.4671,0.4671
1163,300,275,225,fairness_sent,-0.4815,0.4815
1164,300,275,250,fairness_sent,-0.4857,0.4857
1165,300,275,275,fairness_sent,-0.3974,0.3974
1166,300,300,25,fairness_sent,0.1565,0.1565
1167,300,300,50,fairness_sent,0.357,0.357
1168,300,300,75,fairness_sent,-0.3635,0.3635
1169,300,300,100,fairness_sent,0.4,0.4
1170,300,300,125,fairness_sent,0.4247,0.4247
1171,300,300,150,fairness_sent,0.4215,0.4215
1172,300,300,175,fairness_sent,0.4564,0.4564
1173,300,300,200,fairness_sent,-0.4504,0.4504
1174,300,300,225,fairness_sent,-0.4556,0.4556
1175,300,300,250,fairness_sent,-0.4735,0.4735
1176,300,300,275,fairness_sent,-0.4784,0.4784
1177,300,300,300,fairness_sent,0.4178,0.4178
1178,300,325,25,fairness_sent,-0.163,0.163
1179,300,325,50,fairness_sent,0.2669,0.2669
1180,300,325,75,fairness_sent,0.3508,0.3508
1181,300,325,100,fairness_sent,0.3997,0.3997
1182,300,325,125,fairness_sent,0.4079,0.4079
1183,300,325,150,fairness_sent,0.4181,0.4181
1184,300,325,175,fairness_sent,0.4153,0.4153
1185,300,325,200,fairness_sent,0.415,0.415
1186,300,325,225,fairness_sent,-0.4325,0.4325
1187,300,325,250,fairness_sent,0.4428,0.4428
1188,300,325,275,fairness_sent,-0.4676,0.4676
1189,300,325,300,fairness_sent,0.4741,0.4741
1190,300,350,25,fairness_sent,-0.1376,0.1376
1191,300,350,50,fairness_sent,0.1704,0.1704
1192,300,350,75,fairness_sent,0.3649,0.3649
1193,300,350,100,fairness_sent,0.3709,0.3709
1194,300,350,125,fairness_sent,0.391,0.391
1195,300,350,150,fairness_sent,0.3891,0.3891
1196,300,350,175,fairness_sent,0.3885,0.3885
1197,300,350,200,fairness_sent,0.3957,0.3957
1198,300,350,225,fairness_sent,0.3979,0.3979
1199,300,350,250,fairness_sent,0.3953,0.3953
1200,300,350,275,fairness_sent,0.4118,0.4118
1201,300,350,300,fairness_sent,0.4202,0.4202
1202,300,375,25,fairness_sent,0.1187,0.1187
1203,300,375,50,fairness_sent,-0.1493,0.1493
1204,300,375,75,fairness_sent,0.3667,0.3667
1205,300,375,100,fairness_sent,0.3749,0.3749
1206,300,375,125,fairness_sent,0.3787,0.3787
1207,300,375,150,fairness_sent,0.3723,0.3723
1208,300,375,175,fairness_sent,0.3826,0.3826
1209,300,375,200,fairness_sent,0.3926,0.3926
1210,300,375,225,fairness_sent,0.3916,0.3916
1211,300,375,250,fairness_sent,0.3907,0.3907
1212,300,375,275,fairness_sent,0.4024,0.4024
1213,300,375,300,fairness_sent,0.4002,0.4002
1214,300,400,25,fairness_sent,-0.1736,0.1736
1215,300,400,50,fairness_sent,-0.1793,0.1793
1216,300,400,75,fairness_sent,0.3662,0.3662
1217,300,400,100,fairness_sent,0.3669,0.3669
1218,300,400,125,fairness_sent,0.3873,0.3873
1219,300,400,150,fairness_sent,0.3634,0.3634
1220,300,400,175,fairness_sent,0.3748,0.3748
1221,300,400,200,fairness_sent,0.3757,0.3757
1222,300,400,225,fairness_sent,0.3737,0.3737
1223,300,400,250,fairness_sent,0.3741,0.3741
1224,300,400,275,fairness_sent,0.3721,0.3721
1225,300,400,300,fairness_sent,0.3825,0.3825
1226,300,425,25,fairness_sent,0.1727,0.1727
1227,300,425,50,fairness_sent,-0.2262,0.2262
1228,300,425,75,fairness_sent,0.3828,0.3828
1229,300,425,100,fairness_sent,0.3785,0.3785
1230,300,425,125,fairness_sent,0.3961,0.3961
1231,300,425,150,fairness_sent,0.3686,0.3686
1232,300,425,175,fairness_sent,0.3865,0.3865
1233,300,425,200,fairness_sent,0.3857,0.3857
1234,300,425,225,fairness_sent,0.3822,0.3822
1235,300,425,250,fairness_sent,0.3831,0.3831
1236,300,425,275,fairness_sent,0.3792,0.3792
1237,300,425,300,fairness_sent,0.3861,0.3861
1238,300,450,25,fairness_sent,-0.1392,0.1392
1239,300,450,50,fairness_sent,-0.3888,0.3888
1240,300,450,75,fairness_sent,0.4015,0.4015
1241,300,450,100,fairness_sent,0.3837,0.3837
1242,300,450,125,fairness_sent,0.3967,0.3967
1243,300,450,150,fairness_sent,0.3602,0.3602
1244,300,450,175,fairness_sent,0.3523,0.3523
1245,300,450,200,fairness_sent,0.3656,0.3656
1246,300,450,225,fairness_sent,0.3675,0.3675
1247,300,450,250,fairness_sent,0.3829,0.3829
1248,300,450,275,fairness_sent,0.3711,0.3711
1249,300,450,300,fairness_sent,0.3663,0.3663
1250,300,475,25,fairness_sent,-0.158,0.158
1251,300,475,50,fairness_sent,-0.3934,0.3934
1252,300,475,75,fairness_sent,0.4053,0.4053
1253,300,475,100,fairness_sent,0.393,0.393
1254,300,475,125,fairness_sent,0.3965,0.3965
1255,300,475,150,fairness_sent,0.3692,0.3692
1256,300,475,175,fairness_sent,0.3579,0.3579
1257,300,475,200,fairness_sent,0.3586,0.3586
1258,300,475,225,fairness_sent,0.3625,0.3625
1259,300,475,250,fairness_sent,0.3746,0.3746
1260,300,475,275,fairness_sent,0.3643,0.3643
1261,300,475,300,fairness_sent,0.359,0.359
1262,300,500,25,fairness_sent,-0.158,0.158
1263,300,500,50,fairness_sent,0.2684,0.2684
1264,300,500,75,fairness_sent,0.3937,0.3937
1265,300,500,100,fairness_sent,0.3894,0.3894
1266,300,500,125,fairness_sent,0.4103,0.4103
1267,300,500,150,fairness_sent,0.3945,0.3945
1268,300,500,175,fairness_sent,0.3668,0.3668
1269,300,500,200,fairness_sent,0.3667,0.3667
1270,300,500,225,fairness_sent,0.3709,0.3709
1271,300,500,250,fairness_sent,0.378,0.378
1272,300,500,275,fairness_sent,0.3648,0.3648
1273,300,500,300,fairness_sent,0.3623,0.3623
1274,325,25,25,fairness_sent,-0.154,0.154
1275,325,50,25,fairness_sent,0.3672,0.3672
1276,325,50,50,fairness_sent,-0.1623,0.1623
1277,325,75,25,fairness_sent,-0.3732,0.3732
1278,325,75,50,fairness_sent,0.416,0.416
1279,325,75,75,fairness_sent,-0.2494,0.2494
1280,325,100,25,fairness_sent,-0.3563,0.3563
1281,325,100,50,fairness_sent,-0.4265,0.4265
1282,325,100,75,fairness_sent,-0.4172,0.4172
1283,325,100,100,fairness_sent,-0.2775,0.2775
1284,325,125,25,fairness_sent,0.2861,0.2861
1285,325,125,50,fairness_sent,-0.4135,0.4135
1286,325,125,75,fairness_sent,-0.4116,0.4116
1287,325,125,100,fairness_sent,-0.4183,0.4183
1288,325,125,125,fairness_sent,-0.2761,0.2761
1289,325,150,25,fairness_sent,0.2502,0.2502
1290,325,150,50,fairness_sent,0.4069,0.4069
1291,325,150,75,fairness_sent,-0.4281,0.4281
1292,325,150,100,fairness_sent,-0.4425,0.4425
1293,325,150,125,fairness_sent,-0.4337,0.4337
1294,325,150,150,fairness_sent,-0.2987,0.2987
1295,325,175,25,fairness_sent,0.2652,0.2652
1296,325,175,50,fairness_sent,-0.4115,0.4115
1297,325,175,75,fairness_sent,-0.4514,0.4514
1298,325,175,100,fairness_sent,-0.4481,0.4481
1299,325,175,125,fairness_sent,-0.4297,0.4297
1300,325,175,150,fairness_sent,-0.4257,0.4257
1301,325,175,175,fairness_sent,-0.3455,0.3455
1302,325,200,25,fairness_sent,0.3149,0.3149
1303,325,200,50,fairness_sent,-0.4297,0.4297
1304,325,200,75,fairness_sent,-0.4543,0.4543
1305,325,200,100,fairness_sent,-0.4646,0.4646
1306,325,200,125,fairness_sent,-0.4776,0.4776
1307,325,200,150,fairness_sent,-0.4724,0.4724
1308,325,200,175,fairness_sent,-0.4678,0.4678
1309,325,200,200,fairness_sent,-0.41,0.41
1310,325,225,25,fairness_sent,0.3232,0.3232
1311,325,225,50,fairness_sent,0.3737,0.3737
1312,325,225,75,fairness_sent,-0.423,0.423
1313,325,225,100,fairness_sent,-0.4415,0.4415
1314,325,225,125,fairness_sent,-0.4678,0.4678
1315,325,225,150,fairness_sent,-0.4776,0.4776
1316,325,225,175,fairness_sent,-0.4678,0.4678
1317,325,225,200,fairness_sent,-0.4762,0.4762
1318,325,225,225,fairness_sent,-0.4118,0.4118
1319,325,250,25,fairness_sent,0.3329,0.3329
1320,325,250,50,fairness_sent,-0.3939,0.3939
1321,325,250,75,fairness_sent,-0.4288,0.4288
1322,325,250,100,fairness_sent,-0.4359,0.4359
1323,325,250,125,fairness_sent,-0.4468,0.4468
1324,325,250,150,fairness_sent,-0.4699,0.4699
1325,325,250,175,fairness_sent,0.4739,0.4739
1326,325,250,200,fairness_sent,-0.4781,0.4781
1327,325,250,225,fairness_sent,-0.4879,0.4879
1328,325,250,250,fairness_sent,-0.4344,0.4344
1329,325,275,25,fairness_sent,0.1511,0.1511
1330,325,275,50,fairness_sent,0.4189,0.4189
1331,325,275,75,fairness_sent,0.3943,0.3943
1332,325,275,100,fairness_sent,-0.4233,0.4233
1333,325,275,125,fairness_sent,-0.4426,0.4426
1334,325,275,150,fairness_sent,-0.4587,0.4587
1335,325,275,175,fairness_sent,0.4719,0.4719
1336,325,275,200,fairness_sent,-0.4741,0.4741
1337,325,275,225,fairness_sent,-0.4789,0.4789
1338,325,275,250,fairness_sent,-0.484,0.484
1339,325,275,275,fairness_sent,-0.4006,0.4006
1340,325,300,25,fairness_sent,0.1565,0.1565
1341,325,300,50,fairness_sent,0.2771,0.2771
1342,325,300,75,fairness_sent,-0.3568,0.3568
1343,325,300,100,fairness_sent,-0.4251,0.4251
1344,325,300,125,fairness_sent,-0.4315,0.4315
1345,325,300,150,fairness_sent,-0.4408,0.4408
1346,325,300,175,fairness_sent,0.4557,0.4557
1347,325,300,200,fairness_sent,-0.451,0.451
1348,325,300,225,fairness_sent,-0.4586,0.4586
1349,325,300,250,fairness_sent,-0.473,0.473
1350,325,300,275,fairness_sent,-0.481,0.481
1351,325,300,300,fairness_sent,-0.4124,0.4124
1352,325,325,25,fairness_sent,-0.163,0.163
1353,325,325,50,fairness_sent,0.2018,0.2018
1354,325,325,75,fairness_sent,0.371,0.371
1355,325,325,100,fairness_sent,-0.388,0.388
1356,325,325,125,fairness_sent,-0.4116,0.4116
1357,325,325,150,fairness_sent,-0.409,0.409
1358,325,325,175,fairness_sent,0.4211,0.4211
1359,325,325,200,fairness_sent,-0.4383,0.4383
1360,325,325,225,fairness_sent,-0.452,0.452
1361,325,325,250,fairness_sent,-0.456,0.456
1362,325,325,275,fairness_sent,-0.4739,0.4739
1363,325,325,300,fairness_sent,-0.4803,0.4803
1364,325,325,325,fairness_sent,-0.4334,0.4334
1365,325,350,25,fairness_sent,-0.1376,0.1376
1366,325,350,50,fairness_sent,0.1719,0.1719
1367,325,350,75,fairness_sent,0.3819,0.3819
1368,325,350,100,fairness_sent,0.4015,0.4015
1369,325,350,125,fairness_sent,0.3964,0.3964
1370,325,350,150,fairness_sent,-0.4047,0.4047
1371,325,350,175,fairness_sent,0.4118,0.4118
1372,325,350,200,fairness_sent,0.4063,0.4063
1373,325,350,225,fairness_sent,0.4088,0.4088
1374,325,350,250,fairness_sent,0.4214,0.4214
1375,325,350,275,fairness_sent,0.4327,0.4327
1376,325,350,300,fairness_sent,0.45,0.45
1377,325,350,325,fairness_sent,0.4632,0.4632
1378,325,375,25,fairness_sent,0.1187,0.1187
1379,325,375,50,fairness_sent,-0.1323,0.1323
1380,325,375,75,fairness_sent,0.3691,0.3691
1381,325,375,100,fairness_sent,0.3865,0.3865
1382,325,375,125,fairness_sent,0.3955,0.3955
1383,325,375,150,fairness_sent,0.3853,0.3853
1384,325,375,175,fairness_sent,0.4113,0.4113
1385,325,375,200,fairness_sent,0.3968,0.3968
1386,325,375,225,fairness_sent,0.404,0.404
1387,325,375,250,fairness_sent,-0.4154,0.4154
1388,325,375,275,fairness_sent,-0.4215,0.4215
1389,325,375,300,fairness_sent,0.4352,0.4352
1390,325,375,325,fairness_sent,0.441,0.441
1391,325,400,25,fairness_sent,-0.1736,0.1736
1392,325,400,50,fairness_sent,-0.1824,0.1824
1393,325,400,75,fairness_sent,0.3908,0.3908
1394,325,400,100,fairness_sent,0.3819,0.3819
1395,325,400,125,fairness_sent,0.4111,0.4111
1396,325,400,150,fairness_sent,0.3922,0.3922
1397,325,400,175,fairness_sent,0.3885,0.3885
1398,325,400,200,fairness_sent,0.3872,0.3872
1399,325,400,225,fairness_sent,0.3813,0.3813
1400,325,400,250,fairness_sent,0.3848,0.3848
1401,325,400,275,fairness_sent,0.3896,0.3896
1402,325,400,300,fairness_sent,0.4076,0.4076
1403,325,400,325,fairness_sent,0.4104,0.4104
1404,325,425,25,fairness_sent,0.1727,0.1727
1405,325,425,50,fairness_sent,-0.2372,0.2372
1406,325,425,75,fairness_sent,0.4006,0.4006
1407,325,425,100,fairness_sent,0.3807,0.3807
1408,325,425,125,fairness_sent,0.4155,0.4155
1409,325,425,150,fairness_sent,0.3984,0.3984
1410,325,425,175,fairness_sent,0.3793,0.3793
1411,325,425,200,fairness_sent,0.391,0.391
1412,325,425,225,fairness_sent,0.3862,0.3862
1413,325,425,250,fairness_sent,0.3931,0.3931
1414,325,425,275,fairness_sent,0.3965,0.3965
1415,325,425,300,fairness_sent,0.4009,0.4009
1416,325,425,325,fairness_sent,0.4037,0.4037
1417,325,450,25,fairness_sent,-0.1392,0.1392
1418,325,450,50,fairness_sent,-0.3684,0.3684
1419,325,450,75,fairness_sent,0.3821,0.3821
1420,325,450,100,fairness_sent,0.393,0.393
1421,325,450,125,fairness_sent,0.4086,0.4086
1422,325,450,150,fairness_sent,0.3902,0.3902
1423,325,450,175,fairness_sent,0.3651,0.3651
1424,325,450,200,fairness_sent,0.3648,0.3648
1425,325,450,225,fairness_sent,0.3741,0.3741
1426,325,450,250,fairness_sent,0.3749,0.3749
1427,325,450,275,fairness_sent,0.3783,0.3783
1428,325,450,300,fairness_sent,0.3895,0.3895
1429,325,450,325,fairness_sent,0.3875,0.3875
1430,325,475,25,fairness_sent,-0.158,0.158
1431,325,475,50,fairness_sent,-0.3444,0.3444
1432,325,475,75,fairness_sent,0.3714,0.3714
1433,325,475,100,fairness_sent,0.4003,0.4003
1434,325,475,125,fairness_sent,0.4022,0.4022
1435,325,475,150,fairness_sent,0.3848,0.3848
1436,325,475,175,fairness_sent,0.3604,0.3604
1437,325,475,200,fairness_sent,0.377,0.377
1438,325,475,225,fairness_sent,0.379,0.379
1439,325,475,250,fairness_sent,0.3704,0.3704
1440,325,475,275,fairness_sent,0.3753,0.3753
1441,325,475,300,fairness_sent,0.3787,0.3787
1442,325,475,325,fairness_sent,0.3776,0.3776
1443,325,500,25,fairness_sent,-0.158,0.158
1444,325,500,50,fairness_sent,0.2679,0.2679
1445,325,500,75,fairness_sent,0.3269,0.3269
1446,325,500,100,fairness_sent,0.3979,0.3979
1447,325,500,125,fairness_sent,0.3929,0.3929
1448,325,500,150,fairness_sent,0.3908,0.3908
1449,325,500,175,fairness_sent,0.3716,0.3716
1450,325,500,200,fairness_sent,0.3683,0.3683
1451,325,500,225,fairness_sent,0.3824,0.3824
1452,325,500,250,fairness_sent,0.3698,0.3698
1453,325,500,275,fairness_sent,0.3828,0.3828
1454,325,500,300,fairness_sent,0.3796,0.3796
1455,325,500,325,fairness_sent,0.381,0.381
1456,350,25,25,fairness_sent,-0.1611,0.1611
1457,350,50,25,fairness_sent,0.3684,0.3684
1458,350,50,50,fairness_sent,-0.1649,0.1649
1459,350,75,25,fairness_sent,-0.3743,0.3743
1460,350,75,50,fairness_sent,0.4118,0.4118
1461,350,75,75,fairness_sent,-0.2487,0.2487
1462,350,100,25,fairness_sent,-0.345,0.345
1463,350,100,50,fairness_sent,-0.4246,0.4246
1464,350,100,75,fairness_sent,-0.4096,0.4096
1465,350,100,100,fairness_sent,-0.2731,0.2731
1466,350,125,25,fairness_sent,0.2978,0.2978
1467,350,125,50,fairness_sent,-0.4051,0.4051
1468,350,125,75,fairness_sent,-0.4072,0.4072
1469,350,125,100,fairness_sent,-0.4106,0.4106
1470,350,125,125,fairness_sent,-0.2703,0.2703
1471,350,150,25,fairness_sent,0.2302,0.2302
1472,350,150,50,fairness_sent,0.3946,0.3946
1473,350,150,75,fairness_sent,-0.4206,0.4206
1474,350,150,100,fairness_sent,-0.4407,0.4407
1475,350,150,125,fairness_sent,-0.4306,0.4306
1476,350,150,150,fairness_sent,-0.304,0.304
1477,350,175,25,fairness_sent,0.2317,0.2317
1478,350,175,50,fairness_sent,0.3883,0.3883
1479,350,175,75,fairness_sent,-0.442,0.442
1480,350,175,100,fairness_sent,-0.4354,0.4354
1481,350,175,125,fairness_sent,-0.4117,0.4117
1482,350,175,150,fairness_sent,-0.4118,0.4118
1483,350,175,175,fairness_sent,-0.3239,0.3239
1484,350,200,25,fairness_sent,-0.3174,0.3174
1485,350,200,50,fairness_sent,-0.4159,0.4159
1486,350,200,75,fairness_sent,-0.4609,0.4609
1487,350,200,100,fairness_sent,-0.4602,0.4602
1488,350,200,125,fairness_sent,-0.4765,0.4765
1489,350,200,150,fairness_sent,-0.4602,0.4602
1490,350,200,175,fairness_sent,-0.4573,0.4573
1491,350,200,200,fairness_sent,-0.3983,0.3983
1492,350,225,25,fairness_sent,0.3388,0.3388
1493,350,225,50,fairness_sent,0.3687,0.3687
1494,350,225,75,fairness_sent,0.4171,0.4171
1495,350,225,100,fairness_sent,-0.4512,0.4512
1496,350,225,125,fairness_sent,-0.4707,0.4707
1497,350,225,150,fairness_sent,-0.4752,0.4752
1498,350,225,175,fairness_sent,-0.4704,0.4704
1499,350,225,200,fairness_sent,-0.4667,0.4667
1500,350,225,225,fairness_sent,-0.4034,0.4034
1501,350,250,25,fairness_sent,0.2703,0.2703
1502,350,250,50,fairness_sent,-0.4024,0.4024
1503,350,250,75,fairness_sent,-0.4295,0.4295
1504,350,250,100,fairness_sent,-0.4488,0.4488
1505,350,250,125,fairness_sent,-0.448,0.448
1506,350,250,150,fairness_sent,-0.4677,0.4677
1507,350,250,175,fairness_sent,-0.4688,0.4688
1508,350,250,200,fairness_sent,-0.4673,0.4673
1509,350,250,225,fairness_sent,-0.4778,0.4778
1510,350,250,250,fairness_sent,-0.4248,0.4248
1511,350,275,25,fairness_sent,0.1593,0.1593
1512,350,275,50,fairness_sent,0.3962,0.3962
1513,350,275,75,fairness_sent,0.4072,0.4072
1514,350,275,100,fairness_sent,0.4301,0.4301
1515,350,275,125,fairness_sent,-0.4534,0.4534
1516,350,275,150,fairness_sent,-0.4643,0.4643
1517,350,275,175,fairness_sent,0.4742,0.4742
1518,350,275,200,fairness_sent,-0.4697,0.4697
1519,350,275,225,fairness_sent,-0.4704,0.4704
1520,350,275,250,fairness_sent,-0.4726,0.4726
1521,350,275,275,fairness_sent,-0.4273,0.4273
1522,350,300,25,fairness_sent,0.1455,0.1455
1523,350,300,50,fairness_sent,0.2036,0.2036
1524,350,300,75,fairness_sent,0.3761,0.3761
1525,350,300,100,fairness_sent,-0.4232,0.4232
1526,350,300,125,fairness_sent,-0.4381,0.4381
1527,350,300,150,fairness_sent,-0.4511,0.4511
1528,350,300,175,fairness_sent,0.4627,0.4627
1529,350,300,200,fairness_sent,0.4646,0.4646
1530,350,300,225,fairness_sent,-0.4651,0.4651
1531,350,300,250,fairness_sent,-0.4714,0.4714
1532,350,300,275,fairness_sent,-0.4786,0.4786
1533,350,300,300,fairness_sent,-0.432,0.432
1534,350,325,25,fairness_sent,-0.1233,0.1233
1535,350,325,50,fairness_sent,0.2385,0.2385
1536,350,325,75,fairness_sent,0.3653,0.3653
1537,350,325,100,fairness_sent,-0.4183,0.4183
1538,350,325,125,fairness_sent,-0.4203,0.4203
1539,350,325,150,fairness_sent,-0.4356,0.4356
1540,350,325,175,fairness_sent,-0.4377,0.4377
1541,350,325,200,fairness_sent,0.449,0.449
1542,350,325,225,fairness_sent,-0.4551,0.4551
1543,350,325,250,fairness_sent,-0.4707,0.4707
1544,350,325,275,fairness_sent,-0.4815,0.4815
1545,350,325,300,fairness_sent,-0.4781,0.4781
1546,350,325,325,fairness_sent,-0.423,0.423
1547,350,350,25,fairness_sent,0.1423,0.1423
1548,350,350,50,fairness_sent,-0.0023,0.0023
1549,350,350,75,fairness_sent,0.3922,0.3922
1550,350,350,100,fairness_sent,0.4098,0.4098
1551,350,350,125,fairness_sent,-0.4219,0.4219
1552,350,350,150,fairness_sent,0.4188,0.4188
1553,350,350,175,fairness_sent,-0.4321,0.4321
1554,350,350,200,fairness_sent,0.4296,0.4296
1555,350,350,225,fairness_sent,-0.4369,0.4369
1556,350,350,250,fairness_sent,-0.4486,0.4486
1557,350,350,275,fairness_sent,-0.4588,0.4588
1558,350,350,300,fairness_sent,-0.4699,0.4699
1559,350,350,325,fairness_sent,-0.4789,0.4789
1560,350,350,350,fairness_sent,0.4394,0.4394
1561,350,375,25,fairness_sent,-0.1115,0.1115
1562,350,375,50,fairness_sent,0.098,0.098
1563,350,375,75,fairness_sent,0.4004,0.4004
1564,350,375,100,fairness_sent,0.4013,0.4013
1565,350,375,125,fairness_sent,0.4105,0.4105
1566,350,375,150,fairness_sent,0.4101,0.4101
1567,350,375,175,fairness_sent,-0.4045,0.4045
1568,350,375,200,fairness_sent,0.4053,0.4053
1569,350,375,225,fairness_sent,0.4227,0.4227
1570,350,375,250,fairness_sent,-0.4245,0.4245
1571,350,375,275,fairness_sent,-0.4475,0.4475
1572,350,375,300,fairness_sent,-0.458,0.458
1573,350,375,325,fairness_sent,-0.4582,0.4582
1574,350,375,350,fairness_sent,0.4679,0.4679
1575,350,400,25,fairness_sent,-0.1699,0.1699
1576,350,400,50,fairness_sent,-0.204,0.204
1577,350,400,75,fairness_sent,0.3501,0.3501
1578,350,400,100,fairness_sent,0.371,0.371
1579,350,400,125,fairness_sent,0.4165,0.4165
1580,350,400,150,fairness_sent,-0.4215,0.4215
1581,350,400,175,fairness_sent,-0.4045,0.4045
1582,350,400,200,fairness_sent,0.4026,0.4026
1583,350,400,225,fairness_sent,0.3852,0.3852
1584,350,400,250,fairness_sent,0.3941,0.3941
1585,350,400,275,fairness_sent,0.4199,0.4199
1586,350,400,300,fairness_sent,0.4253,0.4253
1587,350,400,325,fairness_sent,0.4488,0.4488
1588,350,400,350,fairness_sent,0.4395,0.4395
1589,350,425,25,fairness_sent,-0.1746,0.1746
1590,350,425,50,fairness_sent,-0.2625,0.2625
1591,350,425,75,fairness_sent,0.3659,0.3659
1592,350,425,100,fairness_sent,0.3811,0.3811
1593,350,425,125,fairness_sent,0.4082,0.4082
1594,350,425,150,fairness_sent,0.4167,0.4167
1595,350,425,175,fairness_sent,0.3982,0.3982
1596,350,425,200,fairness_sent,0.4052,0.4052
1597,350,425,225,fairness_sent,0.398,0.398
1598,350,425,250,fairness_sent,0.4026,0.4026
1599,350,425,275,fairness_sent,0.4117,0.4117
1600,350,425,300,fairness_sent,0.4292,0.4292
1601,350,425,325,fairness_sent,0.4439,0.4439
1602,350,425,350,fairness_sent,0.4414,0.4414
1603,350,450,25,fairness_sent,-0.1716,0.1716
1604,350,450,50,fairness_sent,-0.282,0.282
1605,350,450,75,fairness_sent,-0.3365,0.3365
1606,350,450,100,fairness_sent,-0.3969,0.3969
1607,350,450,125,fairness_sent,0.4055,0.4055
1608,350,450,150,fairness_sent,-0.4072,0.4072
1609,350,450,175,fairness_sent,0.3772,0.3772
1610,350,450,200,fairness_sent,0.3778,0.3778
1611,350,450,225,fairness_sent,0.3862,0.3862
1612,350,450,250,fairness_sent,0.3832,0.3832
1613,350,450,275,fairness_sent,0.3947,0.3947
1614,350,450,300,fairness_sent,0.4085,0.4085
1615,350,450,325,fairness_sent,0.4165,0.4165
1616,350,450,350,fairness_sent,0.4179,0.4179
1617,350,475,25,fairness_sent,0.1532,0.1532
1618,350,475,50,fairness_sent,-0.2818,0.2818
1619,350,475,75,fairness_sent,-0.3263,0.3263
1620,350,475,100,fairness_sent,-0.389,0.389
1621,350,475,125,fairness_sent,0.4064,0.4064
1622,350,475,150,fairness_sent,0.4156,0.4156
1623,350,475,175,fairness_sent,0.3831,0.3831
1624,350,475,200,fairness_sent,0.3678,0.3678
1625,350,475,225,fairness_sent,0.3761,0.3761
1626,350,475,250,fairness_sent,0.3729,0.3729
1627,350,475,275,fairness_sent,0.3943,0.3943
1628,350,475,300,fairness_sent,0.3992,0.3992
1629,350,475,325,fairness_sent,0.4044,0.4044
1630,350,475,350,fairness_sent,0.4035,0.4035
1631,350,500,25,fairness_sent,0.1532,0.1532
1632,350,500,50,fairness_sent,0.2214,0.2214
1633,350,500,75,fairness_sent,-0.3422,0.3422
1634,350,500,100,fairness_sent,-0.4018,0.4018
1635,350,500,125,fairness_sent,0.3901,0.3901
1636,350,500,150,fairness_sent,0.4198,0.4198
1637,350,500,175,fairness_sent,0.3896,0.3896
1638,350,500,200,fairness_sent,0.3812,0.3812
