,h,l,n,fairness_sent,cor,cor_abs
554,200,250,175,fairness_sent,0.4577,0.4577
555,200,250,200,fairness_sent,0.4553,0.4553
556,200,275,25,fairness_sent,0.3435,0.3435
557,200,275,50,fairness_sent,0.3644,0.3644
558,200,275,75,fairness_sent,0.4074,0.4074
559,200,275,100,fairness_sent,0.4215,0.4215
560,200,275,125,fairness_sent,0.444,0.444
561,200,275,150,fairness_sent,0.433,0.433
562,200,275,175,fairness_sent,0.4212,0.4212
563,200,275,200,fairness_sent,0.417,0.417
564,200,300,25,fairness_sent,0.1068,0.1068
565,200,300,50,fairness_sent,0.3748,0.3748
566,200,300,75,fairness_sent,0.4019,0.4019
567,200,300,100,fairness_sent,0.3987,0.3987
568,200,300,125,fairness_sent,0.4004,0.4004
569,200,300,150,fairness_sent,0.4035,0.4035
570,200,300,175,fairness_sent,0.4033,0.4033
571,200,300,200,fairness_sent,0.405,0.405
572,200,325,25,fairness_sent,0.1507,0.1507
573,200,325,50,fairness_sent,0.3802,0.3802
574,200,325,75,fairness_sent,0.3924,0.3924
575,200,325,100,fairness_sent,0.3753,0.3753
576,200,325,125,fairness_sent,0.3759,0.3759
577,200,325,150,fairness_sent,0.3708,0.3708
578,200,325,175,fairness_sent,0.378,0.378
579,200,325,200,fairness_sent,0.3846,0.3846
580,200,350,25,fairness_sent,-0.28,0.28
581,200,350,50,fairness_sent,0.3675,0.3675
582,200,350,75,fairness_sent,0.3958,0.3958
583,200,350,100,fairness_sent,0.3865,0.3865
584,200,350,125,fairness_sent,0.385,0.385
585,200,350,150,fairness_sent,0.3759,0.3759
586,200,350,175,fairness_sent,0.3756,0.3756
587,200,350,200,fairness_sent,0.3716,0.3716
588,200,375,25,fairness_sent,-0.1807,0.1807
589,200,375,50,fairness_sent,0.3633,0.3633
590,200,375,75,fairness_sent,0.3867,0.3867
591,200,375,100,fairness_sent,0.371,0.371
592,200,375,125,fairness_sent,0.3591,0.3591
593,200,375,150,fairness_sent,0.3596,0.3596
594,200,375,175,fairness_sent,0.3636,0.3636
595,200,375,200,fairness_sent,0.3581,0.3581
596,200,400,25,fairness_sent,0.0011,0.0011
597,200,400,50,fairness_sent,0.3407,0.3407
598,200,400,75,fairness_sent,0.3756,0.3756
599,200,400,100,fairness_sent,0.3788,0.3788
600,200,400,125,fairness_sent,0.3547,0.3547
601,200,400,150,fairness_sent,0.3551,0.3551
602,200,400,175,fairness_sent,0.3611,0.3611
603,200,400,200,fairness_sent,0.3416,0.3416
604,200,425,25,fairness_sent,-0.0109,0.0109
605,200,425,50,fairness_sent,0.3461,0.3461
606,200,425,75,fairness_sent,0.3704,0.3704
607,200,425,100,fairness_sent,0.3786,0.3786
608,200,425,125,fairness_sent,0.3598,0.3598
609,200,425,150,fairness_sent,0.3608,0.3608
610,200,425,175,fairness_sent,0.3582,0.3582
611,200,425,200,fairness_sent,0.3433,0.3433
612,200,450,25,fairness_sent,-0.0382,0.0382
613,200,450,50,fairness_sent,0.3696,0.3696
614,200,450,75,fairness_sent,0.3598,0.3598
615,200,450,100,fairness_sent,0.3658,0.3658
616,200,450,125,fairness_sent,0.3391,0.3391
617,200,450,150,fairness_sent,0.3449,0.3449
618,200,450,175,fairness_sent,0.3397,0.3397
619,200,450,200,fairness_sent,0.325,0.325
620,200,475,25,fairness_sent,0.0099,0.0099
621,200,475,50,fairness_sent,0.3805,0.3805
622,200,475,75,fairness_sent,0.3527,0.3527
623,200,475,100,fairness_sent,0.3724,0.3724
624,200,475,125,fairness_sent,0.3424,0.3424
625,200,475,150,fairness_sent,0.3282,0.3282
626,200,475,175,fairness_sent,0.3322,0.3322
627,200,475,200,fairness_sent,0.3234,0.3234
628,200,500,25,fairness_sent,0.139,0.139
629,200,500,50,fairness_sent,0.359,0.359
630,200,500,75,fairness_sent,0.3611,0.3611
631,200,500,100,fairness_sent,0.3714,0.3714
632,200,500,125,fairness_sent,0.3335,0.3335
633,200,500,150,fairness_sent,0.3366,0.3366
634,200,500,175,fairness_sent,0.3271,0.3271
635,200,500,200,fairness_sent,0.3244,0.3244
636,225,25,25,fairness_sent,0.1204,0.1204
637,225,50,25,fairness_sent,0.3486,0.3486
638,225,50,50,fairness_sent,-0.181,0.181
639,225,75,25,fairness_sent,0.4058,0.4058
640,225,75,50,fairness_sent,0.399,0.399
641,225,75,75,fairness_sent,-0.2625,0.2625
642,225,100,25,fairness_sent,-0.3932,0.3932
643,225,100,50,fairness_sent,-0.4207,0.4207
644,225,100,75,fairness_sent,0.3996,0.3996
645,225,100,100,fairness_sent,-0.3142,0.3142
646,225,125,25,fairness_sent,-0.3031,0.3031
647,225,125,50,fairness_sent,-0.4265,0.4265
648,225,125,75,fairness_sent,-0.4393,0.4393
649,225,125,100,fairness_sent,0.4286,0.4286
650,225,125,125,fairness_sent,-0.3586,0.3586
651,225,150,25,fairness_sent,0.3097,0.3097
652,225,150,50,fairness_sent,-0.4166,0.4166
653,225,150,75,fairness_sent,-0.4395,0.4395
654,225,150,100,fairness_sent,0.4597,0.4597
655,225,150,125,fairness_sent,-0.4395,0.4395
656,225,150,150,fairness_sent,-0.3529,0.3529
657,225,175,25,fairness_sent,0.2762,0.2762
658,225,175,50,fairness_sent,-0.4161,0.4161
659,225,175,75,fairness_sent,-0.4242,0.4242
660,225,175,100,fairness_sent,-0.4578,0.4578
661,225,175,125,fairness_sent,-0.4616,0.4616
662,225,175,150,fairness_sent,-0.4513,0.4513
663,225,175,175,fairness_sent,-0.3903,0.3903
664,225,200,25,fairness_sent,-0.3418,0.3418
665,225,200,50,fairness_sent,-0.3951,0.3951
666,225,200,75,fairness_sent,-0.4356,0.4356
667,225,200,100,fairness_sent,0.4694,0.4694
668,225,200,125,fairness_sent,0.4808,0.4808
669,225,200,150,fairness_sent,-0.4785,0.4785
670,225,200,175,fairness_sent,-0.4753,0.4753
671,225,200,200,fairness_sent,-0.4248,0.4248
672,225,225,25,fairness_sent,0.2854,0.2854
673,225,225,50,fairness_sent,0.3601,0.3601
674,225,225,75,fairness_sent,-0.4249,0.4249
675,225,225,100,fairness_sent,0.4415,0.4415
676,225,225,125,fairness_sent,0.4787,0.4787
677,225,225,150,fairness_sent,0.4825,0.4825
678,225,225,175,fairness_sent,-0.4809,0.4809
679,225,225,200,fairness_sent,-0.4719,0.4719
680,225,225,225,fairness_sent,0.4124,0.4124
681,225,250,25,fairness_sent,-0.2792,0.2792
682,225,250,50,fairness_sent,0.3692,0.3692
683,225,250,75,fairness_sent,-0.4099,0.4099
684,225,250,100,fairness_sent,0.417,0.417
685,225,250,125,fairness_sent,0.4695,0.4695
686,225,250,150,fairness_sent,0.4714,0.4714
687,225,250,175,fairness_sent,0.4798,0.4798
688,225,250,200,fairness_sent,0.4816,0.4816
689,225,250,225,fairness_sent,0.4751,0.4751
690,225,275,25,fairness_sent,0.2933,0.2933
691,225,275,50,fairness_sent,0.3759,0.3759
692,225,275,75,fairness_sent,0.4055,0.4055
693,225,275,100,fairness_sent,0.4101,0.4101
694,225,275,125,fairness_sent,0.4458,0.4458
695,225,275,150,fairness_sent,0.4559,0.4559
696,225,275,175,fairness_sent,0.4597,0.4597
697,225,275,200,fairness_sent,0.4637,0.4637
698,225,275,225,fairness_sent,0.4564,0.4564
699,225,300,25,fairness_sent,0.2617,0.2617
700,225,300,50,fairness_sent,0.3805,0.3805
701,225,300,75,fairness_sent,0.3808,0.3808
702,225,300,100,fairness_sent,0.4074,0.4074
703,225,300,125,fairness_sent,0.4164,0.4164
704,225,300,150,fairness_sent,0.429,0.429
705,225,300,175,fairness_sent,0.4473,0.4473
706,225,300,200,fairness_sent,0.4397,0.4397
707,225,300,225,fairness_sent,0.444,0.444
708,225,325,25,fairness_sent,0.2619,0.2619
709,225,325,50,fairness_sent,0.3663,0.3663
710,225,325,75,fairness_sent,0.3732,0.3732
711,225,325,100,fairness_sent,0.389,0.389
712,225,325,125,fairness_sent,0.4031,0.4031
713,225,325,150,fairness_sent,0.4082,0.4082
714,225,325,175,fairness_sent,0.4128,0.4128
715,225,325,200,fairness_sent,0.4132,0.4132
716,225,325,225,fairness_sent,0.4147,0.4147
717,225,350,25,fairness_sent,0.043,0.043
718,225,350,50,fairness_sent,0.3687,0.3687
719,225,350,75,fairness_sent,0.3866,0.3866
720,225,350,100,fairness_sent,0.3967,0.3967
721,225,350,125,fairness_sent,0.3951,0.3951
722,225,350,150,fairness_sent,0.4025,0.4025
723,225,350,175,fairness_sent,0.4091,0.4091
724,225,350,200,fairness_sent,0.4135,0.4135
725,225,350,225,fairness_sent,0.3889,0.3889
726,225,375,25,fairness_sent,0.1329,0.1329
727,225,375,50,fairness_sent,0.3611,0.3611
728,225,375,75,fairness_sent,0.3719,0.3719
729,225,375,100,fairness_sent,0.386,0.386
730,225,375,125,fairness_sent,0.3484,0.3484
731,225,375,150,fairness_sent,0.3953,0.3953
732,225,375,175,fairness_sent,0.3897,0.3897
733,225,375,200,fairness_sent,0.3988,0.3988
734,225,375,225,fairness_sent,0.376,0.376
735,225,400,25,fairness_sent,-0.075,0.075
736,225,400,50,fairness_sent,0.3745,0.3745
737,225,400,75,fairness_sent,0.3565,0.3565
738,225,400,100,fairness_sent,0.3996,0.3996
739,225,400,125,fairness_sent,0.3463,0.3463
740,225,400,150,fairness_sent,0.3568,0.3568
741,225,400,175,fairness_sent,0.3485,0.3485
742,225,400,200,fairness_sent,0.3537,0.3537
743,225,400,225,fairness_sent,0.3479,0.3479
744,225,425,25,fairness_sent,-0.1492,0.1492
745,225,425,50,fairness_sent,0.3656,0.3656
746,225,425,75,fairness_sent,0.3578,0.3578
747,225,425,100,fairness_sent,0.3951,0.3951
748,225,425,125,fairness_sent,0.3562,0.3562
749,225,425,150,fairness_sent,0.3656,0.3656
750,225,425,175,fairness_sent,0.3626,0.3626
751,225,425,200,fairness_sent,0.3643,0.3643
752,225,425,225,fairness_sent,0.3639,0.3639
753,225,450,25,fairness_sent,-0.1645,0.1645
754,225,450,50,fairness_sent,0.3491,0.3491
755,225,450,75,fairness_sent,0.3832,0.3832
756,225,450,100,fairness_sent,0.4045,0.4045
757,225,450,125,fairness_sent,0.3587,0.3587
758,225,450,150,fairness_sent,0.3481,0.3481
759,225,450,175,fairness_sent,0.3574,0.3574
760,225,450,200,fairness_sent,0.3551,0.3551
761,225,450,225,fairness_sent,0.3426,0.3426
762,225,475,25,fairness_sent,0.1673,0.1673
763,225,475,50,fairness_sent,0.3506,0.3506
764,225,475,75,fairness_sent,0.3881,0.3881
765,225,475,100,fairness_sent,0.4067,0.4067
766,225,475,125,fairness_sent,0.3588,0.3588
767,225,475,150,fairness_sent,0.3432,0.3432
768,225,475,175,fairness_sent,0.3542,0.3542
769,225,475,200,fairness_sent,0.3489,0.3489
770,225,475,225,fairness_sent,0.3412,0.3412
771,225,500,25,fairness_sent,0.1479,0.1479
772,225,500,50,fairness_sent,0.3423,0.3423
773,225,500,75,fairness_sent,0.3819,0.3819
774,225,500,100,fairness_sent,0.4069,0.4069
775,225,500,125,fairness_sent,0.3487,0.3487
776,225,500,150,fairness_sent,0.3482,0.3482
777,225,500,175,fairness_sent,0.3576,0.3576
778,225,500,200,fairness_sent,0.3519,0.3519
779,225,500,225,fairness_sent,0.3449,0.3449
780,250,25,25,fairness_sent,-0.1564,0.1564
781,250,50,25,fairness_sent,0.3396,0.3396
782,250,50,50,fairness_sent,-0.1597,0.1597
783,250,75,25,fairness_sent,0.3965,0.3965
784,250,75,50,fairness_sent,0.3849,0.3849
785,250,75,75,fairness_sent,-0.2452,0.2452
786,250,100,25,fairness_sent,-0.3635,0.3635
787,250,100,50,fairness_sent,-0.4144,0.4144
788,250,100,75,fairness_sent,0.4167,0.4167
789,250,100,100,fairness_sent,-0.2817,0.2817
790,250,125,25,fairness_sent,0.2788,0.2788
791,250,125,50,fairness_sent,-0.42,0.42
792,250,125,75,fairness_sent,-0.4375,0.4375
793,250,125,100,fairness_sent,-0.4292,0.4292
794,250,125,125,fairness_sent,-0.3092,0.3092
795,250,150,25,fairness_sent,0.2727,0.2727
796,250,150,50,fairness_sent,-0.4085,0.4085
797,250,150,75,fairness_sent,-0.4246,0.4246
798,250,150,100,fairness_sent,0.4493,0.4493
799,250,150,125,fairness_sent,0.4347,0.4347
800,250,150,150,fairness_sent,-0.3282,0.3282
801,250,175,25,fairness_sent,0.27,0.27
802,250,175,50,fairness_sent,-0.4007,0.4007
803,250,175,75,fairness_sent,-0.4337,0.4337
804,250,175,100,fairness_sent,-0.4545,0.4545
805,250,175,125,fairness_sent,-0.4561,0.4561
806,250,175,150,fairness_sent,-0.45,0.45
807,250,175,175,fairness_sent,-0.366,0.366
808,250,200,25,fairness_sent,-0.129,0.129
809,250,200,50,fairness_sent,-0.4146,0.4146
810,250,200,75,fairness_sent,0.4506,0.4506
811,250,200,100,fairness_sent,-0.4545,0.4545
812,250,200,125,fairness_sent,0.4737,0.4737
813,250,200,150,fairness_sent,-0.4723,0.4723
814,250,200,175,fairness_sent,-0.4751,0.4751
815,250,200,200,fairness_sent,-0.4293,0.4293
816,250,225,25,fairness_sent,0.3499,0.3499
817,250,225,50,fairness_sent,-0.4086,0.4086
818,250,225,75,fairness_sent,-0.4296,0.4296
819,250,225,100,fairness_sent,-0.4463,0.4463
820,250,225,125,fairness_sent,0.4756,0.4756
821,250,225,150,fairness_sent,0.4783,0.4783
822,250,225,175,fairness_sent,0.4858,0.4858
823,250,225,200,fairness_sent,0.4859,0.4859
824,250,225,225,fairness_sent,-0.4221,0.4221
825,250,250,25,fairness_sent,0.3451,0.3451
826,250,250,50,fairness_sent,-0.4028,0.4028
827,250,250,75,fairness_sent,-0.4271,0.4271
828,250,250,100,fairness_sent,0.449,0.449
829,250,250,125,fairness_sent,0.4623,0.4623
830,250,250,150,fairness_sent,0.4787,0.4787
831,250,250,175,fairness_sent,-0.4821,0.4821
832,250,250,200,fairness_sent,0.4892,0.4892
833,250,250,225,fairness_sent,-0.4825,0.4825
834,250,250,250,fairness_sent,0.4061,0.4061
835,250,275,25,fairness_sent,0.1312,0.1312
836,250,275,50,fairness_sent,0.3911,0.3911
837,250,275,75,fairness_sent,0.4176,0.4176
838,250,275,100,fairness_sent,0.4387,0.4387
839,250,275,125,fairness_sent,0.4536,0.4536
840,250,275,150,fairness_sent,0.4769,0.4769
841,250,275,175,fairness_sent,-0.4715,0.4715
842,250,275,200,fairness_sent,0.4729,0.4729
843,250,275,225,fairness_sent,0.4812,0.4812
844,250,275,250,fairness_sent,0.4781,0.4781
845,250,300,25,fairness_sent,0.206,0.206
846,250,300,50,fairness_sent,0.3835,0.3835
847,250,300,75,fairness_sent,0.3922,0.3922
848,250,300,100,fairness_sent,0.4367,0.4367
849,250,300,125,fairness_sent,0.4195,0.4195
850,250,300,150,fairness_sent,0.4571,0.4571
851,250,300,175,fairness_sent,0.4522,0.4522
852,250,300,200,fairness_sent,-0.4591,0.4591
853,250,300,225,fairness_sent,0.4597,0.4597
854,250,300,250,fairness_sent,0.466,0.466
855,250,325,25,fairness_sent,0.1537,0.1537
856,250,325,50,fairness_sent,0.3792,0.3792
857,250,325,75,fairness_sent,0.3811,0.3811
858,250,325,100,fairness_sent,0.4201,0.4201
859,250,325,125,fairness_sent,0.3875,0.3875
860,250,325,150,fairness_sent,0.4145,0.4145
861,250,325,175,fairness_sent,0.4219,0.4219
862,250,325,200,fairness_sent,-0.4286,0.4286
863,250,325,225,fairness_sent,0.4326,0.4326
864,250,325,250,fairness_sent,0.4243,0.4243
865,250,350,25,fairness_sent,-0.1126,0.1126
866,250,350,50,fairness_sent,0.392,0.392
867,250,350,75,fairness_sent,0.3778,0.3778
868,250,350,100,fairness_sent,0.4044,0.4044
869,250,350,125,fairness_sent,0.3904,0.3904
870,250,350,150,fairness_sent,0.411,0.411
871,250,350,175,fairness_sent,0.411,0.411
872,250,350,200,fairness_sent,0.4236,0.4236
873,250,350,225,fairness_sent,0.422,0.422
874,250,350,250,fairness_sent,0.4114,0.4114
875,250,375,25,fairness_sent,0.1742,0.1742
876,250,375,50,fairness_sent,0.3795,0.3795
877,250,375,75,fairness_sent,0.3729,0.3729
878,250,375,100,fairness_sent,0.4036,0.4036
879,250,375,125,fairness_sent,0.3791,0.3791
880,250,375,150,fairness_sent,0.4085,0.4085
881,250,375,175,fairness_sent,0.3986,0.3986
882,250,375,200,fairness_sent,0.4074,0.4074
883,250,375,225,fairness_sent,0.4134,0.4134
884,250,375,250,fairness_sent,0.406,0.406
885,250,400,25,fairness_sent,0.1,0.1
886,250,400,50,fairness_sent,0.3528,0.3528
887,250,400,75,fairness_sent,0.3981,0.3981
888,250,400,100,fairness_sent,0.4336,0.4336
889,250,400,125,fairness_sent,0.3828,0.3828
890,250,400,150,fairness_sent,0.3956,0.3956
891,250,400,175,fairness_sent,0.392,0.392
892,250,400,200,fairness_sent,0.3839,0.3839
893,250,400,225,fairness_sent,0.3905,0.3905
894,250,400,250,fairness_sent,0.3839,0.3839
895,250,425,25,fairness_sent,0.1,0.1
896,250,425,50,fairness_sent,0.354,0.354
897,250,425,75,fairness_sent,0.4009,0.4009
898,250,425,100,fairness_sent,0.4314,0.4314
899,250,425,125,fairness_sent,0.3939,0.3939
900,250,425,150,fairness_sent,0.3916,0.3916
901,250,425,175,fairness_sent,0.3995,0.3995
902,250,425,200,fairness_sent,0.3887,0.3887
903,250,425,225,fairness_sent,0.3897,0.3897
904,250,425,250,fairness_sent,0.3823,0.3823
905,250,450,25,fairness_sent,-0.0731,0.0731
906,250,450,50,fairness_sent,-0.3237,0.3237
907,250,450,75,fairness_sent,0.419,0.419
908,250,450,100,fairness_sent,0.4342,0.4342
909,250,450,125,fairness_sent,0.3886,0.3886
910,250,450,150,fairness_sent,0.3735,0.3735
911,250,450,175,fairness_sent,0.3822,0.3822
912,250,450,200,fairness_sent,0.368,0.368
913,250,450,225,fairness_sent,0.3733,0.3733
914,250,450,250,fairness_sent,0.3586,0.3586
915,250,475,25,fairness_sent,-0.1095,0.1095
916,250,475,50,fairness_sent,-0.3272,0.3272
917,250,475,75,fairness_sent,0.4178,0.4178
918,250,475,100,fairness_sent,0.4238,0.4238
919,250,475,125,fairness_sent,0.417,0.417
920,250,475,150,fairness_sent,0.3735,0.3735
921,250,475,175,fairness_sent,0.3815,0.3815
922,250,475,200,fairness_sent,0.3682,0.3682
923,250,475,225,fairness_sent,0.3769,0.3769
924,250,475,250,fairness_sent,0.3569,0.3569
925,250,500,25,fairness_sent,0.1459,0.1459
926,250,500,50,fairness_sent,0.2899,0.2899
927,250,500,75,fairness_sent,0.4084,0.4084
928,250,500,100,fairness_sent,0.4187,0.4187
929,250,500,125,fairness_sent,0.4083,0.4083
930,250,500,150,fairness_sent,0.3675,0.3675
931,250,500,175,fairness_sent,0.3741,0.3741
932,250,500,200,fairness_sent,0.3667,0.3667
933,250,500,225,fairness_sent,0.3758,0.3758
934,250,500,250,fairness_sent,0.3561,0.3561
935,275,25,25,fairness_sent,-0.1638,0.1638
936,275,50,25,fairness_sent,0.3746,0.3746
937,275,50,50,fairness_sent,-0.1693,0.1693
938,275,75,25,fairness_sent,0.3818,0.3818
939,275,75,50,fairness_sent,0.4118,0.4118
940,275,75,75,fairness_sent,-0.2571,0.2571
941,275,100,25,fairness_sent,-0.3647,0.3647
942,275,100,50,fairness_sent,-0.4307,0.4307
943,275,100,75,fairness_sent,-0.4255,0.4255
944,275,100,100,fairness_sent,-0.3029,0.3029
945,275,125,25,fairness_sent,0.2596,0.2596
946,275,125,50,fairness_sent,-0.4164,0.4164
947,275,125,75,fairness_sent,-0.4398,0.4398
948,275,125,100,fairness_sent,-0.4355,0.4355
949,275,125,125,fairness_sent,-0.3039,0.3039
950,275,150,25,fairness_sent,0.2757,0.2757
951,275,150,50,fairness_sent,-0.3981,0.3981
952,275,150,75,fairness_sent,-0.4289,0.4289
953,275,150,100,fairness_sent,-0.4489,0.4489
954,275,150,125,fairness_sent,-0.4353,0.4353
955,275,150,150,fairness_sent,-0.3124,0.3124
956,275,175,25,fairness_sent,0.23,0.23
957,275,175,50,fairness_sent,0.4064,0.4064
958,275,175,75,fairness_sent,-0.4387,0.4387
959,275,175,100,fairness_sent,-0.4562,0.4562
960,275,175,125,fairness_sent,-0.4554,0.4554
961,275,175,150,fairness_sent,-0.446,0.446
962,275,175,175,fairness_sent,-0.3551,0.3551
963,275,200,25,fairness_sent,0.3218,0.3218
964,275,200,50,fairness_sent,-0.4109,0.4109
965,275,200,75,fairness_sent,-0.4612,0.4612
966,275,200,100,fairness_sent,-0.4501,0.4501
967,275,200,125,fairness_sent,-0.4694,0.4694
968,275,200,150,fairness_sent,-0.4757,0.4757
969,275,200,175,fairness_sent,-0.4754,0.4754
970,275,200,200,fairness_sent,-0.4081,0.4081
971,275,225,25,fairness_sent,0.3448,0.3448
972,275,225,50,fairness_sent,0.3792,0.3792
973,275,225,75,fairness_sent,-0.4107,0.4107
974,275,225,100,fairness_sent,0.4382,0.4382
975,275,225,125,fairness_sent,0.4575,0.4575
976,275,225,150,fairness_sent,0.4689,0.4689
977,275,225,175,fairness_sent,0.4768,0.4768
978,275,225,200,fairness_sent,-0.4796,0.4796
979,275,225,225,fairness_sent,-0.4175,0.4175
980,275,250,25,fairness_sent,0.3425,0.3425
981,275,250,50,fairness_sent,0.3862,0.3862
982,275,250,75,fairness_sent,-0.4114,0.4114
983,275,250,100,fairness_sent,0.429,0.429
984,275,250,125,fairness_sent,0.4434,0.4434
985,275,250,150,fairness_sent,0.4777,0.4777
986,275,250,175,fairness_sent,0.4706,0.4706
987,275,250,200,fairness_sent,0.4786,0.4786
988,275,250,225,fairness_sent,0.488,0.488
989,275,250,250,fairness_sent,-0.4324,0.4324
990,275,275,25,fairness_sent,0.1379,0.1379
991,275,275,50,fairness_sent,0.4013,0.4013
992,275,275,75,fairness_sent,-0.4099,0.4099
993,275,275,100,fairness_sent,0.4316,0.4316
994,275,275,125,fairness_sent,0.4381,0.4381
995,275,275,150,fairness_sent,0.4676,0.4676
996,275,275,175,fairness_sent,0.4594,0.4594
997,275,275,200,fairness_sent,0.4686,0.4686
998,275,275,225,fairness_sent,0.4814,0.4814
999,275,275,250,fairness_sent,-0.4784,0.4784
1000,275,275,275,fairness_sent,0.4012,0.4012
1001,275,300,25,fairness_sent,0.154,0.154
1002,275,300,50,fairness_sent,0.4116,0.4116
1003,275,300,75,fairness_sent,-0.3732,0.3732
1004,275,300,100,fairness_sent,0.4236,0.4236
1005,275,300,125,fairness_sent,0.4125,0.4125
1006,275,300,150,fairness_sent,0.4186,0.4186
1007,275,300,175,fairness_sent,0.4434,0.4434
1008,275,300,200,fairness_sent,-0.4473,0.4473
1009,275,300,225,fairness_sent,-0.4442,0.4442
1010,275,300,250,fairness_sent,-0.4678,0.4678
1011,275,300,275,fairness_sent,0.4687,0.4687
1012,275,325,25,fairness_sent,0.1803,0.1803
1013,275,325,50,fairness_sent,0.3792,0.3792
1014,275,325,75,fairness_sent,-0.3698,0.3698
1015,275,325,100,fairness_sent,0.4076,0.4076
1016,275,325,125,fairness_sent,0.3976,0.3976
1017,275,325,150,fairness_sent,0.402,0.402
1018,275,325,175,fairness_sent,0.4124,0.4124
1019,275,325,200,fairness_sent,0.4072,0.4072
1020,275,325,225,fairness_sent,-0.4082,0.4082
1021,275,325,250,fairness_sent,0.4223,0.4223
1022,275,325,275,fairness_sent,0.4382,0.4382
1023,275,350,25,fairness_sent,0.1679,0.1679
1024,275,350,50,fairness_sent,0.3319,0.3319
1025,275,350,75,fairness_sent,0.3661,0.3661
1026,275,350,100,fairness_sent,0.403,0.403
1027,275,350,125,fairness_sent,0.385,0.385
1028,275,350,150,fairness_sent,0.4018,0.4018
1029,275,350,175,fairness_sent,0.3948,0.3948
1030,275,350,200,fairness_sent,0.3955,0.3955
1031,275,350,225,fairness_sent,0.4007,0.4007
1032,275,350,250,fairness_sent,0.3992,0.3992
1033,275,350,275,fairness_sent,0.398,0.398
1034,275,375,25,fairness_sent,-0.1301,0.1301
1035,275,375,50,fairness_sent,0.347,0.347
1036,275,375,75,fairness_sent,0.3568,0.3568
1037,275,375,100,fairness_sent,0.3983,0.3983
1038,275,375,125,fairness_sent,0.3791,0.3791
1039,275,375,150,fairness_sent,0.3795,0.3795
1040,275,375,175,fairness_sent,0.3918,0.3918
1041,275,375,200,fairness_sent,0.3984,0.3984
1042,275,375,225,fairness_sent,0.4001,0.4001
1043,275,375,250,fairness_sent,0.3986,0.3986
1044,275,375,275,fairness_sent,0.3972,0.3972
1045,275,400,25,fairness_sent,-0.1032,0.1032
1046,275,400,50,fairness_sent,-0.2875,0.2875
1047,275,400,75,fairness_sent,0.3638,0.3638
1048,275,400,100,fairness_sent,0.4016,0.4016
1049,275,400,125,fairness_sent,0.3858,0.3858
1050,275,400,150,fairness_sent,0.3615,0.3615
1051,275,400,175,fairness_sent,0.3754,0.3754
1052,275,400,200,fairness_sent,0.3704,0.3704
1053,275,400,225,fairness_sent,0.3844,0.3844
1054,275,400,250,fairness_sent,0.3802,0.3802
1055,275,400,275,fairness_sent,0.3889,0.3889
1056,275,425,25,fairness_sent,-0.1032,0.1032
1057,275,425,50,fairness_sent,-0.282,0.282
1058,275,425,75,fairness_sent,0.3647,0.3647
1059,275,425,100,fairness_sent,0.4111,0.4111
1060,275,425,125,fairness_sent,0.4008,0.4008
1061,275,425,150,fairness_sent,0.3787,0.3787
1062,275,425,175,fairness_sent,0.3866,0.3866
1063,275,425,200,fairness_sent,0.38,0.38
1064,275,425,225,fairness_sent,0.3912,0.3912
1065,275,425,250,fairness_sent,0.3853,0.3853
1066,275,425,275,fairness_sent,0.3846,0.3846
1067,275,450,25,fairness_sent,-0.1087,0.1087
1068,275,450,50,fairness_sent,0.3153,0.3153
1069,275,450,75,fairness_sent,0.3938,0.3938
1070,275,450,100,fairness_sent,0.403,0.403
1071,275,450,125,fairness_sent,0.3931,0.3931
1072,275,450,150,fairness_sent,0.3607,0.3607
1073,275,450,175,fairness_sent,0.3694,0.3694
1074,275,450,200,fairness_sent,0.3713,0.3713
1075,275,450,225,fairness_sent,0.3695,0.3695
1076,275,450,250,fairness_sent,0.3791,0.3791
1077,275,450,275,fairness_sent,0.3696,0.3696
1078,275,475,25,fairness_sent,-0.1701,0.1701
1079,275,475,50,fairness_sent,0.3574,0.3574
1080,275,475,75,fairness_sent,0.4019,0.4019
1081,275,475,100,fairness_sent,-0.3997,0.3997
1082,275,475,125,fairness_sent,0.4002,0.4002
1083,275,475,150,fairness_sent,0.3756,0.3756
1084,275,475,175,fairness_sent,0.3696,0.3696
1085,275,475,200,fairness_sent,0.3692,0.3692
1086,275,475,225,fairness_sent,0.3635,0.3635
1087,275,475,250,fairness_sent,0.3743,0.3743
1088,275,475,275,fairness_sent,0.3674,0.3674
1089,275,500,25,fairness_sent,-0.1701,0.1701
1090,275,500,50,fairness_sent,0.301,0.301
1091,275,500,75,fairness_sent,0.3975,0.3975
1092,275,500,100,fairness_sent,-0.3908,0.3908
1093,275,500,125,fairness_sent,0.3961,0.3961
1094,275,500,150,fairness_sent,0.372,0.372
1095,275,500,175,fairness_sent,0.3604,0.3604
1096,275,500,200,fairness_sent,0.3716,0.3716
1097,275,500,225,fairness_sent,0.3611,0.3611
1098,275,500,250,fairness_sent,0.3755,0.3755
1099,275,500,275,fairness_sent,0.3654,0.3654
1100,300,25,25,fairness_sent,-0.154,0.154
1101,300,50,25,fairness_sent,0.3672,0.3672
1102,300,50,50,fairness_sent,-0.1623,0.1623
1103,300,75,25,fairness_sent,-0.3732,0.3732
1104,300,75,50,fairness_sent,-0.4203,0.4203
1105,300,75,75,fairness_sent,-0.2529,0.2529
1106,300,100,25,fairness_sent,-0.3563,0.3563
