,h,l,n,sanctity_sent,cor,cor_abs
527,200,175,75,sanctity_sent,-0.44,0.44
528,200,175,100,sanctity_sent,-0.4318,0.4318
529,200,175,125,sanctity_sent,-0.4345,0.4345
530,200,175,150,sanctity_sent,-0.4545,0.4545
531,200,175,175,sanctity_sent,-0.4604,0.4604
532,200,200,25,sanctity_sent,0.3958,0.3958
533,200,200,50,sanctity_sent,-0.427,0.427
534,200,200,75,sanctity_sent,0.4499,0.4499
535,200,200,100,sanctity_sent,0.4592,0.4592
536,200,200,125,sanctity_sent,-0.4451,0.4451
537,200,200,150,sanctity_sent,-0.4504,0.4504
538,200,200,175,sanctity_sent,-0.4603,0.4603
539,200,200,200,sanctity_sent,-0.4576,0.4576
540,200,225,25,sanctity_sent,-0.3249,0.3249
541,200,225,50,sanctity_sent,-0.3843,0.3843
542,200,225,75,sanctity_sent,-0.4232,0.4232
543,200,225,100,sanctity_sent,0.4327,0.4327
544,200,225,125,sanctity_sent,-0.4211,0.4211
545,200,225,150,sanctity_sent,-0.4299,0.4299
546,200,225,175,sanctity_sent,-0.4391,0.4391
547,200,225,200,sanctity_sent,-0.4375,0.4375
548,200,250,25,sanctity_sent,0.2899,0.2899
549,200,250,50,sanctity_sent,-0.3976,0.3976
550,200,250,75,sanctity_sent,-0.4257,0.4257
551,200,250,100,sanctity_sent,0.4375,0.4375
552,200,250,125,sanctity_sent,-0.4342,0.4342
553,200,250,150,sanctity_sent,-0.4245,0.4245
554,200,250,175,sanctity_sent,-0.4174,0.4174
555,200,250,200,sanctity_sent,-0.4217,0.4217
556,200,275,25,sanctity_sent,-0.291,0.291
557,200,275,50,sanctity_sent,0.381,0.381
558,200,275,75,sanctity_sent,-0.4189,0.4189
559,200,275,100,sanctity_sent,-0.4373,0.4373
560,200,275,125,sanctity_sent,-0.4384,0.4384
561,200,275,150,sanctity_sent,-0.4201,0.4201
562,200,275,175,sanctity_sent,-0.42,0.42
563,200,275,200,sanctity_sent,0.4013,0.4013
564,200,300,25,sanctity_sent,0.2882,0.2882
565,200,300,50,sanctity_sent,0.3761,0.3761
566,200,300,75,sanctity_sent,-0.4207,0.4207
567,200,300,100,sanctity_sent,0.4371,0.4371
568,200,300,125,sanctity_sent,-0.4305,0.4305
569,200,300,150,sanctity_sent,-0.4093,0.4093
570,200,300,175,sanctity_sent,-0.4088,0.4088
571,200,300,200,sanctity_sent,0.384,0.384
572,200,325,25,sanctity_sent,-0.3083,0.3083
573,200,325,50,sanctity_sent,0.3683,0.3683
574,200,325,75,sanctity_sent,0.4155,0.4155
575,200,325,100,sanctity_sent,0.4372,0.4372
576,200,325,125,sanctity_sent,-0.4255,0.4255
577,200,325,150,sanctity_sent,-0.4125,0.4125
578,200,325,175,sanctity_sent,-0.4022,0.4022
579,200,325,200,sanctity_sent,0.3737,0.3737
580,200,350,25,sanctity_sent,-0.2947,0.2947
581,200,350,50,sanctity_sent,0.3614,0.3614
582,200,350,75,sanctity_sent,0.3948,0.3948
583,200,350,100,sanctity_sent,0.4167,0.4167
584,200,350,125,sanctity_sent,0.4257,0.4257
585,200,350,150,sanctity_sent,-0.4102,0.4102
586,200,350,175,sanctity_sent,-0.3966,0.3966
587,200,350,200,sanctity_sent,0.3697,0.3697
588,200,375,25,sanctity_sent,-0.2839,0.2839
589,200,375,50,sanctity_sent,0.3628,0.3628
590,200,375,75,sanctity_sent,0.3803,0.3803
591,200,375,100,sanctity_sent,0.4022,0.4022
592,200,375,125,sanctity_sent,0.4158,0.4158
593,200,375,150,sanctity_sent,-0.4098,0.4098
594,200,375,175,sanctity_sent,-0.395,0.395
595,200,375,200,sanctity_sent,0.3683,0.3683
596,200,400,25,sanctity_sent,-0.2839,0.2839
597,200,400,50,sanctity_sent,0.3762,0.3762
598,200,400,75,sanctity_sent,0.3911,0.3911
599,200,400,100,sanctity_sent,0.4104,0.4104
600,200,400,125,sanctity_sent,0.4152,0.4152
601,200,400,150,sanctity_sent,-0.4159,0.4159
602,200,400,175,sanctity_sent,0.3846,0.3846
603,200,400,200,sanctity_sent,0.3571,0.3571
604,200,425,25,sanctity_sent,-0.2543,0.2543
605,200,425,50,sanctity_sent,0.3449,0.3449
606,200,425,75,sanctity_sent,0.3826,0.3826
607,200,425,100,sanctity_sent,0.4006,0.4006
608,200,425,125,sanctity_sent,0.3948,0.3948
609,200,425,150,sanctity_sent,-0.396,0.396
610,200,425,175,sanctity_sent,0.3623,0.3623
611,200,425,200,sanctity_sent,0.3426,0.3426
612,200,450,25,sanctity_sent,-0.2305,0.2305
613,200,450,50,sanctity_sent,0.3428,0.3428
614,200,450,75,sanctity_sent,0.3704,0.3704
615,200,450,100,sanctity_sent,0.3876,0.3876
616,200,450,125,sanctity_sent,0.3783,0.3783
617,200,450,150,sanctity_sent,-0.383,0.383
618,200,450,175,sanctity_sent,0.3607,0.3607
619,200,450,200,sanctity_sent,0.3223,0.3223
620,200,475,25,sanctity_sent,0.1109,0.1109
621,200,475,50,sanctity_sent,0.3316,0.3316
622,200,475,75,sanctity_sent,0.3762,0.3762
623,200,475,100,sanctity_sent,0.3887,0.3887
624,200,475,125,sanctity_sent,-0.3811,0.3811
625,200,475,150,sanctity_sent,0.3621,0.3621
626,200,475,175,sanctity_sent,0.356,0.356
627,200,475,200,sanctity_sent,0.3264,0.3264
628,200,500,25,sanctity_sent,0.1273,0.1273
629,200,500,50,sanctity_sent,0.3221,0.3221
630,200,500,75,sanctity_sent,0.3688,0.3688
631,200,500,100,sanctity_sent,0.3703,0.3703
632,200,500,125,sanctity_sent,0.3662,0.3662
633,200,500,150,sanctity_sent,0.344,0.344
634,200,500,175,sanctity_sent,0.3565,0.3565
635,200,500,200,sanctity_sent,0.3144,0.3144
636,225,25,25,sanctity_sent,-0.1586,0.1586
637,225,50,25,sanctity_sent,-0.364,0.364
638,225,50,50,sanctity_sent,-0.1911,0.1911
639,225,75,25,sanctity_sent,-0.3652,0.3652
640,225,75,50,sanctity_sent,-0.4032,0.4032
641,225,75,75,sanctity_sent,-0.3301,0.3301
642,225,100,25,sanctity_sent,-0.3632,0.3632
643,225,100,50,sanctity_sent,-0.4124,0.4124
644,225,100,75,sanctity_sent,-0.418,0.418
645,225,100,100,sanctity_sent,-0.4068,0.4068
646,225,125,25,sanctity_sent,-0.3733,0.3733
647,225,125,50,sanctity_sent,-0.3997,0.3997
648,225,125,75,sanctity_sent,-0.4065,0.4065
649,225,125,100,sanctity_sent,-0.4279,0.4279
650,225,125,125,sanctity_sent,-0.4238,0.4238
651,225,150,25,sanctity_sent,-0.3808,0.3808
652,225,150,50,sanctity_sent,-0.4457,0.4457
653,225,150,75,sanctity_sent,-0.4491,0.4491
654,225,150,100,sanctity_sent,-0.4425,0.4425
655,225,150,125,sanctity_sent,-0.452,0.452
656,225,150,150,sanctity_sent,-0.4474,0.4474
657,225,175,25,sanctity_sent,-0.3756,0.3756
658,225,175,50,sanctity_sent,-0.4391,0.4391
659,225,175,75,sanctity_sent,-0.4569,0.4569
660,225,175,100,sanctity_sent,0.4421,0.4421
661,225,175,125,sanctity_sent,-0.438,0.438
662,225,175,150,sanctity_sent,-0.4459,0.4459
663,225,175,175,sanctity_sent,-0.4473,0.4473
664,225,200,25,sanctity_sent,-0.3763,0.3763
665,225,200,50,sanctity_sent,-0.4394,0.4394
666,225,200,75,sanctity_sent,-0.4603,0.4603
667,225,200,100,sanctity_sent,0.4596,0.4596
668,225,200,125,sanctity_sent,-0.4511,0.4511
669,225,200,150,sanctity_sent,-0.4525,0.4525
670,225,200,175,sanctity_sent,-0.4609,0.4609
671,225,200,200,sanctity_sent,-0.4476,0.4476
672,225,225,25,sanctity_sent,0.3346,0.3346
673,225,225,50,sanctity_sent,-0.4207,0.4207
674,225,225,75,sanctity_sent,-0.4521,0.4521
675,225,225,100,sanctity_sent,-0.4483,0.4483
676,225,225,125,sanctity_sent,-0.4422,0.4422
677,225,225,150,sanctity_sent,-0.4325,0.4325
678,225,225,175,sanctity_sent,-0.441,0.441
679,225,225,200,sanctity_sent,-0.4489,0.4489
680,225,225,225,sanctity_sent,-0.4379,0.4379
681,225,250,25,sanctity_sent,-0.326,0.326
682,225,250,50,sanctity_sent,0.3884,0.3884
683,225,250,75,sanctity_sent,-0.4331,0.4331
684,225,250,100,sanctity_sent,0.4506,0.4506
685,225,250,125,sanctity_sent,-0.4507,0.4507
686,225,250,150,sanctity_sent,-0.4347,0.4347
687,225,250,175,sanctity_sent,-0.4352,0.4352
688,225,250,200,sanctity_sent,-0.4395,0.4395
689,225,250,225,sanctity_sent,-0.4411,0.4411
690,225,275,25,sanctity_sent,-0.2952,0.2952
691,225,275,50,sanctity_sent,0.3712,0.3712
692,225,275,75,sanctity_sent,0.422,0.422
693,225,275,100,sanctity_sent,-0.4426,0.4426
694,225,275,125,sanctity_sent,-0.4455,0.4455
695,225,275,150,sanctity_sent,-0.4453,0.4453
696,225,275,175,sanctity_sent,-0.4392,0.4392
697,225,275,200,sanctity_sent,-0.424,0.424
698,225,275,225,sanctity_sent,-0.4294,0.4294
699,225,300,25,sanctity_sent,-0.3038,0.3038
700,225,300,50,sanctity_sent,0.3624,0.3624
701,225,300,75,sanctity_sent,0.4147,0.4147
702,225,300,100,sanctity_sent,-0.4471,0.4471
703,225,300,125,sanctity_sent,-0.4419,0.4419
704,225,300,150,sanctity_sent,-0.4354,0.4354
705,225,300,175,sanctity_sent,-0.4318,0.4318
706,225,300,200,sanctity_sent,-0.419,0.419
707,225,300,225,sanctity_sent,0.4105,0.4105
708,225,325,25,sanctity_sent,-0.2905,0.2905
709,225,325,50,sanctity_sent,0.3502,0.3502
710,225,325,75,sanctity_sent,-0.4164,0.4164
711,225,325,100,sanctity_sent,-0.4392,0.4392
712,225,325,125,sanctity_sent,-0.4404,0.4404
713,225,325,150,sanctity_sent,-0.4386,0.4386
714,225,325,175,sanctity_sent,-0.4265,0.4265
715,225,325,200,sanctity_sent,-0.42,0.42
716,225,325,225,sanctity_sent,0.4067,0.4067
717,225,350,25,sanctity_sent,-0.2613,0.2613
718,225,350,50,sanctity_sent,0.3587,0.3587
719,225,350,75,sanctity_sent,0.3979,0.3979
720,225,350,100,sanctity_sent,0.4203,0.4203
721,225,350,125,sanctity_sent,0.4387,0.4387
722,225,350,150,sanctity_sent,-0.4345,0.4345
723,225,350,175,sanctity_sent,-0.4109,0.4109
724,225,350,200,sanctity_sent,0.3921,0.3921
725,225,350,225,sanctity_sent,0.3756,0.3756
726,225,375,25,sanctity_sent,-0.2663,0.2663
727,225,375,50,sanctity_sent,0.3611,0.3611
728,225,375,75,sanctity_sent,0.3925,0.3925
729,225,375,100,sanctity_sent,0.4188,0.4188
730,225,375,125,sanctity_sent,0.4317,0.4317
731,225,375,150,sanctity_sent,-0.4258,0.4258
732,225,375,175,sanctity_sent,-0.4075,0.4075
733,225,375,200,sanctity_sent,0.3971,0.3971
734,225,375,225,sanctity_sent,0.372,0.372
735,225,400,25,sanctity_sent,-0.2663,0.2663
736,225,400,50,sanctity_sent,0.3568,0.3568
737,225,400,75,sanctity_sent,0.3918,0.3918
738,225,400,100,sanctity_sent,0.4188,0.4188
739,225,400,125,sanctity_sent,0.4208,0.4208
740,225,400,150,sanctity_sent,-0.4139,0.4139
741,225,400,175,sanctity_sent,-0.4046,0.4046
742,225,400,200,sanctity_sent,0.389,0.389
743,225,400,225,sanctity_sent,0.3586,0.3586
744,225,425,25,sanctity_sent,-0.2672,0.2672
745,225,425,50,sanctity_sent,0.3398,0.3398
746,225,425,75,sanctity_sent,0.3936,0.3936
747,225,425,100,sanctity_sent,0.417,0.417
748,225,425,125,sanctity_sent,0.4088,0.4088
749,225,425,150,sanctity_sent,0.397,0.397
750,225,425,175,sanctity_sent,-0.393,0.393
751,225,425,200,sanctity_sent,0.3688,0.3688
752,225,425,225,sanctity_sent,0.3477,0.3477
753,225,450,25,sanctity_sent,-0.2384,0.2384
754,225,450,50,sanctity_sent,0.331,0.331
755,225,450,75,sanctity_sent,0.3904,0.3904
756,225,450,100,sanctity_sent,0.4171,0.4171
757,225,450,125,sanctity_sent,0.3967,0.3967
758,225,450,150,sanctity_sent,0.3832,0.3832
759,225,450,175,sanctity_sent,-0.3827,0.3827
760,225,450,200,sanctity_sent,0.3639,0.3639
761,225,450,225,sanctity_sent,0.3319,0.3319
762,225,475,25,sanctity_sent,-0.0387,0.0387
763,225,475,50,sanctity_sent,0.2976,0.2976
764,225,475,75,sanctity_sent,0.387,0.387
765,225,475,100,sanctity_sent,0.4017,0.4017
766,225,475,125,sanctity_sent,-0.3991,0.3991
767,225,475,150,sanctity_sent,0.3813,0.3813
768,225,475,175,sanctity_sent,-0.3842,0.3842
769,225,475,200,sanctity_sent,0.3679,0.3679
770,225,475,225,sanctity_sent,0.3329,0.3329
771,225,500,25,sanctity_sent,-0.0351,0.0351
772,225,500,50,sanctity_sent,0.2873,0.2873
773,225,500,75,sanctity_sent,0.3829,0.3829
774,225,500,100,sanctity_sent,0.3875,0.3875
775,225,500,125,sanctity_sent,0.3906,0.3906
776,225,500,150,sanctity_sent,0.3825,0.3825
777,225,500,175,sanctity_sent,-0.3711,0.3711
778,225,500,200,sanctity_sent,0.37,0.37
779,225,500,225,sanctity_sent,0.3202,0.3202
780,250,25,25,sanctity_sent,-0.1713,0.1713
781,250,50,25,sanctity_sent,-0.3624,0.3624
782,250,50,50,sanctity_sent,-0.2163,0.2163
783,250,75,25,sanctity_sent,-0.3652,0.3652
784,250,75,50,sanctity_sent,-0.4173,0.4173
785,250,75,75,sanctity_sent,-0.336,0.336
786,250,100,25,sanctity_sent,-0.3632,0.3632
787,250,100,50,sanctity_sent,-0.4107,0.4107
788,250,100,75,sanctity_sent,-0.4144,0.4144
789,250,100,100,sanctity_sent,-0.3719,0.3719
790,250,125,25,sanctity_sent,-0.3733,0.3733
791,250,125,50,sanctity_sent,-0.4053,0.4053
792,250,125,75,sanctity_sent,-0.4104,0.4104
793,250,125,100,sanctity_sent,-0.4194,0.4194
794,250,125,125,sanctity_sent,-0.3907,0.3907
795,250,150,25,sanctity_sent,-0.374,0.374
796,250,150,50,sanctity_sent,-0.4417,0.4417
797,250,150,75,sanctity_sent,-0.448,0.448
798,250,150,100,sanctity_sent,-0.4362,0.4362
799,250,150,125,sanctity_sent,-0.4454,0.4454
800,250,150,150,sanctity_sent,-0.4168,0.4168
801,250,175,25,sanctity_sent,-0.3778,0.3778
802,250,175,50,sanctity_sent,-0.4376,0.4376
803,250,175,75,sanctity_sent,-0.4478,0.4478
804,250,175,100,sanctity_sent,-0.4349,0.4349
805,250,175,125,sanctity_sent,-0.4408,0.4408
806,250,175,150,sanctity_sent,-0.4462,0.4462
807,250,175,175,sanctity_sent,-0.4389,0.4389
808,250,200,25,sanctity_sent,-0.3813,0.3813
809,250,200,50,sanctity_sent,-0.4414,0.4414
810,250,200,75,sanctity_sent,-0.4538,0.4538
811,250,200,100,sanctity_sent,-0.4616,0.4616
812,250,200,125,sanctity_sent,-0.4469,0.4469
813,250,200,150,sanctity_sent,-0.4493,0.4493
814,250,200,175,sanctity_sent,-0.4522,0.4522
815,250,200,200,sanctity_sent,-0.4502,0.4502
816,250,225,25,sanctity_sent,0.3785,0.3785
817,250,225,50,sanctity_sent,0.4221,0.4221
818,250,225,75,sanctity_sent,-0.4457,0.4457
819,250,225,100,sanctity_sent,-0.4624,0.4624
820,250,225,125,sanctity_sent,-0.4534,0.4534
821,250,225,150,sanctity_sent,-0.4445,0.4445
822,250,225,175,sanctity_sent,-0.4423,0.4423
823,250,225,200,sanctity_sent,-0.4526,0.4526
824,250,225,225,sanctity_sent,-0.4577,0.4577
825,250,250,25,sanctity_sent,0.3725,0.3725
826,250,250,50,sanctity_sent,0.3855,0.3855
827,250,250,75,sanctity_sent,0.4434,0.4434
828,250,250,100,sanctity_sent,0.4572,0.4572
829,250,250,125,sanctity_sent,-0.4525,0.4525
830,250,250,150,sanctity_sent,-0.445,0.445
831,250,250,175,sanctity_sent,-0.4295,0.4295
832,250,250,200,sanctity_sent,-0.4388,0.4388
833,250,250,225,sanctity_sent,-0.4545,0.4545
834,250,250,250,sanctity_sent,-0.4554,0.4554
835,250,275,25,sanctity_sent,0.3375,0.3375
836,250,275,50,sanctity_sent,0.3791,0.3791
837,250,275,75,sanctity_sent,-0.4143,0.4143
838,250,275,100,sanctity_sent,-0.4547,0.4547
839,250,275,125,sanctity_sent,-0.4526,0.4526
840,250,275,150,sanctity_sent,-0.4555,0.4555
841,250,275,175,sanctity_sent,-0.4374,0.4374
842,250,275,200,sanctity_sent,-0.4294,0.4294
843,250,275,225,sanctity_sent,-0.4476,0.4476
844,250,275,250,sanctity_sent,-0.4507,0.4507
845,250,300,25,sanctity_sent,-0.3423,0.3423
846,250,300,50,sanctity_sent,0.3638,0.3638
847,250,300,75,sanctity_sent,-0.4176,0.4176
848,250,300,100,sanctity_sent,-0.4507,0.4507
849,250,300,125,sanctity_sent,-0.4547,0.4547
850,250,300,150,sanctity_sent,-0.449,0.449
851,250,300,175,sanctity_sent,0.4403,0.4403
852,250,300,200,sanctity_sent,-0.4448,0.4448
853,250,300,225,sanctity_sent,-0.4492,0.4492
854,250,300,250,sanctity_sent,0.4357,0.4357
855,250,325,25,sanctity_sent,-0.3212,0.3212
856,250,325,50,sanctity_sent,0.3782,0.3782
857,250,325,75,sanctity_sent,-0.4165,0.4165
858,250,325,100,sanctity_sent,-0.4498,0.4498
859,250,325,125,sanctity_sent,-0.4581,0.4581
860,250,325,150,sanctity_sent,-0.4497,0.4497
861,250,325,175,sanctity_sent,0.4402,0.4402
862,250,325,200,sanctity_sent,-0.4283,0.4283
863,250,325,225,sanctity_sent,-0.4265,0.4265
864,250,325,250,sanctity_sent,0.4057,0.4057
865,250,350,25,sanctity_sent,-0.3432,0.3432
866,250,350,50,sanctity_sent,0.3861,0.3861
867,250,350,75,sanctity_sent,0.3955,0.3955
868,250,350,100,sanctity_sent,0.4355,0.4355
869,250,350,125,sanctity_sent,0.4532,0.4532
870,250,350,150,sanctity_sent,0.4404,0.4404
871,250,350,175,sanctity_sent,0.4305,0.4305
872,250,350,200,sanctity_sent,0.4005,0.4005
873,250,350,225,sanctity_sent,-0.3893,0.3893
874,250,350,250,sanctity_sent,0.379,0.379
875,250,375,25,sanctity_sent,-0.3295,0.3295
876,250,375,50,sanctity_sent,0.3784,0.3784
877,250,375,75,sanctity_sent,0.4142,0.4142
878,250,375,100,sanctity_sent,0.4415,0.4415
879,250,375,125,sanctity_sent,0.4388,0.4388
880,250,375,150,sanctity_sent,0.441,0.441
881,250,375,175,sanctity_sent,0.4349,0.4349
882,250,375,200,sanctity_sent,0.4143,0.4143
883,250,375,225,sanctity_sent,0.3959,0.3959
884,250,375,250,sanctity_sent,0.3844,0.3844
885,250,400,25,sanctity_sent,-0.3295,0.3295
886,250,400,50,sanctity_sent,0.3695,0.3695
887,250,400,75,sanctity_sent,0.4201,0.4201
888,250,400,100,sanctity_sent,0.4392,0.4392
889,250,400,125,sanctity_sent,0.4362,0.4362
890,250,400,150,sanctity_sent,0.4349,0.4349
891,250,400,175,sanctity_sent,0.4349,0.4349
892,250,400,200,sanctity_sent,0.4073,0.4073
893,250,400,225,sanctity_sent,0.3873,0.3873
894,250,400,250,sanctity_sent,0.3716,0.3716
895,250,425,25,sanctity_sent,-0.3078,0.3078
896,250,425,50,sanctity_sent,-0.3474,0.3474
897,250,425,75,sanctity_sent,0.4136,0.4136
898,250,425,100,sanctity_sent,0.4279,0.4279
899,250,425,125,sanctity_sent,0.4247,0.4247
900,250,425,150,sanctity_sent,0.4173,0.4173
901,250,425,175,sanctity_sent,0.4107,0.4107
902,250,425,200,sanctity_sent,0.3829,0.3829
903,250,425,225,sanctity_sent,0.3652,0.3652
904,250,425,250,sanctity_sent,0.3521,0.3521
905,250,450,25,sanctity_sent,-0.3119,0.3119
906,250,450,50,sanctity_sent,0.3316,0.3316
907,250,450,75,sanctity_sent,0.4102,0.4102
908,250,450,100,sanctity_sent,0.4184,0.4184
909,250,450,125,sanctity_sent,0.4059,0.4059
910,250,450,150,sanctity_sent,0.4195,0.4195
911,250,450,175,sanctity_sent,-0.3973,0.3973
912,250,450,200,sanctity_sent,0.3764,0.3764
913,250,450,225,sanctity_sent,0.3594,0.3594
914,250,450,250,sanctity_sent,0.3376,0.3376
915,250,475,25,sanctity_sent,-0.0387,0.0387
916,250,475,50,sanctity_sent,0.2969,0.2969
917,250,475,75,sanctity_sent,0.3957,0.3957
918,250,475,100,sanctity_sent,0.4028,0.4028
919,250,475,125,sanctity_sent,-0.4099,0.4099
920,250,475,150,sanctity_sent,0.4134,0.4134
921,250,475,175,sanctity_sent,-0.388,0.388
922,250,475,200,sanctity_sent,0.3792,0.3792
923,250,475,225,sanctity_sent,0.3656,0.3656
924,250,475,250,sanctity_sent,0.3567,0.3567
925,250,500,25,sanctity_sent,-0.0515,0.0515
926,250,500,50,sanctity_sent,-0.2324,0.2324
927,250,500,75,sanctity_sent,0.3779,0.3779
928,250,500,100,sanctity_sent,0.4025,0.4025
929,250,500,125,sanctity_sent,0.4054,0.4054
930,250,500,150,sanctity_sent,0.3967,0.3967
931,250,500,175,sanctity_sent,-0.3871,0.3871
932,250,500,200,sanctity_sent,0.3651,0.3651
933,250,500,225,sanctity_sent,0.3694,0.3694
934,250,500,250,sanctity_sent,0.3509,0.3509
935,275,25,25,sanctity_sent,-0.1663,0.1663
936,275,50,25,sanctity_sent,-0.3484,0.3484
937,275,50,50,sanctity_sent,-0.2016,0.2016
938,275,75,25,sanctity_sent,-0.3225,0.3225
939,275,75,50,sanctity_sent,-0.3917,0.3917
940,275,75,75,sanctity_sent,-0.306,0.306
941,275,100,25,sanctity_sent,-0.3431,0.3431
942,275,100,50,sanctity_sent,-0.4086,0.4086
943,275,100,75,sanctity_sent,-0.4078,0.4078
944,275,100,100,sanctity_sent,-0.3561,0.3561
945,275,125,25,sanctity_sent,-0.3597,0.3597
946,275,125,50,sanctity_sent,-0.4028,0.4028
947,275,125,75,sanctity_sent,-0.4385,0.4385
948,275,125,100,sanctity_sent,-0.4211,0.4211
949,275,125,125,sanctity_sent,-0.3811,0.3811
950,275,150,25,sanctity_sent,-0.3919,0.3919
951,275,150,50,sanctity_sent,-0.4292,0.4292
952,275,150,75,sanctity_sent,-0.4484,0.4484
953,275,150,100,sanctity_sent,-0.4451,0.4451
954,275,150,125,sanctity_sent,-0.441,0.441
955,275,150,150,sanctity_sent,-0.4046,0.4046
956,275,175,25,sanctity_sent,-0.3653,0.3653
957,275,175,50,sanctity_sent,-0.4355,0.4355
958,275,175,75,sanctity_sent,-0.4559,0.4559
959,275,175,100,sanctity_sent,-0.4562,0.4562
960,275,175,125,sanctity_sent,-0.4535,0.4535
961,275,175,150,sanctity_sent,-0.453,0.453
962,275,175,175,sanctity_sent,-0.4196,0.4196
963,275,200,25,sanctity_sent,-0.3739,0.3739
964,275,200,50,sanctity_sent,-0.4354,0.4354
965,275,200,75,sanctity_sent,-0.455,0.455
966,275,200,100,sanctity_sent,-0.4671,0.4671
967,275,200,125,sanctity_sent,-0.4577,0.4577
968,275,200,150,sanctity_sent,-0.4513,0.4513
969,275,200,175,sanctity_sent,-0.4572,0.4572
970,275,200,200,sanctity_sent,-0.4503,0.4503
971,275,225,25,sanctity_sent,-0.3925,0.3925
972,275,225,50,sanctity_sent,0.4292,0.4292
973,275,225,75,sanctity_sent,-0.4497,0.4497
974,275,225,100,sanctity_sent,0.4667,0.4667
975,275,225,125,sanctity_sent,-0.4548,0.4548
976,275,225,150,sanctity_sent,-0.4572,0.4572
977,275,225,175,sanctity_sent,-0.4542,0.4542
978,275,225,200,sanctity_sent,-0.4543,0.4543
979,275,225,225,sanctity_sent,-0.4493,0.4493
980,275,250,25,sanctity_sent,-0.3712,0.3712
981,275,250,50,sanctity_sent,0.3842,0.3842
982,275,250,75,sanctity_sent,0.4385,0.4385
983,275,250,100,sanctity_sent,-0.4489,0.4489
984,275,250,125,sanctity_sent,-0.4527,0.4527
985,275,250,150,sanctity_sent,-0.4519,0.4519
986,275,250,175,sanctity_sent,-0.4406,0.4406
987,275,250,200,sanctity_sent,-0.4413,0.4413
988,275,250,225,sanctity_sent,-0.4545,0.4545
989,275,250,250,sanctity_sent,-0.4487,0.4487
990,275,275,25,sanctity_sent,-0.3501,0.3501
991,275,275,50,sanctity_sent,-0.3983,0.3983
992,275,275,75,sanctity_sent,-0.4249,0.4249
993,275,275,100,sanctity_sent,-0.4493,0.4493
994,275,275,125,sanctity_sent,-0.4565,0.4565
995,275,275,150,sanctity_sent,-0.4589,0.4589
996,275,275,175,sanctity_sent,-0.4528,0.4528
997,275,275,200,sanctity_sent,-0.4449,0.4449
998,275,275,225,sanctity_sent,-0.4482,0.4482
999,275,275,250,sanctity_sent,-0.4563,0.4563
1000,275,275,275,sanctity_sent,-0.4481,0.4481
1001,275,300,25,sanctity_sent,-0.3508,0.3508
1002,275,300,50,sanctity_sent,-0.3941,0.3941
1003,275,300,75,sanctity_sent,-0.4184,0.4184
1004,275,300,100,sanctity_sent,-0.4433,0.4433
1005,275,300,125,sanctity_sent,-0.4525,0.4525
1006,275,300,150,sanctity_sent,-0.4494,0.4494
1007,275,300,175,sanctity_sent,-0.4485,0.4485
1008,275,300,200,sanctity_sent,-0.4505,0.4505
1009,275,300,225,sanctity_sent,-0.4529,0.4529
1010,275,300,250,sanctity_sent,-0.4583,0.4583
1011,275,300,275,sanctity_sent,-0.4525,0.4525
1012,275,325,25,sanctity_sent,-0.3617,0.3617
1013,275,325,50,sanctity_sent,-0.3953,0.3953
1014,275,325,75,sanctity_sent,-0.4266,0.4266
1015,275,325,100,sanctity_sent,-0.4419,0.4419
1016,275,325,125,sanctity_sent,-0.4504,0.4504
1017,275,325,150,sanctity_sent,-0.4528,0.4528
1018,275,325,175,sanctity_sent,-0.4465,0.4465
1019,275,325,200,sanctity_sent,-0.4443,0.4443
1020,275,325,225,sanctity_sent,-0.4315,0.4315
1021,275,325,250,sanctity_sent,-0.4536,0.4536
1022,275,325,275,sanctity_sent,-0.447,0.447
1023,275,350,25,sanctity_sent,-0.2662,0.2662
1024,275,350,50,sanctity_sent,0.3948,0.3948
1025,275,350,75,sanctity_sent,0.4299,0.4299
1026,275,350,100,sanctity_sent,0.4414,0.4414
1027,275,350,125,sanctity_sent,0.4475,0.4475
1028,275,350,150,sanctity_sent,0.4514,0.4514
1029,275,350,175,sanctity_sent,0.4451,0.4451
1030,275,350,200,sanctity_sent,0.4227,0.4227
1031,275,350,225,sanctity_sent,-0.4244,0.4244
1032,275,350,250,sanctity_sent,-0.4417,0.4417
1033,275,350,275,sanctity_sent,0.4221,0.4221
1034,275,375,25,sanctity_sent,-0.2437,0.2437
1035,275,375,50,sanctity_sent,-0.3941,0.3941
1036,275,375,75,sanctity_sent,0.4319,0.4319
1037,275,375,100,sanctity_sent,-0.438,0.438
1038,275,375,125,sanctity_sent,0.4353,0.4353
1039,275,375,150,sanctity_sent,0.4418,0.4418
1040,275,375,175,sanctity_sent,0.4375,0.4375
1041,275,375,200,sanctity_sent,0.4279,0.4279
1042,275,375,225,sanctity_sent,0.4081,0.4081
1043,275,375,250,sanctity_sent,0.4145,0.4145
1044,275,375,275,sanctity_sent,0.4019,0.4019
1045,275,400,25,sanctity_sent,-0.2437,0.2437
1046,275,400,50,sanctity_sent,-0.3813,0.3813
1047,275,400,75,sanctity_sent,0.4345,0.4345
1048,275,400,100,sanctity_sent,0.4284,0.4284
1049,275,400,125,sanctity_sent,0.4353,0.4353
1050,275,400,150,sanctity_sent,0.4406,0.4406
1051,275,400,175,sanctity_sent,0.4263,0.4263
1052,275,400,200,sanctity_sent,0.4221,0.4221
