,h,l,n,sanctity_sent,cor,cor_abs
1053,275,400,225,sanctity_sent,0.3996,0.3996
1054,275,400,250,sanctity_sent,0.3954,0.3954
1055,275,400,275,sanctity_sent,0.3953,0.3953
1056,275,425,25,sanctity_sent,-0.1238,0.1238
1057,275,425,50,sanctity_sent,-0.3288,0.3288
1058,275,425,75,sanctity_sent,0.4291,0.4291
1059,275,425,100,sanctity_sent,0.4234,0.4234
1060,275,425,125,sanctity_sent,0.4198,0.4198
1061,275,425,150,sanctity_sent,0.414,0.414
1062,275,425,175,sanctity_sent,0.4125,0.4125
1063,275,425,200,sanctity_sent,0.4108,0.4108
1064,275,425,225,sanctity_sent,0.3867,0.3867
1065,275,425,250,sanctity_sent,0.3816,0.3816
1066,275,425,275,sanctity_sent,0.3746,0.3746
1067,275,450,25,sanctity_sent,-0.0052,0.0052
1068,275,450,50,sanctity_sent,-0.3378,0.3378
1069,275,450,75,sanctity_sent,0.4164,0.4164
1070,275,450,100,sanctity_sent,0.4174,0.4174
1071,275,450,125,sanctity_sent,0.4166,0.4166
1072,275,450,150,sanctity_sent,0.4147,0.4147
1073,275,450,175,sanctity_sent,0.4058,0.4058
1074,275,450,200,sanctity_sent,-0.4078,0.4078
1075,275,450,225,sanctity_sent,0.3714,0.3714
1076,275,450,250,sanctity_sent,0.3683,0.3683
1077,275,450,275,sanctity_sent,0.3642,0.3642
1078,275,475,25,sanctity_sent,0.0136,0.0136
1079,275,475,50,sanctity_sent,-0.2487,0.2487
1080,275,475,75,sanctity_sent,0.3956,0.3956
1081,275,475,100,sanctity_sent,0.4103,0.4103
1082,275,475,125,sanctity_sent,0.4152,0.4152
1083,275,475,150,sanctity_sent,0.406,0.406
1084,275,475,175,sanctity_sent,0.3942,0.3942
1085,275,475,200,sanctity_sent,0.3946,0.3946
1086,275,475,225,sanctity_sent,0.3581,0.3581
1087,275,475,250,sanctity_sent,0.3519,0.3519
1088,275,475,275,sanctity_sent,0.3474,0.3474
1089,275,500,25,sanctity_sent,-0.0075,0.0075
1090,275,500,50,sanctity_sent,0.1881,0.1881
1091,275,500,75,sanctity_sent,0.3697,0.3697
1092,275,500,100,sanctity_sent,0.4115,0.4115
1093,275,500,125,sanctity_sent,0.411,0.411
1094,275,500,150,sanctity_sent,0.4012,0.4012
1095,275,500,175,sanctity_sent,0.3942,0.3942
1096,275,500,200,sanctity_sent,0.3807,0.3807
1097,275,500,225,sanctity_sent,0.3556,0.3556
1098,275,500,250,sanctity_sent,0.3541,0.3541
1099,275,500,275,sanctity_sent,0.3399,0.3399
1100,300,25,25,sanctity_sent,-0.1637,0.1637
1101,300,50,25,sanctity_sent,-0.3235,0.3235
1102,300,50,50,sanctity_sent,-0.1898,0.1898
1103,300,75,25,sanctity_sent,-0.3356,0.3356
1104,300,75,50,sanctity_sent,-0.371,0.371
1105,300,75,75,sanctity_sent,-0.2957,0.2957
1106,300,100,25,sanctity_sent,-0.3686,0.3686
1107,300,100,50,sanctity_sent,-0.4113,0.4113
1108,300,100,75,sanctity_sent,-0.4016,0.4016
1109,300,100,100,sanctity_sent,-0.3595,0.3595
1110,300,125,25,sanctity_sent,-0.3257,0.3257
1111,300,125,50,sanctity_sent,-0.4133,0.4133
1112,300,125,75,sanctity_sent,-0.4371,0.4371
1113,300,125,100,sanctity_sent,-0.4225,0.4225
1114,300,125,125,sanctity_sent,-0.3781,0.3781
1115,300,150,25,sanctity_sent,-0.3397,0.3397
1116,300,150,50,sanctity_sent,-0.4192,0.4192
1117,300,150,75,sanctity_sent,-0.445,0.445
1118,300,150,100,sanctity_sent,-0.4467,0.4467
1119,300,150,125,sanctity_sent,-0.4301,0.4301
1120,300,150,150,sanctity_sent,-0.4015,0.4015
1121,300,175,25,sanctity_sent,-0.3104,0.3104
1122,300,175,50,sanctity_sent,-0.4297,0.4297
1123,300,175,75,sanctity_sent,-0.4515,0.4515
1124,300,175,100,sanctity_sent,-0.4585,0.4585
1125,300,175,125,sanctity_sent,-0.4463,0.4463
1126,300,175,150,sanctity_sent,-0.4513,0.4513
1127,300,175,175,sanctity_sent,-0.404,0.404
1128,300,200,25,sanctity_sent,0.3095,0.3095
1129,300,200,50,sanctity_sent,-0.4323,0.4323
1130,300,200,75,sanctity_sent,-0.4559,0.4559
1131,300,200,100,sanctity_sent,-0.46,0.46
1132,300,200,125,sanctity_sent,-0.4429,0.4429
1133,300,200,150,sanctity_sent,-0.4447,0.4447
1134,300,200,175,sanctity_sent,-0.4549,0.4549
1135,300,200,200,sanctity_sent,-0.4337,0.4337
1136,300,225,25,sanctity_sent,-0.3425,0.3425
1137,300,225,50,sanctity_sent,0.4197,0.4197
1138,300,225,75,sanctity_sent,-0.4508,0.4508
1139,300,225,100,sanctity_sent,-0.4645,0.4645
1140,300,225,125,sanctity_sent,-0.4507,0.4507
1141,300,225,150,sanctity_sent,-0.4533,0.4533
1142,300,225,175,sanctity_sent,-0.451,0.451
1143,300,225,200,sanctity_sent,-0.4532,0.4532
1144,300,225,225,sanctity_sent,-0.4412,0.4412
1145,300,250,25,sanctity_sent,-0.305,0.305
1146,300,250,50,sanctity_sent,0.3947,0.3947
1147,300,250,75,sanctity_sent,-0.433,0.433
1148,300,250,100,sanctity_sent,0.4487,0.4487
1149,300,250,125,sanctity_sent,-0.4585,0.4585
1150,300,250,150,sanctity_sent,-0.4415,0.4415
1151,300,250,175,sanctity_sent,-0.4411,0.4411
1152,300,250,200,sanctity_sent,-0.4444,0.4444
1153,300,250,225,sanctity_sent,-0.4536,0.4536
1154,300,250,250,sanctity_sent,-0.4464,0.4464
1155,300,275,25,sanctity_sent,-0.2912,0.2912
1156,300,275,50,sanctity_sent,-0.3906,0.3906
1157,300,275,75,sanctity_sent,-0.4222,0.4222
1158,300,275,100,sanctity_sent,-0.4479,0.4479
1159,300,275,125,sanctity_sent,-0.4611,0.4611
1160,300,275,150,sanctity_sent,-0.4567,0.4567
1161,300,275,175,sanctity_sent,-0.459,0.459
1162,300,275,200,sanctity_sent,-0.4526,0.4526
1163,300,275,225,sanctity_sent,-0.4539,0.4539
1164,300,275,250,sanctity_sent,-0.4564,0.4564
1165,300,275,275,sanctity_sent,-0.4436,0.4436
1166,300,300,25,sanctity_sent,-0.3235,0.3235
1167,300,300,50,sanctity_sent,-0.3926,0.3926
1168,300,300,75,sanctity_sent,-0.4308,0.4308
1169,300,300,100,sanctity_sent,-0.4403,0.4403
1170,300,300,125,sanctity_sent,-0.4551,0.4551
1171,300,300,150,sanctity_sent,-0.455,0.455
1172,300,300,175,sanctity_sent,-0.4552,0.4552
1173,300,300,200,sanctity_sent,-0.4598,0.4598
1174,300,300,225,sanctity_sent,-0.4615,0.4615
1175,300,300,250,sanctity_sent,-0.4598,0.4598
1176,300,300,275,sanctity_sent,-0.4533,0.4533
1177,300,300,300,sanctity_sent,-0.4374,0.4374
1178,300,325,25,sanctity_sent,-0.2855,0.2855
1179,300,325,50,sanctity_sent,-0.3846,0.3846
1180,300,325,75,sanctity_sent,-0.4354,0.4354
1181,300,325,100,sanctity_sent,-0.4468,0.4468
1182,300,325,125,sanctity_sent,-0.4542,0.4542
1183,300,325,150,sanctity_sent,-0.452,0.452
1184,300,325,175,sanctity_sent,-0.4468,0.4468
1185,300,325,200,sanctity_sent,-0.4528,0.4528
1186,300,325,225,sanctity_sent,-0.4528,0.4528
1187,300,325,250,sanctity_sent,-0.4521,0.4521
1188,300,325,275,sanctity_sent,-0.4545,0.4545
1189,300,325,300,sanctity_sent,-0.4496,0.4496
1190,300,350,25,sanctity_sent,-0.1996,0.1996
1191,300,350,50,sanctity_sent,-0.3858,0.3858
1192,300,350,75,sanctity_sent,0.4272,0.4272
1193,300,350,100,sanctity_sent,0.4463,0.4463
1194,300,350,125,sanctity_sent,0.4457,0.4457
1195,300,350,150,sanctity_sent,0.4572,0.4572
1196,300,350,175,sanctity_sent,0.4367,0.4367
1197,300,350,200,sanctity_sent,0.4252,0.4252
1198,300,350,225,sanctity_sent,-0.4384,0.4384
1199,300,350,250,sanctity_sent,-0.4396,0.4396
1200,300,350,275,sanctity_sent,-0.4564,0.4564
1201,300,350,300,sanctity_sent,0.4409,0.4409
1202,300,375,25,sanctity_sent,-0.135,0.135
1203,300,375,50,sanctity_sent,-0.3819,0.3819
1204,300,375,75,sanctity_sent,0.4312,0.4312
1205,300,375,100,sanctity_sent,0.4248,0.4248
1206,300,375,125,sanctity_sent,0.434,0.434
1207,300,375,150,sanctity_sent,0.4511,0.4511
1208,300,375,175,sanctity_sent,0.4243,0.4243
1209,300,375,200,sanctity_sent,-0.4278,0.4278
1210,300,375,225,sanctity_sent,-0.426,0.426
1211,300,375,250,sanctity_sent,0.4153,0.4153
1212,300,375,275,sanctity_sent,-0.4365,0.4365
1213,300,375,300,sanctity_sent,0.4267,0.4267
1214,300,400,25,sanctity_sent,-0.2531,0.2531
1215,300,400,50,sanctity_sent,-0.3537,0.3537
1216,300,400,75,sanctity_sent,0.4381,0.4381
1217,300,400,100,sanctity_sent,0.4206,0.4206
1218,300,400,125,sanctity_sent,0.4388,0.4388
1219,300,400,150,sanctity_sent,0.4398,0.4398
1220,300,400,175,sanctity_sent,0.4325,0.4325
1221,300,400,200,sanctity_sent,0.4312,0.4312
1222,300,400,225,sanctity_sent,-0.4193,0.4193
1223,300,400,250,sanctity_sent,0.4018,0.4018
1224,300,400,275,sanctity_sent,0.4133,0.4133
1225,300,400,300,sanctity_sent,0.4026,0.4026
1226,300,425,25,sanctity_sent,0.0128,0.0128
1227,300,425,50,sanctity_sent,0.2731,0.2731
1228,300,425,75,sanctity_sent,0.4212,0.4212
1229,300,425,100,sanctity_sent,0.4224,0.4224
1230,300,425,125,sanctity_sent,0.4303,0.4303
1231,300,425,150,sanctity_sent,0.4306,0.4306
1232,300,425,175,sanctity_sent,0.4212,0.4212
1233,300,425,200,sanctity_sent,0.4208,0.4208
1234,300,425,225,sanctity_sent,-0.4088,0.4088
1235,300,425,250,sanctity_sent,-0.3876,0.3876
1236,300,425,275,sanctity_sent,0.3997,0.3997
1237,300,425,300,sanctity_sent,0.3869,0.3869
1238,300,450,25,sanctity_sent,0.0089,0.0089
1239,300,450,50,sanctity_sent,0.2686,0.2686
1240,300,450,75,sanctity_sent,0.4109,0.4109
1241,300,450,100,sanctity_sent,0.4128,0.4128
1242,300,450,125,sanctity_sent,0.4126,0.4126
1243,300,450,150,sanctity_sent,0.4177,0.4177
1244,300,450,175,sanctity_sent,0.4105,0.4105
1245,300,450,200,sanctity_sent,0.3974,0.3974
1246,300,450,225,sanctity_sent,-0.3804,0.3804
1247,300,450,250,sanctity_sent,-0.3703,0.3703
1248,300,450,275,sanctity_sent,0.3712,0.3712
1249,300,450,300,sanctity_sent,0.3629,0.3629
1250,300,475,25,sanctity_sent,0.034,0.034
1251,300,475,50,sanctity_sent,0.0238,0.0238
1252,300,475,75,sanctity_sent,0.3819,0.3819
1253,300,475,100,sanctity_sent,0.4209,0.4209
1254,300,475,125,sanctity_sent,0.419,0.419
1255,300,475,150,sanctity_sent,0.4006,0.4006
1256,300,475,175,sanctity_sent,0.4144,0.4144
1257,300,475,200,sanctity_sent,-0.3799,0.3799
1258,300,475,225,sanctity_sent,0.381,0.381
1259,300,475,250,sanctity_sent,0.3693,0.3693
1260,300,475,275,sanctity_sent,0.3586,0.3586
1261,300,475,300,sanctity_sent,0.3478,0.3478
1262,300,500,25,sanctity_sent,-0.027,0.027
1263,300,500,50,sanctity_sent,0.0314,0.0314
1264,300,500,75,sanctity_sent,0.3836,0.3836
1265,300,500,100,sanctity_sent,0.4191,0.4191
1266,300,500,125,sanctity_sent,0.4236,0.4236
1267,300,500,150,sanctity_sent,0.4032,0.4032
1268,300,500,175,sanctity_sent,0.41,0.41
1269,300,500,200,sanctity_sent,0.3799,0.3799
1270,300,500,225,sanctity_sent,0.3727,0.3727
1271,300,500,250,sanctity_sent,0.3672,0.3672
1272,300,500,275,sanctity_sent,0.3523,0.3523
1273,300,500,300,sanctity_sent,0.3239,0.3239
1274,325,25,25,sanctity_sent,-0.1383,0.1383
1275,325,50,25,sanctity_sent,-0.2085,0.2085
1276,325,50,50,sanctity_sent,-0.1765,0.1765
1277,325,75,25,sanctity_sent,-0.3286,0.3286
1278,325,75,50,sanctity_sent,-0.3623,0.3623
1279,325,75,75,sanctity_sent,-0.2902,0.2902
1280,325,100,25,sanctity_sent,-0.3288,0.3288
1281,325,100,50,sanctity_sent,0.358,0.358
1282,325,100,75,sanctity_sent,0.3942,0.3942
1283,325,100,100,sanctity_sent,-0.3459,0.3459
1284,325,125,25,sanctity_sent,0.2868,0.2868
1285,325,125,50,sanctity_sent,-0.4066,0.4066
1286,325,125,75,sanctity_sent,-0.3994,0.3994
1287,325,125,100,sanctity_sent,-0.4215,0.4215
1288,325,125,125,sanctity_sent,-0.36,0.36
1289,325,150,25,sanctity_sent,-0.3494,0.3494
1290,325,150,50,sanctity_sent,-0.4129,0.4129
1291,325,150,75,sanctity_sent,-0.4392,0.4392
1292,325,150,100,sanctity_sent,-0.4397,0.4397
1293,325,150,125,sanctity_sent,-0.4319,0.4319
1294,325,150,150,sanctity_sent,-0.396,0.396
1295,325,175,25,sanctity_sent,0.1664,0.1664
1296,325,175,50,sanctity_sent,-0.4101,0.4101
1297,325,175,75,sanctity_sent,-0.4439,0.4439
1298,325,175,100,sanctity_sent,-0.4562,0.4562
1299,325,175,125,sanctity_sent,-0.4482,0.4482
1300,325,175,150,sanctity_sent,-0.4425,0.4425
1301,325,175,175,sanctity_sent,-0.3983,0.3983
1302,325,200,25,sanctity_sent,0.3095,0.3095
1303,325,200,50,sanctity_sent,-0.419,0.419
1304,325,200,75,sanctity_sent,-0.4446,0.4446
1305,325,200,100,sanctity_sent,-0.4564,0.4564
1306,325,200,125,sanctity_sent,-0.4595,0.4595
1307,325,200,150,sanctity_sent,-0.4494,0.4494
1308,325,200,175,sanctity_sent,-0.4514,0.4514
1309,325,200,200,sanctity_sent,-0.4067,0.4067
1310,325,225,25,sanctity_sent,-0.3434,0.3434
1311,325,225,50,sanctity_sent,-0.4159,0.4159
1312,325,225,75,sanctity_sent,-0.4452,0.4452
1313,325,225,100,sanctity_sent,-0.4599,0.4599
1314,325,225,125,sanctity_sent,-0.4664,0.4664
1315,325,225,150,sanctity_sent,-0.4562,0.4562
1316,325,225,175,sanctity_sent,-0.4473,0.4473
1317,325,225,200,sanctity_sent,-0.4488,0.4488
1318,325,225,225,sanctity_sent,-0.4257,0.4257
1319,325,250,25,sanctity_sent,-0.2991,0.2991
1320,325,250,50,sanctity_sent,0.3927,0.3927
1321,325,250,75,sanctity_sent,-0.4322,0.4322
1322,325,250,100,sanctity_sent,-0.4466,0.4466
1323,325,250,125,sanctity_sent,0.4646,0.4646
1324,325,250,150,sanctity_sent,-0.4571,0.4571
1325,325,250,175,sanctity_sent,-0.4593,0.4593
1326,325,250,200,sanctity_sent,-0.4576,0.4576
1327,325,250,225,sanctity_sent,-0.4596,0.4596
1328,325,250,250,sanctity_sent,-0.4452,0.4452
1329,325,275,25,sanctity_sent,-0.2792,0.2792
1330,325,275,50,sanctity_sent,0.3829,0.3829
1331,325,275,75,sanctity_sent,-0.4418,0.4418
1332,325,275,100,sanctity_sent,-0.4518,0.4518
1333,325,275,125,sanctity_sent,0.4661,0.4661
1334,325,275,150,sanctity_sent,-0.4641,0.4641
1335,325,275,175,sanctity_sent,-0.4633,0.4633
1336,325,275,200,sanctity_sent,-0.4569,0.4569
1337,325,275,225,sanctity_sent,-0.4611,0.4611
1338,325,275,250,sanctity_sent,-0.4586,0.4586
1339,325,275,275,sanctity_sent,-0.4421,0.4421
1340,325,300,25,sanctity_sent,-0.3319,0.3319
1341,325,300,50,sanctity_sent,-0.3914,0.3914
1342,325,300,75,sanctity_sent,-0.435,0.435
1343,325,300,100,sanctity_sent,-0.4515,0.4515
1344,325,300,125,sanctity_sent,0.4623,0.4623
1345,325,300,150,sanctity_sent,0.4678,0.4678
1346,325,300,175,sanctity_sent,0.4626,0.4626
1347,325,300,200,sanctity_sent,-0.4603,0.4603
1348,325,300,225,sanctity_sent,-0.4608,0.4608
1349,325,300,250,sanctity_sent,-0.4543,0.4543
1350,325,300,275,sanctity_sent,-0.4564,0.4564
1351,325,300,300,sanctity_sent,-0.4409,0.4409
1352,325,325,25,sanctity_sent,-0.2901,0.2901
1353,325,325,50,sanctity_sent,-0.3831,0.3831
1354,325,325,75,sanctity_sent,-0.44,0.44
1355,325,325,100,sanctity_sent,-0.454,0.454
1356,325,325,125,sanctity_sent,0.4602,0.4602
1357,325,325,150,sanctity_sent,0.4677,0.4677
1358,325,325,175,sanctity_sent,0.4646,0.4646
1359,325,325,200,sanctity_sent,-0.4571,0.4571
1360,325,325,225,sanctity_sent,-0.4562,0.4562
1361,325,325,250,sanctity_sent,-0.4546,0.4546
1362,325,325,275,sanctity_sent,-0.4592,0.4592
1363,325,325,300,sanctity_sent,-0.4477,0.4477
1364,325,325,325,sanctity_sent,-0.432,0.432
1365,325,350,25,sanctity_sent,-0.189,0.189
1366,325,350,50,sanctity_sent,-0.3603,0.3603
1367,325,350,75,sanctity_sent,0.4371,0.4371
1368,325,350,100,sanctity_sent,0.442,0.442
1369,325,350,125,sanctity_sent,0.4559,0.4559
1370,325,350,150,sanctity_sent,0.4611,0.4611
1371,325,350,175,sanctity_sent,0.4589,0.4589
1372,325,350,200,sanctity_sent,0.4484,0.4484
1373,325,350,225,sanctity_sent,0.4463,0.4463
1374,325,350,250,sanctity_sent,-0.4524,0.4524
1375,325,350,275,sanctity_sent,-0.4558,0.4558
1376,325,350,300,sanctity_sent,-0.4569,0.4569
1377,325,350,325,sanctity_sent,-0.4543,0.4543
1378,325,375,25,sanctity_sent,0.0009,0.0009
1379,325,375,50,sanctity_sent,-0.3502,0.3502
1380,325,375,75,sanctity_sent,0.4349,0.4349
1381,325,375,100,sanctity_sent,0.4256,0.4256
1382,325,375,125,sanctity_sent,0.4518,0.4518
1383,325,375,150,sanctity_sent,0.4499,0.4499
1384,325,375,175,sanctity_sent,0.4536,0.4536
1385,325,375,200,sanctity_sent,0.4401,0.4401
1386,325,375,225,sanctity_sent,0.4267,0.4267
1387,325,375,250,sanctity_sent,-0.4271,0.4271
1388,325,375,275,sanctity_sent,-0.4386,0.4386
1389,325,375,300,sanctity_sent,-0.4575,0.4575
1390,325,375,325,sanctity_sent,0.4498,0.4498
1391,325,400,25,sanctity_sent,-0.0928,0.0928
1392,325,400,50,sanctity_sent,0.2941,0.2941
1393,325,400,75,sanctity_sent,0.4271,0.4271
1394,325,400,100,sanctity_sent,0.4293,0.4293
1395,325,400,125,sanctity_sent,0.452,0.452
1396,325,400,150,sanctity_sent,0.4475,0.4475
1397,325,400,175,sanctity_sent,0.4499,0.4499
1398,325,400,200,sanctity_sent,0.4278,0.4278
1399,325,400,225,sanctity_sent,0.4268,0.4268
1400,325,400,250,sanctity_sent,-0.4331,0.4331
1401,325,400,275,sanctity_sent,-0.4283,0.4283
1402,325,400,300,sanctity_sent,-0.4427,0.4427
1403,325,400,325,sanctity_sent,0.4326,0.4326
1404,325,425,25,sanctity_sent,0.048,0.048
1405,325,425,50,sanctity_sent,0.2191,0.2191
1406,325,425,75,sanctity_sent,0.3958,0.3958
1407,325,425,100,sanctity_sent,0.4259,0.4259
1408,325,425,125,sanctity_sent,0.4385,0.4385
1409,325,425,150,sanctity_sent,0.4406,0.4406
1410,325,425,175,sanctity_sent,0.4552,0.4552
1411,325,425,200,sanctity_sent,-0.4251,0.4251
1412,325,425,225,sanctity_sent,0.4234,0.4234
1413,325,425,250,sanctity_sent,-0.4261,0.4261
1414,325,425,275,sanctity_sent,-0.4196,0.4196
1415,325,425,300,sanctity_sent,0.4245,0.4245
1416,325,425,325,sanctity_sent,0.4079,0.4079
1417,325,450,25,sanctity_sent,0.0266,0.0266
1418,325,450,50,sanctity_sent,-0.0186,0.0186
1419,325,450,75,sanctity_sent,-0.379,0.379
1420,325,450,100,sanctity_sent,0.4198,0.4198
1421,325,450,125,sanctity_sent,0.4339,0.4339
1422,325,450,150,sanctity_sent,0.4369,0.4369
1423,325,450,175,sanctity_sent,0.4353,0.4353
1424,325,450,200,sanctity_sent,0.4144,0.4144
1425,325,450,225,sanctity_sent,-0.4099,0.4099
1426,325,450,250,sanctity_sent,-0.4044,0.4044
1427,325,450,275,sanctity_sent,-0.3905,0.3905
1428,325,450,300,sanctity_sent,0.3946,0.3946
1429,325,450,325,sanctity_sent,0.3802,0.3802
1430,325,475,25,sanctity_sent,-0.0263,0.0263
1431,325,475,50,sanctity_sent,-0.0149,0.0149
1432,325,475,75,sanctity_sent,-0.383,0.383
1433,325,475,100,sanctity_sent,0.4214,0.4214
1434,325,475,125,sanctity_sent,0.4257,0.4257
1435,325,475,150,sanctity_sent,0.432,0.432
1436,325,475,175,sanctity_sent,0.4328,0.4328
1437,325,475,200,sanctity_sent,0.4064,0.4064
1438,325,475,225,sanctity_sent,0.4014,0.4014
1439,325,475,250,sanctity_sent,0.3949,0.3949
1440,325,475,275,sanctity_sent,0.3799,0.3799
1441,325,475,300,sanctity_sent,0.3755,0.3755
1442,325,475,325,sanctity_sent,0.3624,0.3624
1443,325,500,25,sanctity_sent,-0.0226,0.0226
1444,325,500,50,sanctity_sent,-0.027,0.027
1445,325,500,75,sanctity_sent,0.377,0.377
1446,325,500,100,sanctity_sent,0.4226,0.4226
1447,325,500,125,sanctity_sent,0.4253,0.4253
1448,325,500,150,sanctity_sent,0.4324,0.4324
1449,325,500,175,sanctity_sent,0.428,0.428
1450,325,500,200,sanctity_sent,0.4076,0.4076
1451,325,500,225,sanctity_sent,0.3895,0.3895
1452,325,500,250,sanctity_sent,0.3887,0.3887
1453,325,500,275,sanctity_sent,0.3704,0.3704
1454,325,500,300,sanctity_sent,0.3694,0.3694
1455,325,500,325,sanctity_sent,0.3372,0.3372
1456,350,25,25,sanctity_sent,-0.1159,0.1159
1457,350,50,25,sanctity_sent,-0.2085,0.2085
1458,350,50,50,sanctity_sent,-0.1564,0.1564
1459,350,75,25,sanctity_sent,-0.3286,0.3286
1460,350,75,50,sanctity_sent,0.3548,0.3548
1461,350,75,75,sanctity_sent,-0.2762,0.2762
1462,350,100,25,sanctity_sent,-0.3589,0.3589
1463,350,100,50,sanctity_sent,0.3851,0.3851
1464,350,100,75,sanctity_sent,0.3946,0.3946
1465,350,100,100,sanctity_sent,-0.3401,0.3401
1466,350,125,25,sanctity_sent,-0.3041,0.3041
1467,350,125,50,sanctity_sent,-0.4113,0.4113
1468,350,125,75,sanctity_sent,-0.4099,0.4099
1469,350,125,100,sanctity_sent,-0.4277,0.4277
1470,350,125,125,sanctity_sent,-0.352,0.352
1471,350,150,25,sanctity_sent,0.3633,0.3633
1472,350,150,50,sanctity_sent,-0.411,0.411
1473,350,150,75,sanctity_sent,-0.4325,0.4325
1474,350,150,100,sanctity_sent,-0.443,0.443
1475,350,150,125,sanctity_sent,-0.4399,0.4399
1476,350,150,150,sanctity_sent,-0.3826,0.3826
1477,350,175,25,sanctity_sent,0.2113,0.2113
1478,350,175,50,sanctity_sent,-0.4121,0.4121
1479,350,175,75,sanctity_sent,-0.4403,0.4403
1480,350,175,100,sanctity_sent,-0.4652,0.4652
1481,350,175,125,sanctity_sent,-0.4537,0.4537
1482,350,175,150,sanctity_sent,-0.4385,0.4385
1483,350,175,175,sanctity_sent,-0.395,0.395
1484,350,200,25,sanctity_sent,0.3224,0.3224
1485,350,200,50,sanctity_sent,-0.426,0.426
1486,350,200,75,sanctity_sent,-0.4498,0.4498
1487,350,200,100,sanctity_sent,-0.4591,0.4591
1488,350,200,125,sanctity_sent,-0.4598,0.4598
1489,350,200,150,sanctity_sent,-0.4452,0.4452
1490,350,200,175,sanctity_sent,-0.4433,0.4433
1491,350,200,200,sanctity_sent,-0.4024,0.4024
1492,350,225,25,sanctity_sent,-0.3563,0.3563
1493,350,225,50,sanctity_sent,-0.4215,0.4215
1494,350,225,75,sanctity_sent,-0.4393,0.4393
1495,350,225,100,sanctity_sent,-0.4582,0.4582
1496,350,225,125,sanctity_sent,-0.4645,0.4645
1497,350,225,150,sanctity_sent,-0.4557,0.4557
1498,350,225,175,sanctity_sent,-0.4421,0.4421
1499,350,225,200,sanctity_sent,-0.4453,0.4453
1500,350,225,225,sanctity_sent,-0.4097,0.4097
1501,350,250,25,sanctity_sent,-0.2893,0.2893
1502,350,250,50,sanctity_sent,-0.3687,0.3687
1503,350,250,75,sanctity_sent,-0.4371,0.4371
1504,350,250,100,sanctity_sent,-0.445,0.445
1505,350,250,125,sanctity_sent,0.4651,0.4651
1506,350,250,150,sanctity_sent,-0.4575,0.4575
1507,350,250,175,sanctity_sent,-0.4513,0.4513
1508,350,250,200,sanctity_sent,-0.4498,0.4498
1509,350,250,225,sanctity_sent,-0.4529,0.4529
1510,350,250,250,sanctity_sent,-0.4409,0.4409
1511,350,275,25,sanctity_sent,-0.2412,0.2412
1512,350,275,50,sanctity_sent,-0.379,0.379
1513,350,275,75,sanctity_sent,-0.442,0.442
1514,350,275,100,sanctity_sent,-0.4567,0.4567
1515,350,275,125,sanctity_sent,0.4661,0.4661
1516,350,275,150,sanctity_sent,-0.4669,0.4669
1517,350,275,175,sanctity_sent,-0.461,0.461
1518,350,275,200,sanctity_sent,-0.4612,0.4612
1519,350,275,225,sanctity_sent,-0.4604,0.4604
1520,350,275,250,sanctity_sent,-0.4565,0.4565
1521,350,275,275,sanctity_sent,-0.4505,0.4505
1522,350,300,25,sanctity_sent,-0.3122,0.3122
1523,350,300,50,sanctity_sent,-0.3843,0.3843
1524,350,300,75,sanctity_sent,-0.4358,0.4358
1525,350,300,100,sanctity_sent,-0.4553,0.4553
1526,350,300,125,sanctity_sent,0.4617,0.4617
1527,350,300,150,sanctity_sent,-0.4661,0.4661
1528,350,300,175,sanctity_sent,0.4629,0.4629
1529,350,300,200,sanctity_sent,-0.4607,0.4607
1530,350,300,225,sanctity_sent,-0.455,0.455
1531,350,300,250,sanctity_sent,-0.4535,0.4535
1532,350,300,275,sanctity_sent,-0.4606,0.4606
1533,350,300,300,sanctity_sent,-0.4536,0.4536
1534,350,325,25,sanctity_sent,-0.2806,0.2806
1535,350,325,50,sanctity_sent,-0.3819,0.3819
1536,350,325,75,sanctity_sent,-0.4395,0.4395
1537,350,325,100,sanctity_sent,-0.4487,0.4487
1538,350,325,125,sanctity_sent,0.4613,0.4613
1539,350,325,150,sanctity_sent,0.4653,0.4653
1540,350,325,175,sanctity_sent,0.4628,0.4628
1541,350,325,200,sanctity_sent,-0.4606,0.4606
1542,350,325,225,sanctity_sent,-0.4628,0.4628
1543,350,325,250,sanctity_sent,-0.4596,0.4596
1544,350,325,275,sanctity_sent,-0.4566,0.4566
1545,350,325,300,sanctity_sent,-0.4587,0.4587
1546,350,325,325,sanctity_sent,-0.4381,0.4381
1547,350,350,25,sanctity_sent,0.1013,0.1013
1548,350,350,50,sanctity_sent,-0.3238,0.3238
1549,350,350,75,sanctity_sent,0.4395,0.4395
1550,350,350,100,sanctity_sent,0.4379,0.4379
1551,350,350,125,sanctity_sent,0.4565,0.4565
1552,350,350,150,sanctity_sent,0.4581,0.4581
1553,350,350,175,sanctity_sent,0.4629,0.4629
1554,350,350,200,sanctity_sent,0.4535,0.4535
1555,350,350,225,sanctity_sent,-0.4529,0.4529
1556,350,350,250,sanctity_sent,-0.4547,0.4547
1557,350,350,275,sanctity_sent,-0.4537,0.4537
1558,350,350,300,sanctity_sent,-0.46,0.46
1559,350,350,325,sanctity_sent,-0.4537,0.4537
1560,350,350,350,sanctity_sent,-0.4401,0.4401
1561,350,375,25,sanctity_sent,0.0443,0.0443
1562,350,375,50,sanctity_sent,0.129,0.129
