,h,l,n,authority_sent,cor,cor_abs
570,200,300,175,authority_sent,0.4478,0.4478
571,200,300,200,authority_sent,0.439,0.439
572,200,325,25,authority_sent,0.3422,0.3422
573,200,325,50,authority_sent,-0.373,0.373
574,200,325,75,authority_sent,-0.4305,0.4305
575,200,325,100,authority_sent,-0.4315,0.4315
576,200,325,125,authority_sent,0.4513,0.4513
577,200,325,150,authority_sent,0.4393,0.4393
578,200,325,175,authority_sent,0.4309,0.4309
579,200,325,200,authority_sent,0.4227,0.4227
580,200,350,25,authority_sent,0.3708,0.3708
581,200,350,50,authority_sent,-0.3695,0.3695
582,200,350,75,authority_sent,-0.4195,0.4195
583,200,350,100,authority_sent,-0.4131,0.4131
584,200,350,125,authority_sent,0.429,0.429
585,200,350,150,authority_sent,0.4213,0.4213
586,200,350,175,authority_sent,0.4085,0.4085
587,200,350,200,authority_sent,0.393,0.393
588,200,375,25,authority_sent,0.3502,0.3502
589,200,375,50,authority_sent,-0.357,0.357
590,200,375,75,authority_sent,-0.414,0.414
591,200,375,100,authority_sent,-0.3962,0.3962
592,200,375,125,authority_sent,0.4086,0.4086
593,200,375,150,authority_sent,0.4065,0.4065
594,200,375,175,authority_sent,0.4039,0.4039
595,200,375,200,authority_sent,0.3819,0.3819
596,200,400,25,authority_sent,-0.2979,0.2979
597,200,400,50,authority_sent,-0.3294,0.3294
598,200,400,75,authority_sent,-0.4104,0.4104
599,200,400,100,authority_sent,-0.3896,0.3896
600,200,400,125,authority_sent,0.4013,0.4013
601,200,400,150,authority_sent,0.4303,0.4303
602,200,400,175,authority_sent,0.4118,0.4118
603,200,400,200,authority_sent,0.3804,0.3804
604,200,425,25,authority_sent,0.255,0.255
605,200,425,50,authority_sent,-0.3227,0.3227
606,200,425,75,authority_sent,0.4045,0.4045
607,200,425,100,authority_sent,-0.3723,0.3723
608,200,425,125,authority_sent,0.39,0.39
609,200,425,150,authority_sent,0.4267,0.4267
610,200,425,175,authority_sent,0.4109,0.4109
611,200,425,200,authority_sent,0.3863,0.3863
612,200,450,25,authority_sent,0.272,0.272
613,200,450,50,authority_sent,-0.3164,0.3164
614,200,450,75,authority_sent,-0.3953,0.3953
615,200,450,100,authority_sent,-0.3689,0.3689
616,200,450,125,authority_sent,0.3681,0.3681
617,200,450,150,authority_sent,0.3893,0.3893
618,200,450,175,authority_sent,0.3817,0.3817
619,200,450,200,authority_sent,0.3709,0.3709
620,200,475,25,authority_sent,0.2571,0.2571
621,200,475,50,authority_sent,0.3374,0.3374
622,200,475,75,authority_sent,0.4144,0.4144
623,200,475,100,authority_sent,0.3876,0.3876
624,200,475,125,authority_sent,0.3777,0.3777
625,200,475,150,authority_sent,0.3945,0.3945
626,200,475,175,authority_sent,0.3848,0.3848
627,200,475,200,authority_sent,0.3649,0.3649
628,200,500,25,authority_sent,0.2571,0.2571
629,200,500,50,authority_sent,0.3374,0.3374
630,200,500,75,authority_sent,0.4059,0.4059
631,200,500,100,authority_sent,0.3768,0.3768
632,200,500,125,authority_sent,0.3615,0.3615
633,200,500,150,authority_sent,0.3734,0.3734
634,200,500,175,authority_sent,0.3612,0.3612
635,200,500,200,authority_sent,0.3554,0.3554
636,225,25,25,authority_sent,-0.2152,0.2152
637,225,50,25,authority_sent,0.3727,0.3727
638,225,50,50,authority_sent,-0.2535,0.2535
639,225,75,25,authority_sent,-0.4087,0.4087
640,225,75,50,authority_sent,-0.3693,0.3693
641,225,75,75,authority_sent,-0.3068,0.3068
642,225,100,25,authority_sent,0.4215,0.4215
643,225,100,50,authority_sent,0.4494,0.4494
644,225,100,75,authority_sent,0.3926,0.3926
645,225,100,100,authority_sent,-0.2978,0.2978
646,225,125,25,authority_sent,0.428,0.428
647,225,125,50,authority_sent,0.4644,0.4644
648,225,125,75,authority_sent,-0.4144,0.4144
649,225,125,100,authority_sent,-0.4093,0.4093
650,225,125,125,authority_sent,-0.3388,0.3388
651,225,150,25,authority_sent,-0.3553,0.3553
652,225,150,50,authority_sent,0.473,0.473
653,225,150,75,authority_sent,-0.4451,0.4451
654,225,150,100,authority_sent,-0.4411,0.4411
655,225,150,125,authority_sent,-0.3996,0.3996
656,225,150,150,authority_sent,-0.3421,0.3421
657,225,175,25,authority_sent,-0.4163,0.4163
658,225,175,50,authority_sent,-0.4612,0.4612
659,225,175,75,authority_sent,0.4825,0.4825
660,225,175,100,authority_sent,-0.4836,0.4836
661,225,175,125,authority_sent,-0.4552,0.4552
662,225,175,150,authority_sent,-0.4418,0.4418
663,225,175,175,authority_sent,-0.4006,0.4006
664,225,200,25,authority_sent,0.426,0.426
665,225,200,50,authority_sent,-0.4589,0.4589
666,225,200,75,authority_sent,-0.4724,0.4724
667,225,200,100,authority_sent,-0.4941,0.4941
668,225,200,125,authority_sent,-0.4834,0.4834
669,225,200,150,authority_sent,-0.4753,0.4753
670,225,200,175,authority_sent,-0.4533,0.4533
671,225,200,200,authority_sent,-0.4106,0.4106
672,225,225,25,authority_sent,-0.3693,0.3693
673,225,225,50,authority_sent,-0.4458,0.4458
674,225,225,75,authority_sent,-0.466,0.466
675,225,225,100,authority_sent,0.4856,0.4856
676,225,225,125,authority_sent,0.4928,0.4928
677,225,225,150,authority_sent,-0.4804,0.4804
678,225,225,175,authority_sent,-0.4727,0.4727
679,225,225,200,authority_sent,-0.4583,0.4583
680,225,225,225,authority_sent,-0.4202,0.4202
681,225,250,25,authority_sent,-0.3673,0.3673
682,225,250,50,authority_sent,-0.3998,0.3998
683,225,250,75,authority_sent,-0.467,0.467
684,225,250,100,authority_sent,0.4762,0.4762
685,225,250,125,authority_sent,0.4965,0.4965
686,225,250,150,authority_sent,-0.493,0.493
687,225,250,175,authority_sent,-0.4892,0.4892
688,225,250,200,authority_sent,-0.4769,0.4769
689,225,250,225,authority_sent,-0.473,0.473
690,225,275,25,authority_sent,-0.3821,0.3821
691,225,275,50,authority_sent,-0.3889,0.3889
692,225,275,75,authority_sent,-0.456,0.456
693,225,275,100,authority_sent,0.4481,0.4481
694,225,275,125,authority_sent,0.4811,0.4811
695,225,275,150,authority_sent,-0.4791,0.4791
696,225,275,175,authority_sent,-0.4812,0.4812
697,225,275,200,authority_sent,-0.4797,0.4797
698,225,275,225,authority_sent,-0.469,0.469
699,225,300,25,authority_sent,0.3727,0.3727
700,225,300,50,authority_sent,-0.3425,0.3425
701,225,300,75,authority_sent,-0.4103,0.4103
702,225,300,100,authority_sent,0.4211,0.4211
703,225,300,125,authority_sent,0.4476,0.4476
704,225,300,150,authority_sent,-0.4781,0.4781
705,225,300,175,authority_sent,-0.4851,0.4851
706,225,300,200,authority_sent,0.4775,0.4775
707,225,300,225,authority_sent,0.4596,0.4596
708,225,325,25,authority_sent,-0.3275,0.3275
709,225,325,50,authority_sent,-0.3161,0.3161
710,225,325,75,authority_sent,0.4342,0.4342
711,225,325,100,authority_sent,0.4301,0.4301
712,225,325,125,authority_sent,0.4532,0.4532
713,225,325,150,authority_sent,0.4755,0.4755
714,225,325,175,authority_sent,-0.4729,0.4729
715,225,325,200,authority_sent,0.4668,0.4668
716,225,325,225,authority_sent,0.4472,0.4472
717,225,350,25,authority_sent,-0.357,0.357
718,225,350,50,authority_sent,-0.3215,0.3215
719,225,350,75,authority_sent,-0.4429,0.4429
720,225,350,100,authority_sent,-0.4202,0.4202
721,225,350,125,authority_sent,0.4423,0.4423
722,225,350,150,authority_sent,0.4579,0.4579
723,225,350,175,authority_sent,0.4507,0.4507
724,225,350,200,authority_sent,0.4472,0.4472
725,225,350,225,authority_sent,0.4271,0.4271
726,225,375,25,authority_sent,-0.2767,0.2767
727,225,375,50,authority_sent,-0.3321,0.3321
728,225,375,75,authority_sent,-0.4343,0.4343
729,225,375,100,authority_sent,0.4152,0.4152
730,225,375,125,authority_sent,0.4331,0.4331
731,225,375,150,authority_sent,0.4482,0.4482
732,225,375,175,authority_sent,0.4283,0.4283
733,225,375,200,authority_sent,0.4352,0.4352
734,225,375,225,authority_sent,0.4113,0.4113
735,225,400,25,authority_sent,-0.2829,0.2829
736,225,400,50,authority_sent,0.3538,0.3538
737,225,400,75,authority_sent,-0.413,0.413
738,225,400,100,authority_sent,0.4005,0.4005
739,225,400,125,authority_sent,0.4198,0.4198
740,225,400,150,authority_sent,0.4441,0.4441
741,225,400,175,authority_sent,0.4207,0.4207
742,225,400,200,authority_sent,0.4269,0.4269
743,225,400,225,authority_sent,0.3992,0.3992
744,225,425,25,authority_sent,-0.2077,0.2077
745,225,425,50,authority_sent,0.3403,0.3403
746,225,425,75,authority_sent,-0.4074,0.4074
747,225,425,100,authority_sent,0.388,0.388
748,225,425,125,authority_sent,0.403,0.403
749,225,425,150,authority_sent,0.4303,0.4303
750,225,425,175,authority_sent,0.4289,0.4289
751,225,425,200,authority_sent,0.4268,0.4268
752,225,425,225,authority_sent,0.4051,0.4051
753,225,450,25,authority_sent,0.2718,0.2718
754,225,450,50,authority_sent,0.32,0.32
755,225,450,75,authority_sent,-0.4133,0.4133
756,225,450,100,authority_sent,0.3847,0.3847
757,225,450,125,authority_sent,0.3632,0.3632
758,225,450,150,authority_sent,0.4008,0.4008
759,225,450,175,authority_sent,0.3976,0.3976
760,225,450,200,authority_sent,0.4041,0.4041
761,225,450,225,authority_sent,0.3925,0.3925
762,225,475,25,authority_sent,0.3023,0.3023
763,225,475,50,authority_sent,0.3445,0.3445
764,225,475,75,authority_sent,0.4055,0.4055
765,225,475,100,authority_sent,0.4178,0.4178
766,225,475,125,authority_sent,0.3868,0.3868
767,225,475,150,authority_sent,0.4066,0.4066
768,225,475,175,authority_sent,0.407,0.407
769,225,475,200,authority_sent,0.3989,0.3989
770,225,475,225,authority_sent,0.3803,0.3803
771,225,500,25,authority_sent,0.3023,0.3023
772,225,500,50,authority_sent,0.3445,0.3445
773,225,500,75,authority_sent,0.396,0.396
774,225,500,100,authority_sent,0.4128,0.4128
775,225,500,125,authority_sent,0.38,0.38
776,225,500,150,authority_sent,0.3996,0.3996
777,225,500,175,authority_sent,0.4011,0.4011
778,225,500,200,authority_sent,0.3808,0.3808
779,225,500,225,authority_sent,0.3661,0.3661
780,250,25,25,authority_sent,-0.2282,0.2282
781,250,50,25,authority_sent,0.3534,0.3534
782,250,50,50,authority_sent,-0.2432,0.2432
783,250,75,25,authority_sent,-0.3947,0.3947
784,250,75,50,authority_sent,-0.343,0.343
785,250,75,75,authority_sent,-0.3056,0.3056
786,250,100,25,authority_sent,0.4069,0.4069
787,250,100,50,authority_sent,-0.4422,0.4422
788,250,100,75,authority_sent,-0.371,0.371
789,250,100,100,authority_sent,-0.3034,0.3034
790,250,125,25,authority_sent,0.4062,0.4062
791,250,125,50,authority_sent,-0.4512,0.4512
792,250,125,75,authority_sent,-0.4216,0.4216
793,250,125,100,authority_sent,-0.3879,0.3879
794,250,125,125,authority_sent,-0.3224,0.3224
795,250,150,25,authority_sent,-0.3397,0.3397
796,250,150,50,authority_sent,0.4465,0.4465
797,250,150,75,authority_sent,-0.4585,0.4585
798,250,150,100,authority_sent,-0.4337,0.4337
799,250,150,125,authority_sent,-0.3913,0.3913
800,250,150,150,authority_sent,-0.3321,0.3321
801,250,175,25,authority_sent,-0.3822,0.3822
802,250,175,50,authority_sent,-0.4461,0.4461
803,250,175,75,authority_sent,-0.4704,0.4704
804,250,175,100,authority_sent,-0.4749,0.4749
805,250,175,125,authority_sent,-0.4518,0.4518
806,250,175,150,authority_sent,-0.4378,0.4378
807,250,175,175,authority_sent,-0.3811,0.3811
808,250,200,25,authority_sent,0.252,0.252
809,250,200,50,authority_sent,-0.4477,0.4477
810,250,200,75,authority_sent,-0.4572,0.4572
811,250,200,100,authority_sent,0.4899,0.4899
812,250,200,125,authority_sent,-0.4809,0.4809
813,250,200,150,authority_sent,-0.4724,0.4724
814,250,200,175,authority_sent,-0.4509,0.4509
815,250,200,200,authority_sent,-0.4247,0.4247
816,250,225,25,authority_sent,-0.3928,0.3928
817,250,225,50,authority_sent,-0.4465,0.4465
818,250,225,75,authority_sent,-0.4646,0.4646
819,250,225,100,authority_sent,0.4867,0.4867
820,250,225,125,authority_sent,-0.4969,0.4969
821,250,225,150,authority_sent,-0.4759,0.4759
822,250,225,175,authority_sent,-0.4726,0.4726
823,250,225,200,authority_sent,-0.4581,0.4581
824,250,225,225,authority_sent,-0.4314,0.4314
825,250,250,25,authority_sent,0.3345,0.3345
826,250,250,50,authority_sent,0.3819,0.3819
827,250,250,75,authority_sent,-0.4362,0.4362
828,250,250,100,authority_sent,0.4715,0.4715
829,250,250,125,authority_sent,-0.4992,0.4992
830,250,250,150,authority_sent,-0.4917,0.4917
831,250,250,175,authority_sent,-0.4906,0.4906
832,250,250,200,authority_sent,-0.4829,0.4829
833,250,250,225,authority_sent,-0.4824,0.4824
834,250,250,250,authority_sent,-0.4489,0.4489
835,250,275,25,authority_sent,0.3816,0.3816
836,250,275,50,authority_sent,0.363,0.363
837,250,275,75,authority_sent,-0.4327,0.4327
838,250,275,100,authority_sent,0.4543,0.4543
839,250,275,125,authority_sent,0.4903,0.4903
840,250,275,150,authority_sent,-0.4947,0.4947
841,250,275,175,authority_sent,-0.4856,0.4856
842,250,275,200,authority_sent,-0.4837,0.4837
843,250,275,225,authority_sent,-0.4841,0.4841
844,250,275,250,authority_sent,-0.4872,0.4872
845,250,300,25,authority_sent,0.3654,0.3654
846,250,300,50,authority_sent,0.2935,0.2935
847,250,300,75,authority_sent,-0.4061,0.4061
848,250,300,100,authority_sent,-0.4295,0.4295
849,250,300,125,authority_sent,0.4596,0.4596
850,250,300,150,authority_sent,-0.4871,0.4871
851,250,300,175,authority_sent,-0.4863,0.4863
852,250,300,200,authority_sent,-0.4772,0.4772
853,250,300,225,authority_sent,-0.4784,0.4784
854,250,300,250,authority_sent,-0.4744,0.4744
855,250,325,25,authority_sent,0.2511,0.2511
856,250,325,50,authority_sent,-0.227,0.227
857,250,325,75,authority_sent,-0.4372,0.4372
858,250,325,100,authority_sent,-0.4177,0.4177
859,250,325,125,authority_sent,0.4571,0.4571
860,250,325,150,authority_sent,0.4855,0.4855
861,250,325,175,authority_sent,-0.4766,0.4766
862,250,325,200,authority_sent,0.4723,0.4723
863,250,325,225,authority_sent,0.4682,0.4682
864,250,325,250,authority_sent,0.4604,0.4604
865,250,350,25,authority_sent,0.0015,0.0015
866,250,350,50,authority_sent,-0.3475,0.3475
867,250,350,75,authority_sent,-0.4337,0.4337
868,250,350,100,authority_sent,-0.4205,0.4205
869,250,350,125,authority_sent,0.4423,0.4423
870,250,350,150,authority_sent,0.4635,0.4635
871,250,350,175,authority_sent,-0.4554,0.4554
872,250,350,200,authority_sent,0.4556,0.4556
873,250,350,225,authority_sent,0.4533,0.4533
874,250,350,250,authority_sent,0.4347,0.4347
875,250,375,25,authority_sent,0.0015,0.0015
876,250,375,50,authority_sent,0.3272,0.3272
877,250,375,75,authority_sent,-0.4517,0.4517
878,250,375,100,authority_sent,-0.4396,0.4396
879,250,375,125,authority_sent,0.4433,0.4433
880,250,375,150,authority_sent,0.459,0.459
881,250,375,175,authority_sent,0.4524,0.4524
882,250,375,200,authority_sent,-0.4403,0.4403
883,250,375,225,authority_sent,0.4357,0.4357
884,250,375,250,authority_sent,0.4214,0.4214
885,250,400,25,authority_sent,-0.0347,0.0347
886,250,400,50,authority_sent,-0.3607,0.3607
887,250,400,75,authority_sent,-0.4322,0.4322
888,250,400,100,authority_sent,0.4345,0.4345
889,250,400,125,authority_sent,0.4297,0.4297
890,250,400,150,authority_sent,0.4435,0.4435
891,250,400,175,authority_sent,0.4516,0.4516
892,250,400,200,authority_sent,0.4305,0.4305
893,250,400,225,authority_sent,0.4361,0.4361
894,250,400,250,authority_sent,0.4151,0.4151
895,250,425,25,authority_sent,-0.0881,0.0881
896,250,425,50,authority_sent,-0.3481,0.3481
897,250,425,75,authority_sent,-0.4272,0.4272
898,250,425,100,authority_sent,0.4334,0.4334
899,250,425,125,authority_sent,0.4155,0.4155
900,250,425,150,authority_sent,0.4312,0.4312
901,250,425,175,authority_sent,0.4514,0.4514
902,250,425,200,authority_sent,0.4279,0.4279
903,250,425,225,authority_sent,0.4348,0.4348
904,250,425,250,authority_sent,0.4186,0.4186
905,250,450,25,authority_sent,-0.0365,0.0365
906,250,450,50,authority_sent,-0.3448,0.3448
907,250,450,75,authority_sent,-0.4106,0.4106
908,250,450,100,authority_sent,0.4223,0.4223
909,250,450,125,authority_sent,0.4015,0.4015
910,250,450,150,authority_sent,0.4253,0.4253
911,250,450,175,authority_sent,0.4296,0.4296
912,250,450,200,authority_sent,0.4057,0.4057
913,250,450,225,authority_sent,0.4153,0.4153
914,250,450,250,authority_sent,0.4009,0.4009
915,250,475,25,authority_sent,-0.0302,0.0302
916,250,475,50,authority_sent,-0.3467,0.3467
917,250,475,75,authority_sent,0.3958,0.3958
918,250,475,100,authority_sent,0.43,0.43
919,250,475,125,authority_sent,0.4067,0.4067
920,250,475,150,authority_sent,0.4301,0.4301
921,250,475,175,authority_sent,0.4325,0.4325
922,250,475,200,authority_sent,0.4035,0.4035
923,250,475,225,authority_sent,0.4051,0.4051
924,250,475,250,authority_sent,0.3909,0.3909
925,250,500,25,authority_sent,-0.0302,0.0302
926,250,500,50,authority_sent,-0.3467,0.3467
927,250,500,75,authority_sent,0.3712,0.3712
928,250,500,100,authority_sent,0.4256,0.4256
929,250,500,125,authority_sent,0.3994,0.3994
930,250,500,150,authority_sent,0.4161,0.4161
931,250,500,175,authority_sent,0.4142,0.4142
932,250,500,200,authority_sent,0.388,0.388
933,250,500,225,authority_sent,0.3832,0.3832
934,250,500,250,authority_sent,0.3691,0.3691
935,275,25,25,authority_sent,-0.2003,0.2003
936,275,50,25,authority_sent,0.361,0.361
937,275,50,50,authority_sent,-0.2395,0.2395
938,275,75,25,authority_sent,-0.3812,0.3812
939,275,75,50,authority_sent,-0.3478,0.3478
940,275,75,75,authority_sent,-0.288,0.288
941,275,100,25,authority_sent,0.3055,0.3055
942,275,100,50,authority_sent,-0.4507,0.4507
943,275,100,75,authority_sent,-0.3692,0.3692
944,275,100,100,authority_sent,-0.2989,0.2989
945,275,125,25,authority_sent,0.392,0.392
946,275,125,50,authority_sent,0.4392,0.4392
947,275,125,75,authority_sent,-0.4214,0.4214
948,275,125,100,authority_sent,-0.3851,0.3851
949,275,125,125,authority_sent,-0.3206,0.3206
950,275,150,25,authority_sent,-0.2887,0.2887
951,275,150,50,authority_sent,-0.4383,0.4383
952,275,150,75,authority_sent,-0.4535,0.4535
953,275,150,100,authority_sent,-0.4159,0.4159
954,275,150,125,authority_sent,-0.355,0.355
955,275,150,150,authority_sent,-0.3018,0.3018
956,275,175,25,authority_sent,-0.3961,0.3961
957,275,175,50,authority_sent,-0.4231,0.4231
958,275,175,75,authority_sent,-0.4502,0.4502
959,275,175,100,authority_sent,-0.47,0.47
960,275,175,125,authority_sent,-0.435,0.435
961,275,175,150,authority_sent,-0.425,0.425
962,275,175,175,authority_sent,-0.3643,0.3643
963,275,200,25,authority_sent,-0.3683,0.3683
964,275,200,50,authority_sent,-0.4419,0.4419
965,275,200,75,authority_sent,-0.4477,0.4477
966,275,200,100,authority_sent,-0.4773,0.4773
967,275,200,125,authority_sent,-0.473,0.473
968,275,200,150,authority_sent,-0.4599,0.4599
969,275,200,175,authority_sent,-0.446,0.446
970,275,200,200,authority_sent,-0.4117,0.4117
971,275,225,25,authority_sent,-0.3541,0.3541
972,275,225,50,authority_sent,-0.4473,0.4473
973,275,225,75,authority_sent,-0.4658,0.4658
974,275,225,100,authority_sent,0.4783,0.4783
975,275,225,125,authority_sent,-0.4959,0.4959
976,275,225,150,authority_sent,-0.474,0.474
977,275,225,175,authority_sent,-0.467,0.467
978,275,225,200,authority_sent,-0.4606,0.4606
979,275,225,225,authority_sent,-0.4287,0.4287
980,275,250,25,authority_sent,0.2932,0.2932
981,275,250,50,authority_sent,-0.3447,0.3447
982,275,250,75,authority_sent,-0.4218,0.4218
983,275,250,100,authority_sent,0.4541,0.4541
984,275,250,125,authority_sent,0.4904,0.4904
985,275,250,150,authority_sent,-0.494,0.494
986,275,250,175,authority_sent,-0.4911,0.4911
987,275,250,200,authority_sent,-0.4722,0.4722
988,275,250,225,authority_sent,-0.4708,0.4708
989,275,250,250,authority_sent,-0.4307,0.4307
990,275,275,25,authority_sent,0.3478,0.3478
991,275,275,50,authority_sent,0.3204,0.3204
992,275,275,75,authority_sent,-0.4347,0.4347
993,275,275,100,authority_sent,0.4559,0.4559
994,275,275,125,authority_sent,-0.4865,0.4865
995,275,275,150,authority_sent,0.4912,0.4912
996,275,275,175,authority_sent,-0.4876,0.4876
997,275,275,200,authority_sent,-0.4823,0.4823
998,275,275,225,authority_sent,-0.4819,0.4819
999,275,275,250,authority_sent,-0.4813,0.4813
1000,275,275,275,authority_sent,-0.4718,0.4718
1001,275,300,25,authority_sent,-0.3557,0.3557
1002,275,300,50,authority_sent,0.2809,0.2809
1003,275,300,75,authority_sent,-0.4213,0.4213
1004,275,300,100,authority_sent,-0.4308,0.4308
1005,275,300,125,authority_sent,0.4604,0.4604
1006,275,300,150,authority_sent,0.4827,0.4827
1007,275,300,175,authority_sent,-0.4849,0.4849
1008,275,300,200,authority_sent,-0.4858,0.4858
1009,275,300,225,authority_sent,-0.4856,0.4856
1010,275,300,250,authority_sent,-0.478,0.478
1011,275,300,275,authority_sent,-0.4812,0.4812
1012,275,325,25,authority_sent,0.0288,0.0288
1013,275,325,50,authority_sent,-0.2604,0.2604
1014,275,325,75,authority_sent,-0.4207,0.4207
1015,275,325,100,authority_sent,-0.4234,0.4234
1016,275,325,125,authority_sent,0.4556,0.4556
1017,275,325,150,authority_sent,0.4764,0.4764
1018,275,325,175,authority_sent,0.479,0.479
1019,275,325,200,authority_sent,-0.4781,0.4781
1020,275,325,225,authority_sent,0.4771,0.4771
1021,275,325,250,authority_sent,-0.4754,0.4754
1022,275,325,275,authority_sent,-0.4766,0.4766
1023,275,350,25,authority_sent,-0.0819,0.0819
1024,275,350,50,authority_sent,-0.338,0.338
1025,275,350,75,authority_sent,-0.4494,0.4494
1026,275,350,100,authority_sent,-0.4235,0.4235
1027,275,350,125,authority_sent,-0.4371,0.4371
1028,275,350,150,authority_sent,0.4728,0.4728
1029,275,350,175,authority_sent,0.4758,0.4758
1030,275,350,200,authority_sent,-0.4615,0.4615
1031,275,350,225,authority_sent,0.4641,0.4641
1032,275,350,250,authority_sent,-0.4611,0.4611
1033,275,350,275,authority_sent,-0.4594,0.4594
1034,275,375,25,authority_sent,-0.0819,0.0819
1035,275,375,50,authority_sent,-0.3591,0.3591
1036,275,375,75,authority_sent,-0.4557,0.4557
1037,275,375,100,authority_sent,-0.4502,0.4502
1038,275,375,125,authority_sent,0.4551,0.4551
1039,275,375,150,authority_sent,0.4701,0.4701
1040,275,375,175,authority_sent,0.4714,0.4714
1041,275,375,200,authority_sent,-0.4609,0.4609
1042,275,375,225,authority_sent,-0.4491,0.4491
1043,275,375,250,authority_sent,0.44,0.44
1044,275,375,275,authority_sent,0.4328,0.4328
1045,275,400,25,authority_sent,-0.1271,0.1271
1046,275,400,50,authority_sent,-0.3585,0.3585
1047,275,400,75,authority_sent,-0.4398,0.4398
1048,275,400,100,authority_sent,-0.4344,0.4344
1049,275,400,125,authority_sent,0.4491,0.4491
1050,275,400,150,authority_sent,0.4562,0.4562
1051,275,400,175,authority_sent,-0.4613,0.4613
1052,275,400,200,authority_sent,0.4513,0.4513
1053,275,400,225,authority_sent,-0.4439,0.4439
1054,275,400,250,authority_sent,-0.4275,0.4275
1055,275,400,275,authority_sent,0.4262,0.4262
1056,275,425,25,authority_sent,-0.0881,0.0881
1057,275,425,50,authority_sent,-0.3441,0.3441
1058,275,425,75,authority_sent,0.429,0.429
1059,275,425,100,authority_sent,0.4316,0.4316
1060,275,425,125,authority_sent,0.4259,0.4259
1061,275,425,150,authority_sent,0.4416,0.4416
1062,275,425,175,authority_sent,-0.4579,0.4579
1063,275,425,200,authority_sent,0.4531,0.4531
1064,275,425,225,authority_sent,-0.4372,0.4372
1065,275,425,250,authority_sent,0.4311,0.4311
1066,275,425,275,authority_sent,0.4211,0.4211
1067,275,450,25,authority_sent,-0.0365,0.0365
1068,275,450,50,authority_sent,-0.3286,0.3286
1069,275,450,75,authority_sent,-0.4147,0.4147
1070,275,450,100,authority_sent,-0.4268,0.4268
1071,275,450,125,authority_sent,0.4241,0.4241
1072,275,450,150,authority_sent,0.431,0.431
1073,275,450,175,authority_sent,0.4423,0.4423
1074,275,450,200,authority_sent,0.4483,0.4483
1075,275,450,225,authority_sent,0.4375,0.4375
1076,275,450,250,authority_sent,0.4309,0.4309
1077,275,450,275,authority_sent,0.4122,0.4122
1078,275,475,25,authority_sent,-0.0302,0.0302
1079,275,475,50,authority_sent,-0.3076,0.3076
1080,275,475,75,authority_sent,-0.3726,0.3726
1081,275,475,100,authority_sent,0.4113,0.4113
1082,275,475,125,authority_sent,0.4267,0.4267
1083,275,475,150,authority_sent,0.4302,0.4302
1084,275,475,175,authority_sent,0.4466,0.4466
1085,275,475,200,authority_sent,0.4463,0.4463
1086,275,475,225,authority_sent,0.4297,0.4297
1087,275,475,250,authority_sent,0.4267,0.4267
1088,275,475,275,authority_sent,0.4128,0.4128
1089,275,500,25,authority_sent,-0.0302,0.0302
1090,275,500,50,authority_sent,-0.3076,0.3076
1091,275,500,75,authority_sent,0.3499,0.3499
1092,275,500,100,authority_sent,0.4024,0.4024
1093,275,500,125,authority_sent,0.421,0.421
1094,275,500,150,authority_sent,0.4191,0.4191
1095,275,500,175,authority_sent,0.4323,0.4323
1096,275,500,200,authority_sent,0.4382,0.4382
1097,275,500,225,authority_sent,0.4079,0.4079
1098,275,500,250,authority_sent,0.4065,0.4065
1099,275,500,275,authority_sent,0.3981,0.3981
1100,300,25,25,authority_sent,-0.204,0.204
1101,300,50,25,authority_sent,0.3607,0.3607
1102,300,50,50,authority_sent,-0.2747,0.2747
1103,300,75,25,authority_sent,-0.3854,0.3854
1104,300,75,50,authority_sent,-0.3449,0.3449
1105,300,75,75,authority_sent,-0.288,0.288
1106,300,100,25,authority_sent,0.3359,0.3359
1107,300,100,50,authority_sent,0.4423,0.4423
1108,300,100,75,authority_sent,-0.3605,0.3605
1109,300,100,100,authority_sent,-0.2891,0.2891
1110,300,125,25,authority_sent,0.2671,0.2671
1111,300,125,50,authority_sent,-0.4393,0.4393
1112,300,125,75,authority_sent,-0.4101,0.4101
1113,300,125,100,authority_sent,-0.3849,0.3849
1114,300,125,125,authority_sent,-0.3137,0.3137
1115,300,150,25,authority_sent,-0.3416,0.3416
1116,300,150,50,authority_sent,-0.4374,0.4374
1117,300,150,75,authority_sent,-0.4325,0.4325
1118,300,150,100,authority_sent,-0.4059,0.4059
1119,300,150,125,authority_sent,-0.3843,0.3843
1120,300,150,150,authority_sent,-0.3213,0.3213
1121,300,175,25,authority_sent,-0.3476,0.3476
1122,300,175,50,authority_sent,-0.4331,0.4331
1123,300,175,75,authority_sent,-0.4475,0.4475
1124,300,175,100,authority_sent,-0.4618,0.4618
1125,300,175,125,authority_sent,-0.4456,0.4456
1126,300,175,150,authority_sent,-0.4195,0.4195
1127,300,175,175,authority_sent,-0.3536,0.3536
1128,300,200,25,authority_sent,-0.3927,0.3927
1129,300,200,50,authority_sent,-0.4424,0.4424
1130,300,200,75,authority_sent,-0.4545,0.4545
1131,300,200,100,authority_sent,-0.4697,0.4697
1132,300,200,125,authority_sent,-0.4719,0.4719
1133,300,200,150,authority_sent,-0.4567,0.4567
1134,300,200,175,authority_sent,-0.4447,0.4447
1135,300,200,200,authority_sent,-0.4059,0.4059
1136,300,225,25,authority_sent,-0.3859,0.3859
1137,300,225,50,authority_sent,0.4383,0.4383
