,h,l,n,authority_sent,cor,cor_abs
1138,300,225,75,authority_sent,-0.4718,0.4718
1139,300,225,100,authority_sent,0.4812,0.4812
1140,300,225,125,authority_sent,-0.4907,0.4907
1141,300,225,150,authority_sent,-0.4802,0.4802
1142,300,225,175,authority_sent,-0.4688,0.4688
1143,300,225,200,authority_sent,-0.4531,0.4531
1144,300,225,225,authority_sent,-0.4226,0.4226
1145,300,250,25,authority_sent,-0.2651,0.2651
1146,300,250,50,authority_sent,-0.3133,0.3133
1147,300,250,75,authority_sent,-0.4363,0.4363
1148,300,250,100,authority_sent,0.4665,0.4665
1149,300,250,125,authority_sent,0.4843,0.4843
1150,300,250,150,authority_sent,-0.5009,0.5009
1151,300,250,175,authority_sent,-0.486,0.486
1152,300,250,200,authority_sent,-0.4869,0.4869
1153,300,250,225,authority_sent,-0.4749,0.4749
1154,300,250,250,authority_sent,-0.4381,0.4381
1155,300,275,25,authority_sent,0.3725,0.3725
1156,300,275,50,authority_sent,0.2842,0.2842
1157,300,275,75,authority_sent,-0.4435,0.4435
1158,300,275,100,authority_sent,0.4658,0.4658
1159,300,275,125,authority_sent,0.4767,0.4767
1160,300,275,150,authority_sent,-0.4908,0.4908
1161,300,275,175,authority_sent,-0.4872,0.4872
1162,300,275,200,authority_sent,-0.4845,0.4845
1163,300,275,225,authority_sent,-0.4825,0.4825
1164,300,275,250,authority_sent,-0.4796,0.4796
1165,300,275,275,authority_sent,-0.4579,0.4579
1166,300,300,25,authority_sent,0.3268,0.3268
1167,300,300,50,authority_sent,0.268,0.268
1168,300,300,75,authority_sent,-0.3992,0.3992
1169,300,300,100,authority_sent,-0.4301,0.4301
1170,300,300,125,authority_sent,0.4469,0.4469
1171,300,300,150,authority_sent,0.4813,0.4813
1172,300,300,175,authority_sent,-0.4897,0.4897
1173,300,300,200,authority_sent,-0.4768,0.4768
1174,300,300,225,authority_sent,0.4803,0.4803
1175,300,300,250,authority_sent,-0.4796,0.4796
1176,300,300,275,authority_sent,-0.4847,0.4847
1177,300,300,300,authority_sent,-0.4757,0.4757
1178,300,325,25,authority_sent,-0.0131,0.0131
1179,300,325,50,authority_sent,-0.205,0.205
1180,300,325,75,authority_sent,-0.3963,0.3963
1181,300,325,100,authority_sent,-0.4205,0.4205
1182,300,325,125,authority_sent,0.4325,0.4325
1183,300,325,150,authority_sent,0.4694,0.4694
1184,300,325,175,authority_sent,0.4858,0.4858
1185,300,325,200,authority_sent,-0.4808,0.4808
1186,300,325,225,authority_sent,0.4784,0.4784
1187,300,325,250,authority_sent,-0.4814,0.4814
1188,300,325,275,authority_sent,-0.4771,0.4771
1189,300,325,300,authority_sent,-0.48,0.48
1190,300,350,25,authority_sent,-0.0976,0.0976
1191,300,350,50,authority_sent,-0.3215,0.3215
1192,300,350,75,authority_sent,-0.436,0.436
1193,300,350,100,authority_sent,-0.429,0.429
1194,300,350,125,authority_sent,0.4304,0.4304
1195,300,350,150,authority_sent,0.4597,0.4597
1196,300,350,175,authority_sent,0.472,0.472
1197,300,350,200,authority_sent,0.4706,0.4706
1198,300,350,225,authority_sent,0.4688,0.4688
1199,300,350,250,authority_sent,0.4772,0.4772
1200,300,350,275,authority_sent,-0.4633,0.4633
1201,300,350,300,authority_sent,-0.4646,0.4646
1202,300,375,25,authority_sent,-0.0976,0.0976
1203,300,375,50,authority_sent,-0.3855,0.3855
1204,300,375,75,authority_sent,-0.4326,0.4326
1205,300,375,100,authority_sent,-0.434,0.434
1206,300,375,125,authority_sent,-0.4417,0.4417
1207,300,375,150,authority_sent,0.4582,0.4582
1208,300,375,175,authority_sent,0.4721,0.4721
1209,300,375,200,authority_sent,0.4575,0.4575
1210,300,375,225,authority_sent,-0.4651,0.4651
1211,300,375,250,authority_sent,0.4653,0.4653
1212,300,375,275,authority_sent,-0.4638,0.4638
1213,300,375,300,authority_sent,-0.4628,0.4628
1214,300,400,25,authority_sent,-0.0875,0.0875
1215,300,400,50,authority_sent,0.3683,0.3683
1216,300,400,75,authority_sent,-0.3886,0.3886
1217,300,400,100,authority_sent,-0.4301,0.4301
1218,300,400,125,authority_sent,0.4455,0.4455
1219,300,400,150,authority_sent,0.4452,0.4452
1220,300,400,175,authority_sent,0.4531,0.4531
1221,300,400,200,authority_sent,0.4574,0.4574
1222,300,400,225,authority_sent,-0.4514,0.4514
1223,300,400,250,authority_sent,-0.4511,0.4511
1224,300,400,275,authority_sent,-0.4625,0.4625
1225,300,400,300,authority_sent,-0.4561,0.4561
1226,300,425,25,authority_sent,-0.0822,0.0822
1227,300,425,50,authority_sent,-0.3137,0.3137
1228,300,425,75,authority_sent,0.3468,0.3468
1229,300,425,100,authority_sent,-0.4206,0.4206
1230,300,425,125,authority_sent,0.4323,0.4323
1231,300,425,150,authority_sent,0.4178,0.4178
1232,300,425,175,authority_sent,0.4381,0.4381
1233,300,425,200,authority_sent,0.4455,0.4455
1234,300,425,225,authority_sent,0.4398,0.4398
1235,300,425,250,authority_sent,0.4448,0.4448
1236,300,425,275,authority_sent,0.4403,0.4403
1237,300,425,300,authority_sent,0.4295,0.4295
1238,300,450,25,authority_sent,-0.0359,0.0359
1239,300,450,50,authority_sent,-0.3043,0.3043
1240,300,450,75,authority_sent,0.3288,0.3288
1241,300,450,100,authority_sent,-0.4053,0.4053
1242,300,450,125,authority_sent,0.4273,0.4273
1243,300,450,150,authority_sent,0.4058,0.4058
1244,300,450,175,authority_sent,0.4123,0.4123
1245,300,450,200,authority_sent,0.4338,0.4338
1246,300,450,225,authority_sent,0.4259,0.4259
1247,300,450,250,authority_sent,-0.4303,0.4303
1248,300,450,275,authority_sent,0.4189,0.4189
1249,300,450,300,authority_sent,0.4141,0.4141
1250,300,475,25,authority_sent,-0.0296,0.0296
1251,300,475,50,authority_sent,-0.3269,0.3269
1252,300,475,75,authority_sent,0.3574,0.3574
1253,300,475,100,authority_sent,-0.4,0.4
1254,300,475,125,authority_sent,0.4175,0.4175
1255,300,475,150,authority_sent,0.412,0.412
1256,300,475,175,authority_sent,0.4155,0.4155
1257,300,475,200,authority_sent,0.4364,0.4364
1258,300,475,225,authority_sent,0.4271,0.4271
1259,300,475,250,authority_sent,0.4265,0.4265
1260,300,475,275,authority_sent,0.4203,0.4203
1261,300,475,300,authority_sent,0.4098,0.4098
1262,300,500,25,authority_sent,-0.0296,0.0296
1263,300,500,50,authority_sent,-0.3269,0.3269
1264,300,500,75,authority_sent,0.3326,0.3326
1265,300,500,100,authority_sent,-0.3914,0.3914
1266,300,500,125,authority_sent,0.4183,0.4183
1267,300,500,150,authority_sent,0.4022,0.4022
1268,300,500,175,authority_sent,0.4066,0.4066
1269,300,500,200,authority_sent,0.4206,0.4206
1270,300,500,225,authority_sent,0.4129,0.4129
1271,300,500,250,authority_sent,0.4075,0.4075
1272,300,500,275,authority_sent,0.4065,0.4065
1273,300,500,300,authority_sent,0.4004,0.4004
1274,325,25,25,authority_sent,0.2279,0.2279
1275,325,50,25,authority_sent,0.3413,0.3413
1276,325,50,50,authority_sent,-0.2712,0.2712
1277,325,75,25,authority_sent,-0.3836,0.3836
1278,325,75,50,authority_sent,-0.355,0.355
1279,325,75,75,authority_sent,-0.2751,0.2751
1280,325,100,25,authority_sent,0.3246,0.3246
1281,325,100,50,authority_sent,0.4484,0.4484
1282,325,100,75,authority_sent,-0.3596,0.3596
1283,325,100,100,authority_sent,-0.2801,0.2801
1284,325,125,25,authority_sent,0.2737,0.2737
1285,325,125,50,authority_sent,0.4331,0.4331
1286,325,125,75,authority_sent,-0.4189,0.4189
1287,325,125,100,authority_sent,-0.3902,0.3902
1288,325,125,125,authority_sent,-0.3062,0.3062
1289,325,150,25,authority_sent,0.3379,0.3379
1290,325,150,50,authority_sent,-0.4482,0.4482
1291,325,150,75,authority_sent,-0.4569,0.4569
1292,325,150,100,authority_sent,-0.4193,0.4193
1293,325,150,125,authority_sent,-0.3971,0.3971
1294,325,150,150,authority_sent,-0.3415,0.3415
1295,325,175,25,authority_sent,0.3609,0.3609
1296,325,175,50,authority_sent,-0.4315,0.4315
1297,325,175,75,authority_sent,-0.4494,0.4494
1298,325,175,100,authority_sent,-0.4356,0.4356
1299,325,175,125,authority_sent,-0.4272,0.4272
1300,325,175,150,authority_sent,-0.4179,0.4179
1301,325,175,175,authority_sent,-0.3541,0.3541
1302,325,200,25,authority_sent,0.3589,0.3589
1303,325,200,50,authority_sent,-0.4194,0.4194
1304,325,200,75,authority_sent,-0.4618,0.4618
1305,325,200,100,authority_sent,0.4724,0.4724
1306,325,200,125,authority_sent,-0.4653,0.4653
1307,325,200,150,authority_sent,-0.4596,0.4596
1308,325,200,175,authority_sent,-0.4435,0.4435
1309,325,200,200,authority_sent,-0.3899,0.3899
1310,325,225,25,authority_sent,-0.3667,0.3667
1311,325,225,50,authority_sent,0.4004,0.4004
1312,325,225,75,authority_sent,-0.4711,0.4711
1313,325,225,100,authority_sent,0.4797,0.4797
1314,325,225,125,authority_sent,0.4854,0.4854
1315,325,225,150,authority_sent,-0.4703,0.4703
1316,325,225,175,authority_sent,-0.4616,0.4616
1317,325,225,200,authority_sent,-0.4472,0.4472
1318,325,225,225,authority_sent,-0.4132,0.4132
1319,325,250,25,authority_sent,-0.291,0.291
1320,325,250,50,authority_sent,-0.3066,0.3066
1321,325,250,75,authority_sent,-0.4534,0.4534
1322,325,250,100,authority_sent,0.4804,0.4804
1323,325,250,125,authority_sent,0.4879,0.4879
1324,325,250,150,authority_sent,-0.4957,0.4957
1325,325,250,175,authority_sent,-0.4748,0.4748
1326,325,250,200,authority_sent,-0.4731,0.4731
1327,325,250,225,authority_sent,-0.4666,0.4666
1328,325,250,250,authority_sent,-0.4273,0.4273
1329,325,275,25,authority_sent,-0.3219,0.3219
1330,325,275,50,authority_sent,0.3062,0.3062
1331,325,275,75,authority_sent,0.4566,0.4566
1332,325,275,100,authority_sent,0.4744,0.4744
1333,325,275,125,authority_sent,0.4807,0.4807
1334,325,275,150,authority_sent,-0.4958,0.4958
1335,325,275,175,authority_sent,-0.4957,0.4957
1336,325,275,200,authority_sent,-0.4838,0.4838
1337,325,275,225,authority_sent,-0.4832,0.4832
1338,325,275,250,authority_sent,-0.4788,0.4788
1339,325,275,275,authority_sent,-0.4516,0.4516
1340,325,300,25,authority_sent,-0.2943,0.2943
1341,325,300,50,authority_sent,-0.2501,0.2501
1342,325,300,75,authority_sent,-0.4162,0.4162
1343,325,300,100,authority_sent,-0.4407,0.4407
1344,325,300,125,authority_sent,0.4604,0.4604
1345,325,300,150,authority_sent,0.4861,0.4861
1346,325,300,175,authority_sent,0.4901,0.4901
1347,325,300,200,authority_sent,-0.4849,0.4849
1348,325,300,225,authority_sent,-0.4843,0.4843
1349,325,300,250,authority_sent,-0.4819,0.4819
1350,325,300,275,authority_sent,-0.4848,0.4848
1351,325,300,300,authority_sent,-0.471,0.471
1352,325,325,25,authority_sent,-0.2136,0.2136
1353,325,325,50,authority_sent,-0.2229,0.2229
1354,325,325,75,authority_sent,-0.4092,0.4092
1355,325,325,100,authority_sent,-0.4392,0.4392
1356,325,325,125,authority_sent,0.4494,0.4494
1357,325,325,150,authority_sent,0.4704,0.4704
1358,325,325,175,authority_sent,0.488,0.488
1359,325,325,200,authority_sent,-0.4831,0.4831
1360,325,325,225,authority_sent,-0.4779,0.4779
1361,325,325,250,authority_sent,-0.4873,0.4873
1362,325,325,275,authority_sent,-0.483,0.483
1363,325,325,300,authority_sent,-0.4863,0.4863
1364,325,325,325,authority_sent,-0.4843,0.4843
1365,325,350,25,authority_sent,-0.2661,0.2661
1366,325,350,50,authority_sent,0.4051,0.4051
1367,325,350,75,authority_sent,-0.4462,0.4462
1368,325,350,100,authority_sent,-0.4434,0.4434
1369,325,350,125,authority_sent,-0.4412,0.4412
1370,325,350,150,authority_sent,0.4554,0.4554
1371,325,350,175,authority_sent,0.4772,0.4772
1372,325,350,200,authority_sent,0.4804,0.4804
1373,325,350,225,authority_sent,-0.4704,0.4704
1374,325,350,250,authority_sent,0.4774,0.4774
1375,325,350,275,authority_sent,-0.4663,0.4663
1376,325,350,300,authority_sent,-0.4678,0.4678
1377,325,350,325,authority_sent,-0.4703,0.4703
1378,325,375,25,authority_sent,-0.2661,0.2661
1379,325,375,50,authority_sent,0.3782,0.3782
1380,325,375,75,authority_sent,-0.425,0.425
1381,325,375,100,authority_sent,0.4437,0.4437
1382,325,375,125,authority_sent,0.4605,0.4605
1383,325,375,150,authority_sent,0.4612,0.4612
1384,325,375,175,authority_sent,0.4738,0.4738
1385,325,375,200,authority_sent,0.4824,0.4824
1386,325,375,225,authority_sent,0.4678,0.4678
1387,325,375,250,authority_sent,-0.4678,0.4678
1388,325,375,275,authority_sent,-0.4676,0.4676
1389,325,375,300,authority_sent,-0.464,0.464
1390,325,375,325,authority_sent,-0.4673,0.4673
1391,325,400,25,authority_sent,-0.1928,0.1928
1392,325,400,50,authority_sent,0.3196,0.3196
1393,325,400,75,authority_sent,-0.4089,0.4089
1394,325,400,100,authority_sent,-0.436,0.436
1395,325,400,125,authority_sent,0.4623,0.4623
1396,325,400,150,authority_sent,0.456,0.456
1397,325,400,175,authority_sent,0.4649,0.4649
1398,325,400,200,authority_sent,-0.4728,0.4728
1399,325,400,225,authority_sent,0.4656,0.4656
1400,325,400,250,authority_sent,0.4671,0.4671
1401,325,400,275,authority_sent,0.4694,0.4694
1402,325,400,300,authority_sent,-0.4604,0.4604
1403,325,400,325,authority_sent,-0.4583,0.4583
1404,325,425,25,authority_sent,-0.1583,0.1583
1405,325,425,50,authority_sent,0.3388,0.3388
1406,325,425,75,authority_sent,0.3842,0.3842
1407,325,425,100,authority_sent,-0.4486,0.4486
1408,325,425,125,authority_sent,0.4581,0.4581
1409,325,425,150,authority_sent,0.4464,0.4464
1410,325,425,175,authority_sent,0.4552,0.4552
1411,325,425,200,authority_sent,0.4697,0.4697
1412,325,425,225,authority_sent,0.4675,0.4675
1413,325,425,250,authority_sent,0.4628,0.4628
1414,325,425,275,authority_sent,0.4511,0.4511
1415,325,425,300,authority_sent,0.4553,0.4553
1416,325,425,325,authority_sent,0.4425,0.4425
1417,325,450,25,authority_sent,-0.053,0.053
1418,325,450,50,authority_sent,-0.2848,0.2848
1419,325,450,75,authority_sent,0.3837,0.3837
1420,325,450,100,authority_sent,-0.4279,0.4279
1421,325,450,125,authority_sent,0.4513,0.4513
1422,325,450,150,authority_sent,0.4372,0.4372
1423,325,450,175,authority_sent,0.4239,0.4239
1424,325,450,200,authority_sent,0.4449,0.4449
1425,325,450,225,authority_sent,0.4522,0.4522
1426,325,450,250,authority_sent,0.4373,0.4373
1427,325,450,275,authority_sent,0.4368,0.4368
1428,325,450,300,authority_sent,0.4344,0.4344
1429,325,450,325,authority_sent,0.4177,0.4177
1430,325,475,25,authority_sent,-0.1537,0.1537
1431,325,475,50,authority_sent,-0.3008,0.3008
1432,325,475,75,authority_sent,0.4424,0.4424
1433,325,475,100,authority_sent,-0.4335,0.4335
1434,325,475,125,authority_sent,0.4496,0.4496
1435,325,475,150,authority_sent,0.4429,0.4429
1436,325,475,175,authority_sent,0.4337,0.4337
1437,325,475,200,authority_sent,0.4455,0.4455
1438,325,475,225,authority_sent,0.4496,0.4496
1439,325,475,250,authority_sent,0.4361,0.4361
1440,325,475,275,authority_sent,0.4405,0.4405
1441,325,475,300,authority_sent,0.4289,0.4289
1442,325,475,325,authority_sent,0.4115,0.4115
1443,325,500,25,authority_sent,-0.1537,0.1537
1444,325,500,50,authority_sent,-0.3008,0.3008
1445,325,500,75,authority_sent,0.4266,0.4266
1446,325,500,100,authority_sent,-0.4284,0.4284
1447,325,500,125,authority_sent,-0.4406,0.4406
1448,325,500,150,authority_sent,0.4486,0.4486
1449,325,500,175,authority_sent,0.4291,0.4291
1450,325,500,200,authority_sent,0.4475,0.4475
1451,325,500,225,authority_sent,0.4468,0.4468
1452,325,500,250,authority_sent,0.4384,0.4384
1453,325,500,275,authority_sent,0.4258,0.4258
1454,325,500,300,authority_sent,0.4163,0.4163
1455,325,500,325,authority_sent,0.3969,0.3969
1456,350,25,25,authority_sent,0.2503,0.2503
1457,350,50,25,authority_sent,0.3284,0.3284
1458,350,50,50,authority_sent,-0.2789,0.2789
1459,350,75,25,authority_sent,0.3726,0.3726
1460,350,75,50,authority_sent,-0.3475,0.3475
1461,350,75,75,authority_sent,-0.2812,0.2812
1462,350,100,25,authority_sent,0.3704,0.3704
1463,350,100,50,authority_sent,0.4434,0.4434
1464,350,100,75,authority_sent,-0.35,0.35
1465,350,100,100,authority_sent,-0.2836,0.2836
1466,350,125,25,authority_sent,0.2858,0.2858
1467,350,125,50,authority_sent,0.4357,0.4357
1468,350,125,75,authority_sent,-0.4026,0.4026
1469,350,125,100,authority_sent,-0.391,0.391
1470,350,125,125,authority_sent,-0.307,0.307
1471,350,150,25,authority_sent,-0.349,0.349
1472,350,150,50,authority_sent,-0.4401,0.4401
1473,350,150,75,authority_sent,-0.4397,0.4397
1474,350,150,100,authority_sent,-0.3893,0.3893
1475,350,150,125,authority_sent,-0.3925,0.3925
1476,350,150,150,authority_sent,-0.3247,0.3247
1477,350,175,25,authority_sent,-0.365,0.365
1478,350,175,50,authority_sent,-0.4236,0.4236
1479,350,175,75,authority_sent,-0.4423,0.4423
1480,350,175,100,authority_sent,-0.4257,0.4257
1481,350,175,125,authority_sent,-0.4058,0.4058
1482,350,175,150,authority_sent,-0.4152,0.4152
1483,350,175,175,authority_sent,-0.3526,0.3526
1484,350,200,25,authority_sent,-0.365,0.365
1485,350,200,50,authority_sent,-0.4356,0.4356
1486,350,200,75,authority_sent,-0.4621,0.4621
1487,350,200,100,authority_sent,0.4725,0.4725
1488,350,200,125,authority_sent,-0.4627,0.4627
1489,350,200,150,authority_sent,-0.4481,0.4481
1490,350,200,175,authority_sent,-0.4327,0.4327
1491,350,200,200,authority_sent,-0.3816,0.3816
1492,350,225,25,authority_sent,-0.3691,0.3691
1493,350,225,50,authority_sent,0.4184,0.4184
1494,350,225,75,authority_sent,-0.4692,0.4692
1495,350,225,100,authority_sent,0.4714,0.4714
1496,350,225,125,authority_sent,-0.467,0.467
1497,350,225,150,authority_sent,-0.4602,0.4602
1498,350,225,175,authority_sent,-0.4529,0.4529
1499,350,225,200,authority_sent,-0.4414,0.4414
1500,350,225,225,authority_sent,-0.3888,0.3888
1501,350,250,25,authority_sent,-0.2962,0.2962
1502,350,250,50,authority_sent,0.3107,0.3107
1503,350,250,75,authority_sent,-0.4507,0.4507
1504,350,250,100,authority_sent,-0.4737,0.4737
1505,350,250,125,authority_sent,0.4921,0.4921
1506,350,250,150,authority_sent,-0.4859,0.4859
1507,350,250,175,authority_sent,-0.478,0.478
1508,350,250,200,authority_sent,-0.4628,0.4628
1509,350,250,225,authority_sent,-0.4452,0.4452
1510,350,250,250,authority_sent,-0.4084,0.4084
1511,350,275,25,authority_sent,-0.3193,0.3193
1512,350,275,50,authority_sent,0.3727,0.3727
1513,350,275,75,authority_sent,-0.4532,0.4532
1514,350,275,100,authority_sent,0.4758,0.4758
1515,350,275,125,authority_sent,0.4918,0.4918
1516,350,275,150,authority_sent,0.4984,0.4984
1517,350,275,175,authority_sent,-0.495,0.495
1518,350,275,200,authority_sent,-0.4817,0.4817
1519,350,275,225,authority_sent,-0.4819,0.4819
1520,350,275,250,authority_sent,-0.4714,0.4714
1521,350,275,275,authority_sent,-0.4424,0.4424
1522,350,300,25,authority_sent,-0.2939,0.2939
1523,350,300,50,authority_sent,-0.3023,0.3023
1524,350,300,75,authority_sent,-0.4021,0.4021
1525,350,300,100,authority_sent,-0.4357,0.4357
1526,350,300,125,authority_sent,0.4628,0.4628
1527,350,300,150,authority_sent,0.4837,0.4837
1528,350,300,175,authority_sent,0.492,0.492
1529,350,300,200,authority_sent,0.4862,0.4862
1530,350,300,225,authority_sent,0.4787,0.4787
1531,350,300,250,authority_sent,-0.4753,0.4753
1532,350,300,275,authority_sent,-0.472,0.472
1533,350,300,300,authority_sent,-0.4493,0.4493
1534,350,325,25,authority_sent,-0.209,0.209
1535,350,325,50,authority_sent,-0.2966,0.2966
1536,350,325,75,authority_sent,-0.4115,0.4115
1537,350,325,100,authority_sent,-0.4428,0.4428
1538,350,325,125,authority_sent,-0.451,0.451
1539,350,325,150,authority_sent,0.4752,0.4752
1540,350,325,175,authority_sent,0.4847,0.4847
1541,350,325,200,authority_sent,-0.4918,0.4918
1542,350,325,225,authority_sent,-0.4876,0.4876
1543,350,325,250,authority_sent,-0.4838,0.4838
1544,350,325,275,authority_sent,-0.4814,0.4814
1545,350,325,300,authority_sent,-0.4847,0.4847
1546,350,325,325,authority_sent,-0.4767,0.4767
1547,350,350,25,authority_sent,-0.2701,0.2701
1548,350,350,50,authority_sent,0.4238,0.4238
1549,350,350,75,authority_sent,-0.4224,0.4224
1550,350,350,100,authority_sent,0.4421,0.4421
1551,350,350,125,authority_sent,-0.4487,0.4487
1552,350,350,150,authority_sent,0.4595,0.4595
1553,350,350,175,authority_sent,0.4842,0.4842
1554,350,350,200,authority_sent,-0.492,0.492
1555,350,350,225,authority_sent,-0.4854,0.4854
1556,350,350,250,authority_sent,0.4818,0.4818
1557,350,350,275,authority_sent,-0.4869,0.4869
1558,350,350,300,authority_sent,-0.4798,0.4798
1559,350,350,325,authority_sent,-0.4871,0.4871
1560,350,350,350,authority_sent,-0.4872,0.4872
1561,350,375,25,authority_sent,-0.2701,0.2701
1562,350,375,50,authority_sent,-0.3784,0.3784
1563,350,375,75,authority_sent,-0.4146,0.4146
1564,350,375,100,authority_sent,0.4457,0.4457
1565,350,375,125,authority_sent,0.4556,0.4556
1566,350,375,150,authority_sent,0.4631,0.4631
1567,350,375,175,authority_sent,0.4734,0.4734
1568,350,375,200,authority_sent,-0.4794,0.4794
1569,350,375,225,authority_sent,0.4776,0.4776
1570,350,375,250,authority_sent,-0.4755,0.4755
1571,350,375,275,authority_sent,0.4778,0.4778
1572,350,375,300,authority_sent,-0.4729,0.4729
1573,350,375,325,authority_sent,-0.4734,0.4734
1574,350,375,350,authority_sent,-0.4753,0.4753
1575,350,400,25,authority_sent,-0.157,0.157
1576,350,400,50,authority_sent,0.3883,0.3883
1577,350,400,75,authority_sent,-0.3776,0.3776
1578,350,400,100,authority_sent,-0.4588,0.4588
1579,350,400,125,authority_sent,0.4547,0.4547
1580,350,400,150,authority_sent,0.4608,0.4608
1581,350,400,175,authority_sent,0.4646,0.4646
1582,350,400,200,authority_sent,-0.4709,0.4709
1583,350,400,225,authority_sent,-0.4804,0.4804
1584,350,400,250,authority_sent,-0.4833,0.4833
1585,350,400,275,authority_sent,-0.4787,0.4787
1586,350,400,300,authority_sent,-0.474,0.474
1587,350,400,325,authority_sent,-0.4689,0.4689
1588,350,400,350,authority_sent,-0.4704,0.4704
1589,350,425,25,authority_sent,-0.232,0.232
1590,350,425,50,authority_sent,0.3027,0.3027
1591,350,425,75,authority_sent,-0.3551,0.3551
1592,350,425,100,authority_sent,-0.4577,0.4577
1593,350,425,125,authority_sent,0.4508,0.4508
1594,350,425,150,authority_sent,0.4585,0.4585
1595,350,425,175,authority_sent,0.452,0.452
1596,350,425,200,authority_sent,0.4628,0.4628
1597,350,425,225,authority_sent,0.4764,0.4764
1598,350,425,250,authority_sent,0.4693,0.4693
1599,350,425,275,authority_sent,0.4724,0.4724
1600,350,425,300,authority_sent,-0.4734,0.4734
1601,350,425,325,authority_sent,-0.4645,0.4645
1602,350,425,350,authority_sent,-0.4676,0.4676
1603,350,450,25,authority_sent,-0.2237,0.2237
1604,350,450,50,authority_sent,-0.2856,0.2856
1605,350,450,75,authority_sent,0.3997,0.3997
1606,350,450,100,authority_sent,0.433,0.433
1607,350,450,125,authority_sent,-0.4393,0.4393
1608,350,450,150,authority_sent,0.4508,0.4508
1609,350,450,175,authority_sent,0.4299,0.4299
1610,350,450,200,authority_sent,0.4396,0.4396
1611,350,450,225,authority_sent,0.4533,0.4533
1612,350,450,250,authority_sent,0.4473,0.4473
1613,350,450,275,authority_sent,0.4517,0.4517
1614,350,450,300,authority_sent,0.4594,0.4594
1615,350,450,325,authority_sent,0.4552,0.4552
1616,350,450,350,authority_sent,0.4415,0.4415
1617,350,475,25,authority_sent,0.2025,0.2025
1618,350,475,50,authority_sent,-0.3107,0.3107
1619,350,475,75,authority_sent,0.406,0.406
1620,350,475,100,authority_sent,0.4298,0.4298
1621,350,475,125,authority_sent,-0.4267,0.4267
1622,350,475,150,authority_sent,0.4443,0.4443
1623,350,475,175,authority_sent,0.4285,0.4285
1624,350,475,200,authority_sent,0.4455,0.4455
1625,350,475,225,authority_sent,0.4508,0.4508
1626,350,475,250,authority_sent,0.4493,0.4493
1627,350,475,275,authority_sent,0.4421,0.4421
1628,350,475,300,authority_sent,0.4449,0.4449
1629,350,475,325,authority_sent,0.4461,0.4461
1630,350,475,350,authority_sent,0.4273,0.4273
1631,350,500,25,authority_sent,0.2025,0.2025
1632,350,500,50,authority_sent,-0.3107,0.3107
1633,350,500,75,authority_sent,0.4138,0.4138
1634,350,500,100,authority_sent,0.4311,0.4311
1635,350,500,125,authority_sent,-0.4184,0.4184
1636,350,500,150,authority_sent,0.4366,0.4366
1637,350,500,175,authority_sent,0.4213,0.4213
1638,350,500,200,authority_sent,0.4253,0.4253
1639,350,500,225,authority_sent,0.4472,0.4472
1640,350,500,250,authority_sent,0.4394,0.4394
1641,350,500,275,authority_sent,0.4291,0.4291
1642,350,500,300,authority_sent,0.423,0.423
1643,350,500,325,authority_sent,0.4255,0.4255
1644,350,500,350,authority_sent,0.4105,0.4105
1645,375,25,25,authority_sent,-0.2443,0.2443
1646,375,50,25,authority_sent,0.3014,0.3014
1647,375,50,50,authority_sent,-0.2747,0.2747
1648,375,75,25,authority_sent,-0.3286,0.3286
1649,375,75,50,authority_sent,-0.3168,0.3168
1650,375,75,75,authority_sent,-0.2616,0.2616
1651,375,100,25,authority_sent,0.31,0.31
1652,375,100,50,authority_sent,-0.3912,0.3912
1653,375,100,75,authority_sent,-0.3217,0.3217
1654,375,100,100,authority_sent,-0.2674,0.2674
1655,375,125,25,authority_sent,0.3002,0.3002
1656,375,125,50,authority_sent,-0.4178,0.4178
1657,375,125,75,authority_sent,-0.3867,0.3867
1658,375,125,100,authority_sent,-0.3676,0.3676
1659,375,125,125,authority_sent,-0.2937,0.2937
1660,375,150,25,authority_sent,0.3295,0.3295
1661,375,150,50,authority_sent,-0.4366,0.4366
1662,375,150,75,authority_sent,-0.4211,0.4211
1663,375,150,100,authority_sent,-0.384,0.384
1664,375,150,125,authority_sent,-0.37,0.37
1665,375,150,150,authority_sent,-0.301,0.301
1666,375,175,25,authority_sent,0.3589,0.3589
1667,375,175,50,authority_sent,-0.4188,0.4188
1668,375,175,75,authority_sent,-0.4344,0.4344
1669,375,175,100,authority_sent,-0.4104,0.4104
1670,375,175,125,authority_sent,-0.4005,0.4005
1671,375,175,150,authority_sent,-0.3967,0.3967
1672,375,175,175,authority_sent,-0.34,0.34
1673,375,200,25,authority_sent,-0.2715,0.2715
1674,375,200,50,authority_sent,-0.4108,0.4108
1675,375,200,75,authority_sent,-0.4576,0.4576
1676,375,200,100,authority_sent,0.471,0.471
1677,375,200,125,authority_sent,-0.4398,0.4398
1678,375,200,150,authority_sent,-0.4379,0.4379
1679,375,200,175,authority_sent,-0.4122,0.4122
1680,375,200,200,authority_sent,-0.3643,0.3643
1681,375,225,25,authority_sent,-0.3807,0.3807
1682,375,225,50,authority_sent,-0.4052,0.4052
1683,375,225,75,authority_sent,-0.4612,0.4612
1684,375,225,100,authority_sent,-0.4717,0.4717
1685,375,225,125,authority_sent,-0.4693,0.4693
1686,375,225,150,authority_sent,-0.4691,0.4691
1687,375,225,175,authority_sent,-0.4444,0.4444
