,h,l,n,loyalty_sent,cor,cor_abs
527,200,175,75,loyalty_sent,-0.5023,0.5023
528,200,175,100,loyalty_sent,-0.505,0.505
529,200,175,125,loyalty_sent,-0.4995,0.4995
530,200,175,150,loyalty_sent,-0.5017,0.5017
531,200,175,175,loyalty_sent,-0.4505,0.4505
532,200,200,25,loyalty_sent,-0.3959,0.3959
533,200,200,50,loyalty_sent,-0.4472,0.4472
534,200,200,75,loyalty_sent,-0.4824,0.4824
535,200,200,100,loyalty_sent,-0.4973,0.4973
536,200,200,125,loyalty_sent,-0.4995,0.4995
537,200,200,150,loyalty_sent,-0.5088,0.5088
538,200,200,175,loyalty_sent,-0.5033,0.5033
539,200,200,200,loyalty_sent,-0.4906,0.4906
540,200,225,25,loyalty_sent,-0.3216,0.3216
541,200,225,50,loyalty_sent,-0.4325,0.4325
542,200,225,75,loyalty_sent,-0.4722,0.4722
543,200,225,100,loyalty_sent,-0.4909,0.4909
544,200,225,125,loyalty_sent,-0.4978,0.4978
545,200,225,150,loyalty_sent,-0.4994,0.4994
546,200,225,175,loyalty_sent,-0.5003,0.5003
547,200,225,200,loyalty_sent,-0.5029,0.5029
548,200,250,25,loyalty_sent,-0.3685,0.3685
549,200,250,50,loyalty_sent,-0.4453,0.4453
550,200,250,75,loyalty_sent,-0.4676,0.4676
551,200,250,100,loyalty_sent,-0.4706,0.4706
552,200,250,125,loyalty_sent,-0.4981,0.4981
553,200,250,150,loyalty_sent,-0.4921,0.4921
554,200,250,175,loyalty_sent,-0.4979,0.4979
555,200,250,200,loyalty_sent,-0.4929,0.4929
556,200,275,25,loyalty_sent,0.3715,0.3715
557,200,275,50,loyalty_sent,-0.4255,0.4255
558,200,275,75,loyalty_sent,-0.4781,0.4781
559,200,275,100,loyalty_sent,-0.4634,0.4634
560,200,275,125,loyalty_sent,0.4623,0.4623
561,200,275,150,loyalty_sent,-0.4709,0.4709
562,200,275,175,loyalty_sent,0.4853,0.4853
563,200,275,200,loyalty_sent,0.4734,0.4734
564,200,300,25,loyalty_sent,0.3715,0.3715
565,200,300,50,loyalty_sent,-0.4288,0.4288
566,200,300,75,loyalty_sent,-0.4881,0.4881
567,200,300,100,loyalty_sent,-0.4633,0.4633
568,200,300,125,loyalty_sent,-0.462,0.462
569,200,300,150,loyalty_sent,-0.4644,0.4644
570,200,300,175,loyalty_sent,0.4763,0.4763
571,200,300,200,loyalty_sent,0.4672,0.4672
572,200,325,25,loyalty_sent,0.3175,0.3175
573,200,325,50,loyalty_sent,0.4282,0.4282
574,200,325,75,loyalty_sent,-0.481,0.481
575,200,325,100,loyalty_sent,0.4747,0.4747
576,200,325,125,loyalty_sent,0.4523,0.4523
577,200,325,150,loyalty_sent,0.4534,0.4534
578,200,325,175,loyalty_sent,0.4527,0.4527
579,200,325,200,loyalty_sent,0.4416,0.4416
580,200,350,25,loyalty_sent,0.2222,0.2222
581,200,350,50,loyalty_sent,-0.3865,0.3865
582,200,350,75,loyalty_sent,-0.4606,0.4606
583,200,350,100,loyalty_sent,0.4506,0.4506
584,200,350,125,loyalty_sent,0.4445,0.4445
585,200,350,150,loyalty_sent,0.4324,0.4324
586,200,350,175,loyalty_sent,0.4237,0.4237
587,200,350,200,loyalty_sent,0.4232,0.4232
588,200,375,25,loyalty_sent,0.1593,0.1593
589,200,375,50,loyalty_sent,-0.3499,0.3499
590,200,375,75,loyalty_sent,0.4436,0.4436
591,200,375,100,loyalty_sent,0.4495,0.4495
592,200,375,125,loyalty_sent,0.4444,0.4444
593,200,375,150,loyalty_sent,0.4171,0.4171
594,200,375,175,loyalty_sent,0.3946,0.3946
595,200,375,200,loyalty_sent,0.4051,0.4051
596,200,400,25,loyalty_sent,0.1568,0.1568
597,200,400,50,loyalty_sent,-0.351,0.351
598,200,400,75,loyalty_sent,0.4411,0.4411
599,200,400,100,loyalty_sent,0.4536,0.4536
600,200,400,125,loyalty_sent,0.4443,0.4443
601,200,400,150,loyalty_sent,0.4199,0.4199
602,200,400,175,loyalty_sent,0.3978,0.3978
603,200,400,200,loyalty_sent,0.3979,0.3979
604,200,425,25,loyalty_sent,0.1097,0.1097
605,200,425,50,loyalty_sent,0.3494,0.3494
606,200,425,75,loyalty_sent,0.4011,0.4011
607,200,425,100,loyalty_sent,0.4501,0.4501
608,200,425,125,loyalty_sent,0.4411,0.4411
609,200,425,150,loyalty_sent,0.4237,0.4237
610,200,425,175,loyalty_sent,0.3969,0.3969
611,200,425,200,loyalty_sent,0.4024,0.4024
612,200,450,25,loyalty_sent,0.0841,0.0841
613,200,450,50,loyalty_sent,-0.3029,0.3029
614,200,450,75,loyalty_sent,0.3519,0.3519
615,200,450,100,loyalty_sent,0.427,0.427
616,200,450,125,loyalty_sent,0.4253,0.4253
617,200,450,150,loyalty_sent,0.3957,0.3957
618,200,450,175,loyalty_sent,0.3776,0.3776
619,200,450,200,loyalty_sent,0.3897,0.3897
620,200,475,25,loyalty_sent,0.0786,0.0786
621,200,475,50,loyalty_sent,0.2832,0.2832
622,200,475,75,loyalty_sent,0.3348,0.3348
623,200,475,100,loyalty_sent,0.429,0.429
624,200,475,125,loyalty_sent,0.4273,0.4273
625,200,475,150,loyalty_sent,0.3918,0.3918
626,200,475,175,loyalty_sent,0.3663,0.3663
627,200,475,200,loyalty_sent,0.3855,0.3855
628,200,500,25,loyalty_sent,0.0786,0.0786
629,200,500,50,loyalty_sent,0.3028,0.3028
630,200,500,75,loyalty_sent,-0.3481,0.3481
631,200,500,100,loyalty_sent,0.4104,0.4104
632,200,500,125,loyalty_sent,0.4245,0.4245
633,200,500,150,loyalty_sent,0.3753,0.3753
634,200,500,175,loyalty_sent,0.3687,0.3687
635,200,500,200,loyalty_sent,0.3744,0.3744
636,225,25,25,loyalty_sent,-0.128,0.128
637,225,50,25,loyalty_sent,0.3495,0.3495
638,225,50,50,loyalty_sent,-0.244,0.244
639,225,75,25,loyalty_sent,0.4328,0.4328
640,225,75,50,loyalty_sent,-0.4063,0.4063
641,225,75,75,loyalty_sent,-0.315,0.315
642,225,100,25,loyalty_sent,0.4201,0.4201
643,225,100,50,loyalty_sent,-0.4213,0.4213
644,225,100,75,loyalty_sent,-0.399,0.399
645,225,100,100,loyalty_sent,-0.3446,0.3446
646,225,125,25,loyalty_sent,-0.4175,0.4175
647,225,125,50,loyalty_sent,-0.4686,0.4686
648,225,125,75,loyalty_sent,-0.4719,0.4719
649,225,125,100,loyalty_sent,-0.4384,0.4384
650,225,125,125,loyalty_sent,-0.3734,0.3734
651,225,150,25,loyalty_sent,-0.4346,0.4346
652,225,150,50,loyalty_sent,-0.4759,0.4759
653,225,150,75,loyalty_sent,-0.4886,0.4886
654,225,150,100,loyalty_sent,-0.4565,0.4565
655,225,150,125,loyalty_sent,-0.4588,0.4588
656,225,150,150,loyalty_sent,-0.4045,0.4045
657,225,175,25,loyalty_sent,-0.3889,0.3889
658,225,175,50,loyalty_sent,-0.4908,0.4908
659,225,175,75,loyalty_sent,-0.4942,0.4942
660,225,175,100,loyalty_sent,-0.5033,0.5033
661,225,175,125,loyalty_sent,-0.4859,0.4859
662,225,175,150,loyalty_sent,-0.4873,0.4873
663,225,175,175,loyalty_sent,-0.4454,0.4454
664,225,200,25,loyalty_sent,-0.3942,0.3942
665,225,200,50,loyalty_sent,-0.4501,0.4501
666,225,200,75,loyalty_sent,-0.4753,0.4753
667,225,200,100,loyalty_sent,-0.4979,0.4979
668,225,200,125,loyalty_sent,-0.4967,0.4967
669,225,200,150,loyalty_sent,-0.4974,0.4974
670,225,200,175,loyalty_sent,-0.4965,0.4965
671,225,200,200,loyalty_sent,-0.4754,0.4754
672,225,225,25,loyalty_sent,0.331,0.331
673,225,225,50,loyalty_sent,-0.4568,0.4568
674,225,225,75,loyalty_sent,-0.4793,0.4793
675,225,225,100,loyalty_sent,-0.4913,0.4913
676,225,225,125,loyalty_sent,0.4945,0.4945
677,225,225,150,loyalty_sent,-0.4924,0.4924
678,225,225,175,loyalty_sent,-0.4923,0.4923
679,225,225,200,loyalty_sent,-0.4963,0.4963
680,225,225,225,loyalty_sent,-0.5029,0.5029
681,225,250,25,loyalty_sent,0.3541,0.3541
682,225,250,50,loyalty_sent,-0.4506,0.4506
683,225,250,75,loyalty_sent,-0.4737,0.4737
684,225,250,100,loyalty_sent,-0.4878,0.4878
685,225,250,125,loyalty_sent,-0.4887,0.4887
686,225,250,150,loyalty_sent,-0.4985,0.4985
687,225,250,175,loyalty_sent,-0.4976,0.4976
688,225,250,200,loyalty_sent,-0.4949,0.4949
689,225,250,225,loyalty_sent,-0.4971,0.4971
690,225,275,25,loyalty_sent,0.3186,0.3186
691,225,275,50,loyalty_sent,-0.4118,0.4118
692,225,275,75,loyalty_sent,-0.453,0.453
693,225,275,100,loyalty_sent,-0.4755,0.4755
694,225,275,125,loyalty_sent,-0.4744,0.4744
695,225,275,150,loyalty_sent,-0.4786,0.4786
696,225,275,175,loyalty_sent,-0.4901,0.4901
697,225,275,200,loyalty_sent,-0.4943,0.4943
698,225,275,225,loyalty_sent,0.4767,0.4767
699,225,300,25,loyalty_sent,0.3186,0.3186
700,225,300,50,loyalty_sent,0.432,0.432
701,225,300,75,loyalty_sent,-0.4759,0.4759
702,225,300,100,loyalty_sent,-0.4661,0.4661
703,225,300,125,loyalty_sent,-0.4675,0.4675
704,225,300,150,loyalty_sent,-0.4791,0.4791
705,225,300,175,loyalty_sent,-0.4795,0.4795
706,225,300,200,loyalty_sent,0.4852,0.4852
707,225,300,225,loyalty_sent,0.4717,0.4717
708,225,325,25,loyalty_sent,0.2938,0.2938
709,225,325,50,loyalty_sent,0.4342,0.4342
710,225,325,75,loyalty_sent,-0.4724,0.4724
711,225,325,100,loyalty_sent,-0.4808,0.4808
712,225,325,125,loyalty_sent,0.464,0.464
713,225,325,150,loyalty_sent,0.4628,0.4628
714,225,325,175,loyalty_sent,0.4661,0.4661
715,225,325,200,loyalty_sent,0.4733,0.4733
716,225,325,225,loyalty_sent,0.4508,0.4508
717,225,350,25,loyalty_sent,0.2114,0.2114
718,225,350,50,loyalty_sent,0.4268,0.4268
719,225,350,75,loyalty_sent,-0.4625,0.4625
720,225,350,100,loyalty_sent,-0.474,0.474
721,225,350,125,loyalty_sent,0.463,0.463
722,225,350,150,loyalty_sent,0.4555,0.4555
723,225,350,175,loyalty_sent,0.4546,0.4546
724,225,350,200,loyalty_sent,0.4612,0.4612
725,225,350,225,loyalty_sent,0.4362,0.4362
726,225,375,25,loyalty_sent,0.1207,0.1207
727,225,375,50,loyalty_sent,-0.3458,0.3458
728,225,375,75,loyalty_sent,-0.418,0.418
729,225,375,100,loyalty_sent,0.4884,0.4884
730,225,375,125,loyalty_sent,0.4654,0.4654
731,225,375,150,loyalty_sent,0.4482,0.4482
732,225,375,175,loyalty_sent,0.4176,0.4176
733,225,375,200,loyalty_sent,0.4389,0.4389
734,225,375,225,loyalty_sent,0.4151,0.4151
735,225,400,25,loyalty_sent,0.0428,0.0428
736,225,400,50,loyalty_sent,-0.3306,0.3306
737,225,400,75,loyalty_sent,-0.4241,0.4241
738,225,400,100,loyalty_sent,0.4949,0.4949
739,225,400,125,loyalty_sent,0.4617,0.4617
740,225,400,150,loyalty_sent,0.4469,0.4469
741,225,400,175,loyalty_sent,0.4071,0.4071
742,225,400,200,loyalty_sent,0.4263,0.4263
743,225,400,225,loyalty_sent,0.4044,0.4044
744,225,425,25,loyalty_sent,0.0651,0.0651
745,225,425,50,loyalty_sent,-0.3307,0.3307
746,225,425,75,loyalty_sent,0.4223,0.4223
747,225,425,100,loyalty_sent,0.5018,0.5018
748,225,425,125,loyalty_sent,0.4738,0.4738
749,225,425,150,loyalty_sent,0.4461,0.4461
750,225,425,175,loyalty_sent,0.4156,0.4156
751,225,425,200,loyalty_sent,0.4278,0.4278
752,225,425,225,loyalty_sent,0.4039,0.4039
753,225,450,25,loyalty_sent,0.0514,0.0514
754,225,450,50,loyalty_sent,0.3017,0.3017
755,225,450,75,loyalty_sent,0.3875,0.3875
756,225,450,100,loyalty_sent,0.4771,0.4771
757,225,450,125,loyalty_sent,0.449,0.449
758,225,450,150,loyalty_sent,0.4335,0.4335
759,225,450,175,loyalty_sent,0.4107,0.4107
760,225,450,200,loyalty_sent,0.4148,0.4148
761,225,450,225,loyalty_sent,0.3957,0.3957
762,225,475,25,loyalty_sent,0.0514,0.0514
763,225,475,50,loyalty_sent,-0.3307,0.3307
764,225,475,75,loyalty_sent,-0.3883,0.3883
765,225,475,100,loyalty_sent,0.4662,0.4662
766,225,475,125,loyalty_sent,0.4537,0.4537
767,225,475,150,loyalty_sent,0.4194,0.4194
768,225,475,175,loyalty_sent,0.4035,0.4035
769,225,475,200,loyalty_sent,0.3993,0.3993
770,225,475,225,loyalty_sent,0.3885,0.3885
771,225,500,25,loyalty_sent,0.0514,0.0514
772,225,500,50,loyalty_sent,0.2651,0.2651
773,225,500,75,loyalty_sent,-0.389,0.389
774,225,500,100,loyalty_sent,0.4259,0.4259
775,225,500,125,loyalty_sent,-0.4427,0.4427
776,225,500,150,loyalty_sent,0.4135,0.4135
777,225,500,175,loyalty_sent,0.3948,0.3948
778,225,500,200,loyalty_sent,0.3857,0.3857
779,225,500,225,loyalty_sent,0.3643,0.3643
780,250,25,25,loyalty_sent,-0.1504,0.1504
781,250,50,25,loyalty_sent,0.3419,0.3419
782,250,50,50,loyalty_sent,-0.2525,0.2525
783,250,75,25,loyalty_sent,0.4118,0.4118
784,250,75,50,loyalty_sent,-0.3913,0.3913
785,250,75,75,loyalty_sent,-0.3055,0.3055
786,250,100,25,loyalty_sent,0.3739,0.3739
787,250,100,50,loyalty_sent,-0.396,0.396
788,250,100,75,loyalty_sent,-0.3871,0.3871
789,250,100,100,loyalty_sent,-0.34,0.34
790,250,125,25,loyalty_sent,-0.4258,0.4258
791,250,125,50,loyalty_sent,-0.4808,0.4808
792,250,125,75,loyalty_sent,-0.4459,0.4459
793,250,125,100,loyalty_sent,-0.4202,0.4202
794,250,125,125,loyalty_sent,-0.3675,0.3675
795,250,150,25,loyalty_sent,-0.4338,0.4338
796,250,150,50,loyalty_sent,-0.4806,0.4806
797,250,150,75,loyalty_sent,-0.4869,0.4869
798,250,150,100,loyalty_sent,-0.4552,0.4552
799,250,150,125,loyalty_sent,-0.4412,0.4412
800,250,150,150,loyalty_sent,-0.3951,0.3951
801,250,175,25,loyalty_sent,-0.3428,0.3428
802,250,175,50,loyalty_sent,-0.4886,0.4886
803,250,175,75,loyalty_sent,-0.5028,0.5028
804,250,175,100,loyalty_sent,-0.4989,0.4989
805,250,175,125,loyalty_sent,-0.4687,0.4687
806,250,175,150,loyalty_sent,-0.4791,0.4791
807,250,175,175,loyalty_sent,-0.4343,0.4343
808,250,200,25,loyalty_sent,0.3491,0.3491
809,250,200,50,loyalty_sent,-0.4697,0.4697
810,250,200,75,loyalty_sent,-0.4937,0.4937
811,250,200,100,loyalty_sent,-0.5075,0.5075
812,250,200,125,loyalty_sent,-0.5004,0.5004
813,250,200,150,loyalty_sent,-0.4975,0.4975
814,250,200,175,loyalty_sent,-0.4958,0.4958
815,250,200,200,loyalty_sent,-0.4743,0.4743
816,250,225,25,loyalty_sent,-0.3416,0.3416
817,250,225,50,loyalty_sent,-0.4604,0.4604
818,250,225,75,loyalty_sent,-0.4903,0.4903
819,250,225,100,loyalty_sent,-0.4981,0.4981
820,250,225,125,loyalty_sent,-0.4999,0.4999
821,250,225,150,loyalty_sent,-0.4937,0.4937
822,250,225,175,loyalty_sent,-0.497,0.497
823,250,225,200,loyalty_sent,-0.4917,0.4917
824,250,225,225,loyalty_sent,-0.4866,0.4866
825,250,250,25,loyalty_sent,0.3878,0.3878
826,250,250,50,loyalty_sent,-0.4656,0.4656
827,250,250,75,loyalty_sent,-0.4826,0.4826
828,250,250,100,loyalty_sent,-0.5005,0.5005
829,250,250,125,loyalty_sent,-0.5055,0.5055
830,250,250,150,loyalty_sent,-0.506,0.506
831,250,250,175,loyalty_sent,-0.4972,0.4972
832,250,250,200,loyalty_sent,-0.5007,0.5007
833,250,250,225,loyalty_sent,-0.497,0.497
834,250,250,250,loyalty_sent,-0.4998,0.4998
835,250,275,25,loyalty_sent,0.341,0.341
836,250,275,50,loyalty_sent,-0.4399,0.4399
837,250,275,75,loyalty_sent,-0.4559,0.4559
838,250,275,100,loyalty_sent,-0.4844,0.4844
839,250,275,125,loyalty_sent,-0.4981,0.4981
840,250,275,150,loyalty_sent,-0.5014,0.5014
841,250,275,175,loyalty_sent,-0.5007,0.5007
842,250,275,200,loyalty_sent,-0.4999,0.4999
843,250,275,225,loyalty_sent,-0.4971,0.4971
844,250,275,250,loyalty_sent,-0.4938,0.4938
845,250,300,25,loyalty_sent,0.341,0.341
846,250,300,50,loyalty_sent,-0.4495,0.4495
847,250,300,75,loyalty_sent,-0.4693,0.4693
848,250,300,100,loyalty_sent,-0.4933,0.4933
849,250,300,125,loyalty_sent,-0.4981,0.4981
850,250,300,150,loyalty_sent,-0.4954,0.4954
851,250,300,175,loyalty_sent,-0.4959,0.4959
852,250,300,200,loyalty_sent,-0.4942,0.4942
853,250,300,225,loyalty_sent,-0.4995,0.4995
854,250,300,250,loyalty_sent,0.4926,0.4926
855,250,325,25,loyalty_sent,0.3038,0.3038
856,250,325,50,loyalty_sent,-0.4574,0.4574
857,250,325,75,loyalty_sent,-0.485,0.485
858,250,325,100,loyalty_sent,-0.5068,0.5068
859,250,325,125,loyalty_sent,0.4994,0.4994
860,250,325,150,loyalty_sent,0.4898,0.4898
861,250,325,175,loyalty_sent,0.4906,0.4906
862,250,325,200,loyalty_sent,0.4897,0.4897
863,250,325,225,loyalty_sent,0.494,0.494
864,250,325,250,loyalty_sent,0.4786,0.4786
865,250,350,25,loyalty_sent,-0.2052,0.2052
866,250,350,50,loyalty_sent,0.4014,0.4014
867,250,350,75,loyalty_sent,-0.4629,0.4629
868,250,350,100,loyalty_sent,-0.5028,0.5028
869,250,350,125,loyalty_sent,0.486,0.486
870,250,350,150,loyalty_sent,0.4783,0.4783
871,250,350,175,loyalty_sent,0.4627,0.4627
872,250,350,200,loyalty_sent,0.4645,0.4645
873,250,350,225,loyalty_sent,0.4779,0.4779
874,250,350,250,loyalty_sent,0.4593,0.4593
875,250,375,25,loyalty_sent,0.05,0.05
876,250,375,50,loyalty_sent,0.3584,0.3584
877,250,375,75,loyalty_sent,-0.4444,0.4444
878,250,375,100,loyalty_sent,-0.5061,0.5061
879,250,375,125,loyalty_sent,0.4834,0.4834
880,250,375,150,loyalty_sent,0.4684,0.4684
881,250,375,175,loyalty_sent,0.4618,0.4618
882,250,375,200,loyalty_sent,0.451,0.451
883,250,375,225,loyalty_sent,0.463,0.463
884,250,375,250,loyalty_sent,0.4485,0.4485
885,250,400,25,loyalty_sent,0.1399,0.1399
886,250,400,50,loyalty_sent,-0.3456,0.3456
887,250,400,75,loyalty_sent,-0.449,0.449
888,250,400,100,loyalty_sent,-0.5028,0.5028
889,250,400,125,loyalty_sent,-0.4803,0.4803
890,250,400,150,loyalty_sent,0.4853,0.4853
891,250,400,175,loyalty_sent,0.4515,0.4515
892,250,400,200,loyalty_sent,0.4543,0.4543
893,250,400,225,loyalty_sent,0.4559,0.4559
894,250,400,250,loyalty_sent,0.4437,0.4437
895,250,425,25,loyalty_sent,0.0721,0.0721
896,250,425,50,loyalty_sent,0.3855,0.3855
897,250,425,75,loyalty_sent,0.436,0.436
898,250,425,100,loyalty_sent,-0.4918,0.4918
899,250,425,125,loyalty_sent,0.4962,0.4962
900,250,425,150,loyalty_sent,0.4892,0.4892
901,250,425,175,loyalty_sent,0.46,0.46
902,250,425,200,loyalty_sent,0.4473,0.4473
903,250,425,225,loyalty_sent,0.4554,0.4554
904,250,425,250,loyalty_sent,0.4384,0.4384
905,250,450,25,loyalty_sent,0.0514,0.0514
906,250,450,50,loyalty_sent,-0.385,0.385
907,250,450,75,loyalty_sent,-0.4339,0.4339
908,250,450,100,loyalty_sent,0.4638,0.4638
909,250,450,125,loyalty_sent,0.4824,0.4824
910,250,450,150,loyalty_sent,0.4798,0.4798
911,250,450,175,loyalty_sent,0.4466,0.4466
912,250,450,200,loyalty_sent,0.4319,0.4319
913,250,450,225,loyalty_sent,0.4444,0.4444
914,250,450,250,loyalty_sent,0.4273,0.4273
915,250,475,25,loyalty_sent,0.0514,0.0514
916,250,475,50,loyalty_sent,0.3303,0.3303
917,250,475,75,loyalty_sent,0.4219,0.4219
918,250,475,100,loyalty_sent,-0.4718,0.4718
919,250,475,125,loyalty_sent,-0.4881,0.4881
920,250,475,150,loyalty_sent,0.4871,0.4871
921,250,475,175,loyalty_sent,0.4447,0.4447
922,250,475,200,loyalty_sent,0.4228,0.4228
923,250,475,225,loyalty_sent,0.4299,0.4299
924,250,475,250,loyalty_sent,0.4203,0.4203
925,250,500,25,loyalty_sent,0.0514,0.0514
926,250,500,50,loyalty_sent,0.3228,0.3228
927,250,500,75,loyalty_sent,0.4376,0.4376
928,250,500,100,loyalty_sent,-0.4477,0.4477
929,250,500,125,loyalty_sent,-0.4753,0.4753
930,250,500,150,loyalty_sent,0.4752,0.4752
931,250,500,175,loyalty_sent,0.4304,0.4304
932,250,500,200,loyalty_sent,0.4,0.4
933,250,500,225,loyalty_sent,0.4137,0.4137
934,250,500,250,loyalty_sent,0.3929,0.3929
935,275,25,25,loyalty_sent,-0.181,0.181
936,275,50,25,loyalty_sent,-0.3542,0.3542
937,275,50,50,loyalty_sent,-0.2756,0.2756
938,275,75,25,loyalty_sent,0.4014,0.4014
939,275,75,50,loyalty_sent,-0.381,0.381
940,275,75,75,loyalty_sent,-0.308,0.308
941,275,100,25,loyalty_sent,0.357,0.357
942,275,100,50,loyalty_sent,0.3755,0.3755
943,275,100,75,loyalty_sent,-0.3737,0.3737
944,275,100,100,loyalty_sent,-0.329,0.329
945,275,125,25,loyalty_sent,-0.4082,0.4082
946,275,125,50,loyalty_sent,-0.4844,0.4844
947,275,125,75,loyalty_sent,-0.4255,0.4255
948,275,125,100,loyalty_sent,-0.4191,0.4191
949,275,125,125,loyalty_sent,-0.3666,0.3666
950,275,150,25,loyalty_sent,-0.3908,0.3908
951,275,150,50,loyalty_sent,-0.48,0.48
952,275,150,75,loyalty_sent,-0.4725,0.4725
953,275,150,100,loyalty_sent,-0.4512,0.4512
954,275,150,125,loyalty_sent,-0.4341,0.4341
955,275,150,150,loyalty_sent,-0.3931,0.3931
956,275,175,25,loyalty_sent,-0.3851,0.3851
957,275,175,50,loyalty_sent,-0.4978,0.4978
958,275,175,75,loyalty_sent,-0.4952,0.4952
959,275,175,100,loyalty_sent,-0.4933,0.4933
960,275,175,125,loyalty_sent,-0.472,0.472
961,275,175,150,loyalty_sent,-0.4829,0.4829
962,275,175,175,loyalty_sent,-0.4311,0.4311
963,275,200,25,loyalty_sent,-0.3699,0.3699
964,275,200,50,loyalty_sent,-0.4733,0.4733
965,275,200,75,loyalty_sent,-0.4949,0.4949
966,275,200,100,loyalty_sent,-0.5063,0.5063
967,275,200,125,loyalty_sent,-0.5028,0.5028
968,275,200,150,loyalty_sent,-0.4911,0.4911
969,275,200,175,loyalty_sent,-0.4925,0.4925
970,275,200,200,loyalty_sent,-0.4652,0.4652
971,275,225,25,loyalty_sent,0.3598,0.3598
972,275,225,50,loyalty_sent,-0.4727,0.4727
973,275,225,75,loyalty_sent,-0.4904,0.4904
974,275,225,100,loyalty_sent,-0.5034,0.5034
975,275,225,125,loyalty_sent,-0.5113,0.5113
976,275,225,150,loyalty_sent,-0.4968,0.4968
977,275,225,175,loyalty_sent,-0.4935,0.4935
978,275,225,200,loyalty_sent,-0.4829,0.4829
979,275,225,225,loyalty_sent,-0.4672,0.4672
980,275,250,25,loyalty_sent,0.4036,0.4036
981,275,250,50,loyalty_sent,-0.4713,0.4713
982,275,250,75,loyalty_sent,-0.4755,0.4755
983,275,250,100,loyalty_sent,-0.4949,0.4949
984,275,250,125,loyalty_sent,-0.5162,0.5162
985,275,250,150,loyalty_sent,-0.5163,0.5163
986,275,250,175,loyalty_sent,-0.4976,0.4976
987,275,250,200,loyalty_sent,-0.4923,0.4923
988,275,250,225,loyalty_sent,-0.4926,0.4926
989,275,250,250,loyalty_sent,-0.4733,0.4733
990,275,275,25,loyalty_sent,0.3889,0.3889
991,275,275,50,loyalty_sent,-0.4358,0.4358
992,275,275,75,loyalty_sent,-0.4681,0.4681
993,275,275,100,loyalty_sent,-0.4921,0.4921
994,275,275,125,loyalty_sent,-0.505,0.505
995,275,275,150,loyalty_sent,-0.511,0.511
996,275,275,175,loyalty_sent,-0.504,0.504
997,275,275,200,loyalty_sent,-0.503,0.503
998,275,275,225,loyalty_sent,-0.4986,0.4986
999,275,275,250,loyalty_sent,-0.4889,0.4889
1000,275,275,275,loyalty_sent,-0.495,0.495
1001,275,300,25,loyalty_sent,0.3889,0.3889
1002,275,300,50,loyalty_sent,-0.4708,0.4708
1003,275,300,75,loyalty_sent,-0.48,0.48
1004,275,300,100,loyalty_sent,-0.5097,0.5097
1005,275,300,125,loyalty_sent,-0.5068,0.5068
1006,275,300,150,loyalty_sent,-0.5053,0.5053
1007,275,300,175,loyalty_sent,-0.5067,0.5067
1008,275,300,200,loyalty_sent,-0.502,0.502
1009,275,300,225,loyalty_sent,-0.4983,0.4983
1010,275,300,250,loyalty_sent,-0.4986,0.4986
1011,275,300,275,loyalty_sent,-0.498,0.498
1012,275,325,25,loyalty_sent,0.3714,0.3714
1013,275,325,50,loyalty_sent,-0.4452,0.4452
1014,275,325,75,loyalty_sent,0.4914,0.4914
1015,275,325,100,loyalty_sent,-0.5111,0.5111
1016,275,325,125,loyalty_sent,0.5082,0.5082
1017,275,325,150,loyalty_sent,0.5097,0.5097
1018,275,325,175,loyalty_sent,-0.5042,0.5042
1019,275,325,200,loyalty_sent,-0.5015,0.5015
1020,275,325,225,loyalty_sent,-0.4928,0.4928
1021,275,325,250,loyalty_sent,-0.4892,0.4892
1022,275,325,275,loyalty_sent,0.4863,0.4863
1023,275,350,25,loyalty_sent,0.2472,0.2472
1024,275,350,50,loyalty_sent,-0.4283,0.4283
1025,275,350,75,loyalty_sent,0.4801,0.4801
1026,275,350,100,loyalty_sent,-0.5106,0.5106
1027,275,350,125,loyalty_sent,0.5112,0.5112
1028,275,350,150,loyalty_sent,0.507,0.507
1029,275,350,175,loyalty_sent,-0.4964,0.4964
1030,275,350,200,loyalty_sent,0.493,0.493
1031,275,350,225,loyalty_sent,0.491,0.491
1032,275,350,250,loyalty_sent,0.4846,0.4846
1033,275,350,275,loyalty_sent,0.4726,0.4726
1034,275,375,25,loyalty_sent,0.128,0.128
1035,275,375,50,loyalty_sent,-0.3626,0.3626
1036,275,375,75,loyalty_sent,0.4709,0.4709
1037,275,375,100,loyalty_sent,-0.5044,0.5044
1038,275,375,125,loyalty_sent,-0.5078,0.5078
1039,275,375,150,loyalty_sent,0.5009,0.5009
1040,275,375,175,loyalty_sent,0.4895,0.4895
1041,275,375,200,loyalty_sent,-0.4916,0.4916
1042,275,375,225,loyalty_sent,0.4909,0.4909
1043,275,375,250,loyalty_sent,0.486,0.486
1044,275,375,275,loyalty_sent,0.4673,0.4673
1045,275,400,25,loyalty_sent,0.2445,0.2445
1046,275,400,50,loyalty_sent,0.4165,0.4165
1047,275,400,75,loyalty_sent,0.4717,0.4717
1048,275,400,100,loyalty_sent,-0.5054,0.5054
1049,275,400,125,loyalty_sent,-0.5086,0.5086
1050,275,400,150,loyalty_sent,0.5023,0.5023
1051,275,400,175,loyalty_sent,0.4891,0.4891
1052,275,400,200,loyalty_sent,0.4899,0.4899
1053,275,400,225,loyalty_sent,0.4861,0.4861
1054,275,400,250,loyalty_sent,0.4828,0.4828
