,train,test
0,0.42363010625819286,0.39478252661903684
1,0.5074161953675692,0.4527663972714504
2,0.5072638910031892,0.45879607841550507
3,0.5391625836687846,0.4856260189799592
4,0.5459467923415295,0.48958986282702943
5,0.5247946921359711,0.4719191265806947
6,0.5445623521703717,0.49062719408466937
7,0.5804445508145679,0.519666084770527
8,0.6038687664224628,0.5481365662446777
9,0.6036992659256972,0.5602411106637443
10,0.6155637762514542,0.5719275421043496
11,0.6083402050209212,0.5791373026441216
12,0.6483125238285622,0.6117822045300628
13,0.6434475700228969,0.6279123306956984
14,0.6707607017105363,0.6366700824375015
15,0.68567021314008,0.6407217818692159
16,0.6643147912609249,0.6468800014907918
17,0.6947227851572132,0.6521336167890589
18,0.6925965858891332,0.6603995747518313
19,0.6992479990895095,0.667793171177673
20,0.7021147455934944,0.6701562167932041
21,0.707731351359681,0.6731232866486084
22,0.7110553784313833,0.6728933362569813
23,0.7043374554601985,0.667747608172162
24,0.7170233659534165,0.6756976840767221
25,0.719094126414069,0.6729478312616559
26,0.6931363339529152,0.6658984398862398
27,0.7209926341516127,0.6775753534670121
28,0.7268643908007868,0.677198238532905
29,0.7228122797291393,0.6865968969718643
30,0.7292468381098797,0.6861119071334786
31,0.7269762384692597,0.6899811999235358
32,0.7222627599034723,0.6877274440733354
33,0.7307554387902249,0.692332638735179
34,0.7274188861791353,0.6917239834934286
35,0.7365771124359973,0.6881675054631285
36,0.7397116374258423,0.6825286192088226
37,0.7341547645087816,0.6884336799306735
38,0.7387597595703855,0.6924268031605655
39,0.7422152125451095,0.6766938466729406
40,0.743512009698606,0.6787754904612692
41,0.7394406570784353,0.6866210702043939
42,0.7372987878478866,0.6952390947645662
43,0.7437199303107079,0.6923476187273833
44,0.7437317836615077,0.6921737026231488
45,0.7452896147335825,0.6905959128084084
46,0.7461935441046822,0.6886888090160161
47,0.748794115903462,0.6864126421812475
48,0.7471189548653229,0.6865672016530696
49,0.7466323456463296,0.6865672016530696
